,logFC,logCPM,PValue,QValue
ENSGALG00010016941,-1.81556196526448,5.16152200253721,1.39357109344993e-11,6.1623713752356105e-09
ENSGALG00010006069,-3.50460012475727,6.25774948464864,8.31161250946716e-10,2.63978898493012e-07
ENSGALG00010017641,-2.68649711364971,5.08755780159647,9.874786698553052e-09,2.7291441738126e-06
ENSGALG00010024035,-1.5778777362831,5.14897461710924,2.299099863723e-08,6.09997175842986e-06
ENSGALG00010003895,-1.67793815832719,4.20202482002025,6.05109909460186e-08,1.54372847286516e-05
ENSGALG00010016355,-1.37298623100705,5.20363154812297,2.17220857563422e-07,4.96836533868336e-05
ENSGALG00010015260,-1.66818456874458,4.92313061671096,3.32331729400982e-07,7.33913969598097e-05
ENSGALG00010017283,-1.63513025558495,9.66491304277483,3.45697971407469e-07,7.39682143337336e-05
ENSGALG00010018915,-1.53362979526039,6.02393194805095,4.4704001908773e-07,9.26630139565285e-05
ENSGALG00010005042,-1.61196852441555,6.88234653268821,4.83564577736126e-07,9.72492230517291e-05
ENSGALG00010024748,-1.77556067985046,4.67450376045958,9.34242847258242e-07,0.0001745586705877
ENSGALG00010022572,-4.86443680246401,0.336895961562793,1.7613400330276e-06,0.0003034537256901
ENSGALG00010026199,-1.29149650761405,5.46188665766722,4.93247405268533e-06,0.0007608627998014
ENSGALG00010013005,-1.47876194394985,7.17177296845402,8.04261126154329e-06,0.0011988009100632
ENSGALG00010010719,-1.97060911635379,3.00573441994048,9.47200968911874e-06,0.0013511363498478
ENSGALG00010001476,-1.60915948826127,3.265155291677,1.24868949848771e-05,0.0016925258398523
ENSGALG00010016131,-4.07929892905293,0.527577606895567,1.25032061137893e-05,0.0016925258398523
ENSGALG00010021173,-1.33990791914894,4.16912185849013,1.45154663698506e-05,0.0018878644790435
ENSGALG00010015084,-2.86917525675694,1.11833642643292,1.69772654513276e-05,0.0021655808026664
ENSGALG00010009793,-4.73586350833448,-0.245408329125676,1.90511945155633e-05,0.0024069823470805
ENSGALG00010021408,-1.84687613076551,3.3257249575397,2.12810424902815e-05,0.0026180613540786
ENSGALG00010024773,-1.64832807620763,6.06165257268013,2.25865090236001e-05,0.0027489231991475
ENSGALG00010012293,-1.68872129494309,3.62330157806198,2.94572122728613e-05,0.003458224584175
ENSGALG00010002655,-3.22252638739304,6.41037658818684,3.04688916890444e-05,0.0035456168170777
ENSGALG00010000043,-1.12684220077117,5.12921869006369,3.13639546024614e-05,0.0036180367109239
ENSGALG00010009884,-1.31680743140145,6.00195484198961,3.68177534020128e-05,0.0041391891239923
ENSGALG00010015647,-3.30214420120827,-0.05202482865108,4.05487733664084e-05,0.0045203363653678
ENSGALG00010008240,-2.67288795725941,0.549263646684141,4.48907200587242e-05,0.0049216553082564
ENSGALG00010028198,-1.04653187318358,7.35787159792213,4.8441514118907e-05,0.0052245945227757
ENSGALG00010015422,-1.16641313107389,4.43738365992382,6.77539835924718e-05,0.0069140334333671
ENSGALG00010023677,-1.26912542457643,5.37954379714212,7.90807930725133e-05,0.0073879281753518
ENSGALG00010012633,-1.33607138983001,4.71612806630722,8.7524276574058e-05,0.008063173979385
ENSGALG00010009389,-1.00083700931715,5.23892542193458,8.91037333573943e-05,0.008096233744652
ENSGALG00010011574,-1.59830038628047,3.80701218146743,8.88226946742224e-05,0.008096233744652
ENSGALG00010022100,-1.07304100733032,7.30483124210655,9.75875303137911e-05,0.0086885649472668
ENSGALG00010027076,-1.12920846158109,5.43651248227029,0.0001049244837254,0.0092795213406745
ENSGALG00010008290,-1.00921553297769,6.56549879700087,0.0001118259908006,0.0095805735454711
ENSGALG00010008286,-2.37140131856632,0.59433429721614,0.0001143513371088,0.009624723499992
ENSGALG00010021420,-1.39397292068555,3.63990588970968,0.00011463186439,0.009624723499992
ENSGALG00010015306,-0.97651891762218,6.13282137859014,0.0001145802407161,0.009624723499992
ENSGALG00010009309,-2.05775341047395,3.60240749062385,0.0001267904992924,0.0105125172725834
