Gene Id,Gene Name,Chrysemys picta bellii,Crocodylus porosus,Varanus komodoensis,logFC,PValue
ENSGALG00000000059,TUBB3,,,,1.17537144384531,0.0142674022574675
ENSGALG00000000067,SPR,,,,0.633855212382303,0.0326230949542709
ENSGALG00000000081,IL4I1,7.0,,,6.19353670685792,2.03557881657424e-21
ENSGALG00000000141,BLB1,6.0,1.0,14.0,0.588222063496128,0.0194919224162297
ENSGALG00000000162,DMB1,,,,1.36273351306172,0.0400718242678837
ENSGALG00000000209,PRNP,,,,1.7183165001254,2.02442419006676e-08
ENSGALG00000000424,CMTM3,,,,0.61593363340186,0.0207242534332526
ENSGALG00000000507,CPNE7,,,2.0,6.77099431882926,1.86806842993367e-29
ENSGALG00000000528,DBNDD1,,,,1.05151823522309,0.0025401540941374
ENSGALG00000000558,SLC1A6,,,,3.35563406342012,6.75835569276415e-16
ENSGALG00000000608,CDH1,,,,2.88704525745204,2.14179098872249e-15
ENSGALG00000000619,ANGPTL4,,,,8.18731633133301,2.01868400270876e-08
ENSGALG00000000693,NOB1,,,,0.523557163227961,0.0398816745803763
ENSGALG00000000724,PM20D1,,,,0.546719753720226,0.0207463268025265
ENSGALG00000000795,MFSD12,,5.0,,1.05028125754051,4.81791834520461e-05
ENSGALG00000000919,PIGR,3.0,3.0,2.0,4.43240043765466,1.93406221302851e-10
ENSGALG00000001035,,,,,1.22963327986469,0.0129305986618933
ENSGALG00000001091,,,,,1.04073311670069,3.90200197953982e-05
ENSGALG00000001117,PFKFB2,,,,0.917526862405903,0.0001544187726379
ENSGALG00000001130,GALNT17,,,2.0,1.18493476840975,0.0307297376815438
ENSGALG00000001189,NCF1C,,,,1.27841650614865,3.05043435528731e-06
ENSGALG00000001250,APLP2,,,,0.718044543979248,0.0057415192286421
ENSGALG00000001256,NLRC5,,,,0.910666270298358,0.0045586245187351
ENSGALG00000001392,MMP23B,,,,3.88786010226498,1.41830326545666e-06
ENSGALG00000001412,SEMA7A,,,,1.27163776319464,1.08467109359355e-05
ENSGALG00000001603,NARF,,,,0.951666571839888,0.0013971361513935
ENSGALG00000001717,SLC16A1,,,,0.595350162073031,0.0230761814240134
ENSGALG00000001788,ADPGK,,,,0.540829017688854,0.0294165136354263
ENSGALG00000001889,CARD9,,,,0.960569124031889,0.0017865292006496
ENSGALG00000001933,CORO2A,,,,4.52937093967005,4.6903875381041294e-11
ENSGALG00000002021,ZC3H12A,,,,0.602697041293455,0.0136948729704622
ENSGALG00000002046,,,,,3.13748493275995,8.35304502591063e-07
ENSGALG00000002048,GPRIN2,,,,2.26440291700131,0.0223955059522415
ENSGALG00000002066,NCOA4,,,,0.562852122952267,0.0150105340246084
ENSGALG00000002080,DOCK2,3.0,,,0.515543570082503,0.0494907492146326
ENSGALG00000002162,ACO1,,,,0.590784651803821,0.0271766172693693
ENSGALG00000002193,,,,,5.04516219894929,0.0215877496457118
ENSGALG00000002201,PPL,,,,2.38031497867963,0.0003127114388586
ENSGALG00000002225,RFFL,,,,0.587390438588789,0.0188647345790764
ENSGALG00000002329,CCL1,,,,1.41195598150029,0.0219391415057005
ENSGALG00000002371,RUSC2,,3.0,3.0,1.29612461067149,0.0237660198582057
ENSGALG00000002383,CD72AG,,,,3.13163856494909,1.12450132764243e-23
ENSGALG00000002386,TMEM8B,,,,1.63559345839074,0.0027680601477752
ENSGALG00000002523,CREB3,,,,0.576537155942178,0.0317159561619883
ENSGALG00000002558,ASL1,,4.0,,1.8764773433558,0.0002126044279366
ENSGALG00000002570,,,,,1.16286509718981,1.09396396707008e-05
ENSGALG00000002631,LRRC75A,,,,1.46751536212026,0.0100454799766632
ENSGALG00000002675,SCUBE3,,,,5.59419691529148,2.23317109015534e-07
