Gene Id,Gene Name,Chrysemys picta bellii,Crocodylus porosus,Varanus komodoensis,logFC,PValue
ENSGALG00000000011,C10orf88,,,,0.605529094467569,0.0476841147983998
ENSGALG00000000048,,,,,0.699292979134517,0.021847227963427
ENSGALG00000000059,TUBB3,,,,2.12329558757505,1.5907977182314e-06
ENSGALG00000000081,IL4I1,7.0,,,4.77233673112807,9.99083369826559e-11
ENSGALG00000000106,LRIF1,,,,0.711772173708336,0.0049291470223431
ENSGALG00000000136,BLEC2,7.0,,,7.22918608146482,5.7074546688793e-05
ENSGALG00000000141,BLB1,6.0,1.0,14.0,1.23547128762073,2.64276248932049e-06
ENSGALG00000000142,CEPT1,,5.0,,1.28352472701497,3.10619478375678e-07
ENSGALG00000000154,DENND2D,,,,1.5524969561324,6.233434818092101e-10
ENSGALG00000000156,BRD2,,,,0.727578806731389,0.0079061182096573
ENSGALG00000000158,DMA,,,,0.955033425862607,0.0052155276734301
ENSGALG00000000162,DMB1,,,,3.12330254099469,8.40986025244441e-08
ENSGALG00000000164,MYBPHL,,,,2.14470116408215,0.0035465450430145
ENSGALG00000000189,YTHDC2,,,,0.672498791392363,0.0116538675217074
ENSGALG00000000209,PRNP,,,,1.03007967502187,0.002259433984072
ENSGALG00000000235,PPP2R2A,,,5.0,0.530091466785872,0.0265624830541672
ENSGALG00000000242,EBF2,,,,6.18094819033286,0.0004496212056728
ENSGALG00000000251,CD79B,,,,1.37980041808651,9.12436192918726e-08
ENSGALG00000000275,KCTD9,,,,0.510850473783344,0.0457291549221284
ENSGALG00000000295,,,,,2.71155045322403,0.0353631869603837
ENSGALG00000000378,SLC25A37,,2.0,,2.18717676080145,2.05757354976702e-05
ENSGALG00000000410,TLK2,,,,1.06161424841142,6.75484858848987e-05
ENSGALG00000000438,ERMP1,,,,2.43739551016674,1.09183201899757e-13
ENSGALG00000000452,TNFRSF10B,,,,0.838800609814015,0.0086880755626897
ENSGALG00000000497,,,,,1.88978213400126,0.0001371817160734
ENSGALG00000000504,ETV7,,,,3.99641097899753,5.79674663951844e-33
ENSGALG00000000507,CPNE7,,,2.0,4.80424671442979,1.6550959055392e-12
ENSGALG00000000511,KCTD20,,,,0.863104383922819,0.0003522465214561
ENSGALG00000000516,FANCA,,,,2.30982110789567,0.0254616129333512
ENSGALG00000000521,SPIRE2,,3.0,,2.447091530915,4.41885448592711e-05
ENSGALG00000000523,STK38,,,,0.954065456254429,0.0002089796655377
ENSGALG00000000544,,,,,0.867076479560979,0.0045815224188602
ENSGALG00000000589,BTN1A1,36.0,1.0,1.0,1.35869353016546,3.85662103911857e-08
ENSGALG00000000611,,,,,0.879941583157037,0.0006976913899494
ENSGALG00000000616,ELF3,,,,2.07053715139195,0.0396062911776431
ENSGALG00000000618,ZCCHC17,,,,0.563976225059797,0.0443138271728978
ENSGALG00000000619,ANGPTL4,,,,10.1431592756741,8.483151982348749e-16
ENSGALG00000000637,ZBTB48,,,,0.609405948558001,0.0184183339032025
ENSGALG00000000657,TERF2,,,,0.495249545172143,0.0375162925439269
ENSGALG00000000667,EDN2,,,,2.62801895558296,0.0009521902757915
ENSGALG00000000678,CITED4,,,,0.630981894277184,0.0094766960224158
ENSGALG00000000681,PAK1,,,,0.902687091643194,0.0022900686481044
ENSGALG00000000685,MAP3K14,,,,1.37469075768321,1.26724489214497e-07
ENSGALG00000000690,GDPD4,,,,10.2829267368277,2.98881306748752e-25
ENSGALG00000000720,,12.0,3.0,3.0,3.51867507224744,3.955138801604141e-31
ENSGALG00000000731,THEMIS2,,3.0,3.0,3.38932788961951,1.53648468928616e-10
ENSGALG00000000783,PTAFR,,,,1.30054238593043,1.16621479273564e-07
ENSGALG00000000812,OAZ1,2.0,,,0.71256174060181,0.0095940940275945
ENSGALG00000000818,,,,,5.27401415779368,0.0170306463257727
ENSGALG00000000836,RFX5,,,,1.58566925326006,8.90424222746343e-07
ENSGALG00000000845,UVRAG,,,,1.3561973500097,2.49568408121051e-07
ENSGALG00000000871,ART1,7.0,,1.0,3.38293589732976,0.0042915086574212
ENSGALG00000000911,IL19,,3.0,,5.74709282226018,0.0023761930705246
ENSGALG00000000978,CEP104,,,,0.73237951306279,0.0207832835088829
ENSGALG00000000990,SRSF6,,,,0.621939635412381,0.0171051127066828
ENSGALG00000001014,ARPC5L,,,,0.679921880921085,0.040307891718064
ENSGALG00000001049,,,,,0.803972347834349,0.0018416911882346
ENSGALG00000001078,,,3.0,4.0,6.57844867498747,0.0001020223554765
ENSGALG00000001093,TCF3,,,,0.859524789424957,0.0080263873450995
ENSGALG00000001136,,,,,1.28331314047102,6.53118845530156e-06
ENSGALG00000001149,ADGRG5,,,,1.42984812403949,1.57747384444511e-05
ENSGALG00000001153,AUTS2,,,,2.26814914832384,0.0263816741025592
ENSGALG00000001181,KCNJ5,,,,1.74152989241457,0.0001709181594013
ENSGALG00000001189,NCF1C,,,,0.804295856916725,0.0028584751963376
