Gene Id,Gene Name,Chrysemys picta bellii,Crocodylus porosus,Varanus komodoensis,logFC,PValue
ENSGALG00000000081,IL4I1,7.0,,,6.15133347358997,4.857907571384791e-15
ENSGALG00000000102,UBE2T,,,,3.34380095995568,1.7007806798648e-08
ENSGALG00000000109,AFMID,,,,0.945981648567786,0.0070085523030566
ENSGALG00000000209,PRNP,,,,2.19338163262635,1.82792372807728e-11
ENSGALG00000000424,CMTM3,,,,1.12014265625637,0.0022025010020034
ENSGALG00000000507,CPNE7,,,2.0,2.94120848266256,0.0014128059502836
ENSGALG00000000516,FANCA,,,,3.15473797070437,0.0001479708812217
ENSGALG00000000528,DBNDD1,,,,1.17694874093029,0.0031438275730552
ENSGALG00000000558,SLC1A6,,,,1.98727620532394,0.000430581949492
ENSGALG00000000608,CDH1,,,,4.44736387505009,4.62466015021122e-40
ENSGALG00000000619,ANGPTL4,,,,7.10175663057982,1.00968029122561e-05
ENSGALG00000000632,CHTF8,,,,2.09494683074449,3.4006241829146e-06
ENSGALG00000000724,PM20D1,,,,1.00555388421395,0.0004677429580899
ENSGALG00000000731,THEMIS2,,3.0,3.0,1.27439120567009,0.0231616872411333
ENSGALG00000000734,RPA2,,,,1.05581931773958,0.0001487466086968
ENSGALG00000000775,CTSS,6.0,,,0.848059809169774,0.009029958322259
ENSGALG00000000791,,,,,3.7114230280342,2.48154003641152e-18
ENSGALG00000000795,MFSD12,,5.0,,1.04911670159795,0.0013875875309217
ENSGALG00000000802,DHODH,,,,0.659410600518218,0.0134479568783119
ENSGALG00000000812,OAZ1,2.0,,,1.10288987656669,0.0002720662005883
ENSGALG00000000909,GFAP,,,,2.39952636066571,0.0309564085012358
ENSGALG00000000919,PIGR,3.0,3.0,2.0,3.67331110897504,5.05638828552061e-05
ENSGALG00000001076,LIMK1,,,,0.863581684680912,0.0384119862897175
ENSGALG00000001091,,,,,1.61437618773864,2.89514584135371e-09
ENSGALG00000001094,ADGRD2,,,,2.69411938951694,0.0003075339318081
ENSGALG00000001103,PSMB7,,,,0.631261123002726,0.023852458071035
ENSGALG00000001130,GALNT17,,,2.0,2.2585874743404,0.0015965819744644
ENSGALG00000001183,MYH10,,,,1.24351694981459,0.0052487193174846
ENSGALG00000001189,NCF1C,,,,1.83873860939255,2.62962383011645e-06
ENSGALG00000001250,APLP2,,,,1.0494078519249,0.0005588920346369
ENSGALG00000001320,CYP1A2,,,7.0,1.67400689663549,0.0487190817547185
ENSGALG00000001412,SEMA7A,,,,1.37221436631099,6.00812873514291e-06
ENSGALG00000001452,ATP5PB,,,,0.681079786663517,0.0148433063316704
ENSGALG00000001475,STMN1,,3.0,,0.772910967311926,0.0069232651463479
ENSGALG00000001476,,,,,0.578162971936097,0.0390362664639462
ENSGALG00000001491,NCAPD3,,,,2.07113158603676,1.50369343904566e-08
ENSGALG00000001503,TBCD,,,,0.625374935656769,0.0325129335348314
ENSGALG00000001506,PTTG2,,,,4.29882104253659,6.43452471534192e-14
ENSGALG00000001529,THYN1,,,,0.88054447708667,0.0024428640812659
