	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_8h	chicken_d_lps_8h
ENSGALG00000015140	4	18	1	0
ENSGALG00000045168	1300	653	1081	395
ENSGALG00000033690	788	503	739	415
ENSGALG00000047412	289	130	312	110
ENSGALG00000016578	664	286	630	212
ENSGALG00000011225	0	0	3	3
ENSGALG00000010991	345	201	400	211
ENSGALG00000040586	491	408	433	282
ENSGALG00000000785	374	230	288	188
ENSGALG00000053254	35	23	68	82
ENSGALG00000004696	813	517	720	437
ENSGALG00000007331	7624	10734	5141	3903
ENSGALG00000006161	567	416	584	437
ENSGALG00000045953	81	53	83	21
ENSGALG00000033277	375	263	390	229
ENSGALG00000052002	417	307	502	360
ENSGALG00000003081	616	493	426	270
ENSGALG00000003026	1201	664	854	364
ENSGALG00000003130	568	426	585	396
ENSGALG00000035017	4123	4339	3440	1882
ENSGALG00000010998	90	33	103	45
ENSGALG00000029135	418	217	496	242
ENSGALG00000038059	6682	4207	5188	3481
ENSGALG00000009261	3	1	3	2
ENSGALG00000017010	415	230	392	209
ENSGALG00000042023	2765	2720	3752	1823
ENSGALG00000039727	5	5	2	6
ENSGALG00000015709	1995	1891	1977	662
ENSGALG00000031996	27	18	44	21
ENSGALG00000049001	162	103	190	62
ENSGALG00000051378	8	9	3	4
ENSGALG00000000669	1309	1319	1119	757
ENSGALG00000047072	28	12	13	11
ENSGALG00000031130	998	344	844	397
ENSGALG00000030775	1354	761	1232	559
ENSGALG00000000589	851	492	791	376
ENSGALG00000017139	318	213	216	111
ENSGALG00000009966	135	70	54	47
ENSGALG00000047847	34	22	18	20
ENSGALG00000006332	843	692	825	448
ENSGALG00000050515	246	59	405	134
ENSGALG00000048249	11	1	13	4
ENSGALG00000035845	48	69	25	15
ENSGALG00000009288	1483	1021	1451	874
ENSGALG00000009073	802	456	790	500
ENSGALG00000009848	712	406	835	665
ENSGALG00000011620	938	833	770	344
ENSGALG00000016504	1710	1526	1282	652
ENSGALG00000023661	202	76	210	56
ENSGALG00000002689	248	116	294	121
ENSGALG00000007151	2425	1932	1661	880
ENSGALG00000003096	494	420	400	170
ENSGALG00000017098	701	417	659	366
ENSGALG00000031666	123	53	94	23
ENSGALG00000000544	687	433	639	186
ENSGALG00000016681	761	575	807	539
ENSGALG00000011436	6002	5256	5662	3973
ENSGALG00000003628	244	122	247	61
ENSGALG00000011109	14	2	11	4
ENSGALG00000016915	5647	4060	3477	2312
ENSGALG00000000329	1644	1326	1456	784
ENSGALG00000047536	332	250	318	254
ENSGALG00000047114	6	6	7	3
ENSGALG00000001905	992	700	903	491
ENSGALG00000038681	10	14	6	8
ENSGALG00000040549	35	26	39	24
ENSGALG00000014335	400	189	288	195
ENSGALG00000008185	845	259	844	468
ENSGALG00000031298	1478	944	1089	768
ENSGALG00000009619	28	23	16	18
ENSGALG00000011870	7426	2880	5340	3614
ENSGALG00000016348	9611	6820	11743	10336
ENSGALG00000026470	2265	1883	2268	1209
ENSGALG00000011393	592	429	488	347
ENSGALG00000003906	695	395	717	366
ENSGALG00000054178	514	308	457	181
ENSGALG00000009622	669	290	599	347
ENSGALG00000017085	51	44	23	29
ENSGALG00000050760	2120	2141	1517	437
ENSGALG00000016617	2224	1224	2268	1830
ENSGALG00000017234	6	3	0	2
ENSGALG00000013591	883	478	604	377
ENSGALG00000003862	1495	1541	1444	601
ENSGALG00000023521	4	11	2	0
ENSGALG00000038416	63	24	87	20
ENSGALG00000026736	63	15	66	14
ENSGALG00000000055	2427	1796	2685	1639
ENSGALG00000005951	21	7	12	19
ENSGALG00000011541	857	324	643	642
ENSGALG00000014725	232	103	216	64
ENSGALG00000014659	46	37	181	69
ENSGALG00000013993	410	223	297	229
ENSGALG00000010428	838	501	738	380
ENSGALG00000017036	488	238	318	72
ENSGALG00000052844	549	339	461	298
ENSGALG00000038789	7	4	11	7
ENSGALG00000016440	619	526	640	224
ENSGALG00000015570	30	38	28	11
ENSGALG00000052142	0	2	4	3
ENSGALG00000001229	154	143	81	90
ENSGALG00000033143	361	236	418	206
ENSGALG00000032417	202	143	117	89
ENSGALG00000016283	976	388	705	435
ENSGALG00000010185	1997	1337	1899	1068
ENSGALG00000037408	18	9	21	16
ENSGALG00000004040	2506	1199	2403	1291
ENSGALG00000029817	1349	950	1410	725
ENSGALG00000046719	17	4	12	0
ENSGALG00000011692	1966	984	1600	521
ENSGALG00000015155	1018	430	825	349
ENSGALG00000002267	368	252	250	169
ENSGALG00000011596	419	300	408	238
ENSGALG00000037633	662	613	570	373
ENSGALG00000019976	161	103	186	92
ENSGALG00000008676	2173	1439	1724	1145
ENSGALG00000044472	128	110	140	115
ENSGALG00000045228	281	218	241	119
ENSGALG00000050295	5	1	10	0
ENSGALG00000050813	5	0	6	0
ENSGALG00000038768	326	140	138	5
ENSGALG00000017309	230	185	131	127
ENSGALG00000011532	29	18	26	4
ENSGALG00000007304	409	245	242	69
ENSGALG00000005232	229	129	212	151
ENSGALG00000008120	991	453	1029	692
ENSGALG00000053950	15	11	23	3
ENSGALG00000047827	29	22	10	5
ENSGALG00000002856	1561	1284	1415	956
ENSGALG00000034081	26	16	17	11
ENSGALG00000037769	25	11	24	16
ENSGALG00000010478	61	43	62	27
ENSGALG00000003241	6	14	3	3
ENSGALG00000016536	3701	2659	3808	2796
ENSGALG00000052524	9	2	17	7
ENSGALG00000001407	4	16	3	0
ENSGALG00000014331	2816	1829	3154	1653
ENSGALG00000052448	236	206	200	114
ENSGALG00000035360	6707	4713	5139	3219
ENSGALG00000033996	15	29	14	10
ENSGALG00000015340	576	397	487	294
ENSGALG00000005922	10249	8205	10941	5105
ENSGALG00000028675	320	219	292	168
ENSGALG00000004858	383	282	338	292
ENSGALG00000053281	22	3	10	5
ENSGALG00000006098	1190	640	850	347
ENSGALG00000040737	646	357	668	346
ENSGALG00000043126	624	435	670	417
ENSGALG00000012377	416	379	289	172
ENSGALG00000008368	152	131	168	80
ENSGALG00000012909	124	40	95	68
ENSGALG00000021658	330	185	363	196
ENSGALG00000008791	584	369	641	215
ENSGALG00000049747	2	2	8	3
ENSGALG00000025817	9	14	13	5
ENSGALG00000010672	34	28	53	47
ENSGALG00000003642	11	3	21	5
ENSGALG00000015917	90491	66173	99280	49359
ENSGALG00000003217	2341	1328	4568	2728
ENSGALG00000053640	1024	716	857	444
ENSGALG00000051015	102	74	80	44
ENSGALG00000011016	1556	980	1289	760
ENSGALG00000014226	579	445	582	398
ENSGALG00000008707	733	566	728	448
ENSGALG00000050216	52	37	34	47
ENSGALG00000040828	1223	805	1347	723
ENSGALG00000048165	729	723	740	308
ENSGALG00000001696	11	11	14	4
ENSGALG00000011220	239	177	229	85
ENSGALG00000011242	2	3	5	2
ENSGALG00000033956	372	191	434	295
ENSGALG00000001328	10966	10847	9943	5865
ENSGALG00000047875	677	461	803	430
ENSGALG00000007736	247	170	252	93
ENSGALG00000014988	17	3	10	3
ENSGALG00000039865	886	565	774	469
ENSGALG00000011464	11269	9163	11176	6136
ENSGALG00000011153	6460	3624	5331	2815
ENSGALG00000049511	13	5	12	10
ENSGALG00000052861	58	43	31	25
ENSGALG00000016872	990	636	650	448
ENSGALG00000013646	504	385	415	247
ENSGALG00000026395	4	3	0	0
ENSGALG00000015082	9341	6944	10236	5350
ENSGALG00000023898	304	258	183	182
ENSGALG00000045510	23	5	31	60
ENSGALG00000004514	31	29	38	26
ENSGALG00000033001	1751	1565	1852	1479
ENSGALG00000048383	19	4	20	14
ENSGALG00000001258	7254	5310	6360	3566
ENSGALG00000050528	3	2	2	0
ENSGALG00000052612	272	192	269	230
ENSGALG00000042840	445	207	339	173
ENSGALG00000029512	4229	2626	2875	1602
ENSGALG00000003572	1757	936	1694	826
ENSGALG00000033570	308	203	267	161
ENSGALG00000054931	261	165	255	113
ENSGALG00000042079	4	1	2	0
ENSGALG00000004897	50	34	39	5
ENSGALG00000039951	711	677	838	449
ENSGALG00000042875	5996	3075	5762	2175
ENSGALG00000050039	132	84	43	27
ENSGALG00000015916	6598	2768	4564	1640
ENSGALG00000054176	186	123	143	102
ENSGALG00000015027	3169	2841	2162	983
ENSGALG00000014903	1910	1782	1207	501
ENSGALG00000022950	501	369	526	348
ENSGALG00000015038	162	92	245	126
ENSGALG00000016555	1836	1431	1778	1111
ENSGALG00000040702	153	92	133	88
ENSGALG00000011101	504	361	375	318
ENSGALG00000036908	23	26	15	4
ENSGALG00000012171	6	10	6	3
ENSGALG00000054536	1373	601	1495	813
ENSGALG00000035883	45	41	32	38
ENSGALG00000008595	1149	892	1114	618
ENSGALG00000000747	1428	1441	1121	651
ENSGALG00000045596	209	141	513	416
ENSGALG00000007768	30	17	28	2
ENSGALG00000051944	39	24	33	25
ENSGALG00000047355	3	10	8	5
ENSGALG00000007932	332	342	349	190
ENSGALG00000005619	0	0	4	10
ENSGALG00000004508	3	0	2	4
ENSGALG00000012260	28	21	19	10
ENSGALG00000033589	2	2	2	0
ENSGALG00000038488	403	435	349	202
ENSGALG00000039958	437	216	377	213
ENSGALG00000046338	2	2	0	1
ENSGALG00000044730	77	41	45	35
ENSGALG00000044874	15	15	14	8
ENSGALG00000012449	1212	957	913	553
ENSGALG00000005422	1910	2706	2162	826
ENSGALG00000010016	565	242	396	248
ENSGALG00000013828	693	559	629	286
ENSGALG00000041900	150	182	147	77
ENSGALG00000003383	2373	1976	2008	1122
ENSGALG00000006068	1737	1573	1199	768
ENSGALG00000038549	19	3	18	8
ENSGALG00000045602	7	3	8	0
ENSGALG00000007798	79	35	77	43
ENSGALG00000015066	12	10	8	3
ENSGALG00000007900	480	286	539	414
ENSGALG00000033529	1243	1103	964	539
ENSGALG00000003500	189	165	113	60
ENSGALG00000049034	69	36	88	46
ENSGALG00000010630	1487	896	1136	643
ENSGALG00000054689	8	10	14	7
ENSGALG00000004387	2706	1459	2290	1158
ENSGALG00000007017	860	670	839	409
ENSGALG00000049395	79	39	86	21
ENSGALG00000042030	15	18	19	16
ENSGALG00000010199	79	35	61	24
ENSGALG00000008289	1220	962	1239	829
ENSGALG00000046408	10	5	4	1
ENSGALG00000053653	1223	621	1184	623
ENSGALG00000011093	3	3	4	0
ENSGALG00000046969	11	4	8	8
ENSGALG00000017706	654	421	610	254
ENSGALG00000003052	4265	3346	4028	1979
ENSGALG00000015958	539	416	472	283
ENSGALG00000051871	4	4	4	4
ENSGALG00000053217	6	3	1	3
ENSGALG00000049865	4139	4062	4308	2689
ENSGALG00000029616	401	309	262	191
ENSGALG00000029379	2048	1592	1371	645
ENSGALG00000006402	1291	610	1496	1024
ENSGALG00000036749	558	361	640	450
ENSGALG00000000497	57	87	28	10
ENSGALG00000029892	2113	1793	2294	1002
ENSGALG00000048153	125	45	17	8
ENSGALG00000041666	407	246	431	235
ENSGALG00000037426	778	518	721	478
ENSGALG00000029330	706	506	718	455
ENSGALG00000003356	687	416	829	414
ENSGALG00000048981	68	60	23	7
ENSGALG00000040474	717	437	520	227
ENSGALG00000014555	1254	993	1291	928
ENSGALG00000016324	6	3	15	3
ENSGALG00000005830	899	950	742	480
ENSGALG00000045658	58	21	71	28
ENSGALG00000025946	689	415	1003	417
ENSGALG00000011098	1721	1646	1513	799
ENSGALG00000026189	466	320	378	227
ENSGALG00000048390	94	39	141	43
ENSGALG00000032770	529	358	543	290
ENSGALG00000014875	22	18	19	5
ENSGALG00000025868	111	109	125	65
ENSGALG00000052753	9	2	3	0
ENSGALG00000036365	706	566	598	337
ENSGALG00000041086	452	218	483	301
ENSGALG00000005000	3176	1382	2500	1037
ENSGALG00000006122	300	210	267	192
ENSGALG00000003045	574	306	568	133
ENSGALG00000010331	30	3	13	1
ENSGALG00000010641	1645	702	1565	691
ENSGALG00000033098	99	47	95	56
ENSGALG00000043572	132	99	122	84
ENSGALG00000009890	158	132	166	99
ENSGALG00000007492	4537	2304	4433	1814
ENSGALG00000001157	685	370	623	437
ENSGALG00000005885	810	598	800	491
ENSGALG00000054976	159	54	138	63
ENSGALG00000050095	6	4	12	1
ENSGALG00000039818	2750	1827	2026	1433
ENSGALG00000037257	595	233	612	433
ENSGALG00000007418	3099	2223	3104	1204
ENSGALG00000040993	346	204	115	55
ENSGALG00000014448	519	301	449	209
ENSGALG00000004347	677	491	568	247
ENSGALG00000034434	4077	2958	3986	2389
ENSGALG00000001239	597	457	326	274
ENSGALG00000024112	2323	1694	2664	1568
ENSGALG00000008454	1019	730	1114	612
ENSGALG00000012473	1770	919	1596	690
ENSGALG00000052882	738	805	479	212
ENSGALG00000004741	145	97	229	203
ENSGALG00000003353	221	316	160	51
ENSGALG00000006805	1929	727	3382	1840
ENSGALG00000032220	64	81	32	20
ENSGALG00000050043	12	7	6	2
ENSGALG00000003487	936	689	796	480
ENSGALG00000034698	124	104	87	22
ENSGALG00000047230	81	51	57	55
ENSGALG00000013861	1091	722	1568	1057
ENSGALG00000016843	2	6	2	1
ENSGALG00000034218	1764	1269	2210	1190
ENSGALG00000003128	560	446	487	318
ENSGALG00000003876	66	32	57	25
ENSGALG00000035932	12	13	15	10
ENSGALG00000006532	244	140	271	168
ENSGALG00000008411	9	4	10	7
ENSGALG00000048457	0	3	6	0
ENSGALG00000048291	91	128	46	88
ENSGALG00000031869	6	2	0	0
ENSGALG00000046008	9	0	3	0
ENSGALG00000006010	650	310	510	260
ENSGALG00000010879	81	74	132	73
ENSGALG00000027418	174	97	212	149
ENSGALG00000034509	1136	629	1074	449
ENSGALG00000002044	512	422	452	253
ENSGALG00000014789	271	157	267	134
ENSGALG00000010151	222	154	230	172
ENSGALG00000050548	3243	1264	2817	2200
ENSGALG00000008037	12	7	3	1
ENSGALG00000013083	18	1	13	4
ENSGALG00000029118	190	113	177	94
ENSGALG00000011250	3	0	3	0
ENSGALG00000041025	5	0	2	1
ENSGALG00000016231	21434	10064	17784	7823
ENSGALG00000006457	1733	1017	1780	863
ENSGALG00000018803	108	47	84	33
ENSGALG00000032632	2431	1486	1163	501
ENSGALG00000001992	18161	12410	19815	12526
ENSGALG00000052260	4	1	7	0
ENSGALG00000050860	14	6	3	1
ENSGALG00000039924	987	742	701	386
ENSGALG00000008656	221	144	194	30
ENSGALG00000005598	1302	1101	963	603
ENSGALG00000041746	1551	1243	1584	800
ENSGALG00000008045	947	642	944	357
ENSGALG00000049563	130	81	98	48
ENSGALG00000021627	66	14	75	114
ENSGALG00000031525	270	187	313	244
ENSGALG00000042564	508	351	458	242
ENSGALG00000012712	1125	489	929	318
ENSGALG00000012830	393	207	363	118
ENSGALG00000016531	5962	4702	3072	2100
ENSGALG00000051916	0	135	115	0
ENSGALG00000027980	2	2	1	1
ENSGALG00000012480	1781	901	2108	944
ENSGALG00000015373	2	1	4	0
ENSGALG00000011106	396	190	368	147
ENSGALG00000007796	1	0	11	3
ENSGALG00000017023	6	16	6	2
ENSGALG00000033780	340	288	385	260
ENSGALG00000014957	7667	4393	9018	4614
ENSGALG00000000067	296	147	340	170
ENSGALG00000008909	12	4	10	2
ENSGALG00000009023	996	930	961	413
ENSGALG00000014992	744	220	653	208
ENSGALG00000029831	48	27	42	27
ENSGALG00000014846	2823	1312	1934	1147
ENSGALG00000030357	11	11	8	4
ENSGALG00000048884	45	32	64	35
ENSGALG00000030487	501	441	439	296
ENSGALG00000000115	9	9	6	3
ENSGALG00000032465	13837	6317	12954	4701
ENSGALG00000048302	0	3	4	1
ENSGALG00000047291	6	7	13	4
ENSGALG00000012034	1599	1179	1375	537
ENSGALG00000035960	30	12	12	9
ENSGALG00000048069	252	98	214	97
ENSGALG00000026294	22	13	28	9
ENSGALG00000031035	4629	2448	3102	944
ENSGALG00000037697	30950	16801	26263	14522
ENSGALG00000050235	308	200	277	145
ENSGALG00000025738	1562	825	674	101
ENSGALG00000002029	2236	1888	2046	1204
ENSGALG00000047227	24	3	28	9
ENSGALG00000030259	2	3	2	3
ENSGALG00000041754	392	241	351	197
ENSGALG00000046939	301	104	299	140
ENSGALG00000043931	327	202	142	88
ENSGALG00000050090	2	5	3	0
ENSGALG00000036452	956	623	1031	704
ENSGALG00000049027	876	528	755	555
ENSGALG00000011403	2080	1604	2158	1283
ENSGALG00000050757	796	419	807	385
ENSGALG00000022704	33	15	25	9
ENSGALG00000009940	3406	3949	2803	1520
ENSGALG00000050368	68	55	35	25
ENSGALG00000010356	69	21	121	41
ENSGALG00000007931	1791	1195	1541	810
ENSGALG00000002622	384	322	393	240
ENSGALG00000014942	1654	1105	1834	718
ENSGALG00000009149	65	23	60	38
ENSGALG00000042606	2	1	1	2
ENSGALG00000005309	7258	4735	10022	6105
ENSGALG00000002723	429	307	250	261
ENSGALG00000006431	351	186	256	120
ENSGALG00000024482	583	370	569	281
ENSGALG00000012282	1286	844	1059	700
ENSGALG00000037249	175	81	109	41
ENSGALG00000051275	61	37	50	51
ENSGALG00000030598	1313	861	1089	538
ENSGALG00000000585	1	5	4	0
ENSGALG00000045908	23	13	23	10
ENSGALG00000002018	3327	1834	2834	2030
ENSGALG00000023546	490	238	376	155
ENSGALG00000041732	133	87	95	52
ENSGALG00000009135	482	193	423	154
ENSGALG00000004306	2	2	0	0
ENSGALG00000008132	495	298	495	264
ENSGALG00000002127	79	43	82	46
ENSGALG00000052748	4453	3219	4571	2932
ENSGALG00000016708	215	145	213	125
ENSGALG00000054678	2	9	0	0
ENSGALG00000047903	3	0	0	2
ENSGALG00000030075	77	83	98	42
ENSGALG00000041454	4705	3633	4977	2084
ENSGALG00000015901	569	303	507	235
ENSGALG00000005506	16	5	20	5
ENSGALG00000013980	199	187	101	22
ENSGALG00000040426	41501	22010	28073	9126
ENSGALG00000017096	267	196	176	113
ENSGALG00000032206	100	28	112	48
ENSGALG00000012462	568	312	389	176
ENSGALG00000005080	434	178	412	165
ENSGALG00000036625	871	664	911	529
ENSGALG00000014855	158	148	151	56
ENSGALG00000026958	367	210	314	139
ENSGALG00000015410	11	5	0	3
ENSGALG00000044525	1357	1163	1960	961
ENSGALG00000013005	114	83	115	42
ENSGALG00000005519	27	15	10	9
ENSGALG00000005808	2	3	6	2
ENSGALG00000027695	16	6	24	14
ENSGALG00000000394	18	19	6	2
ENSGALG00000008049	190	130	211	108
ENSGALG00000032529	1004	709	987	489
ENSGALG00000017099	4	5	2	1
ENSGALG00000009381	508	312	379	211
ENSGALG00000017242	177	61	99	50
ENSGALG00000007677	218	119	226	105
ENSGALG00000012223	5	2	6	3
ENSGALG00000017183	8	2	3	1
ENSGALG00000010658	273	113	388	169
ENSGALG00000054032	10	4	8	0
ENSGALG00000027712	4	7	35	8
ENSGALG00000008501	290	167	155	115
ENSGALG00000012595	807	385	549	274
ENSGALG00000001711	108	76	102	53
ENSGALG00000041370	3424	2974	2746	1883
ENSGALG00000035836	2851	1685	3823	2046
ENSGALG00000035378	1385	993	746	389
ENSGALG00000046083	22	5	11	15
ENSGALG00000047393	3426	4029	2063	1720
ENSGALG00000030677	752	277	310	498
ENSGALG00000035075	2314	1266	3102	929
ENSGALG00000008552	348	286	223	96
ENSGALG00000002175	13	11	12	9
ENSGALG00000016728	3461	1449	3770	1636
ENSGALG00000015438	103	43	47	38
ENSGALG00000017153	1602	991	1687	883
ENSGALG00000005323	4	1	4	3
ENSGALG00000002421	227	95	104	97
ENSGALG00000035334	81980	61185	83241	53973
ENSGALG00000012130	139	111	226	123
ENSGALG00000009504	587	439	622	402
ENSGALG00000034264	365	201	391	156
ENSGALG00000032319	4	3	3	1
ENSGALG00000003833	4	2	2	1
ENSGALG00000052842	12348	12549	11984	6622
ENSGALG00000037682	218	138	152	84
ENSGALG00000043307	1109	586	1100	545
ENSGALG00000015404	71	31	113	26
ENSGALG00000028879	554	329	588	341
ENSGALG00000048712	817	633	830	443
ENSGALG00000052767	0	2	0	8
ENSGALG00000029810	440	314	501	280
ENSGALG00000004798	761	539	559	399
ENSGALG00000005769	281	184	367	131
ENSGALG00000034502	77	32	52	34
ENSGALG00000052227	29	24	36	9
ENSGALG00000028009	2276	1965	2194	1239
ENSGALG00000007868	20	29	14	5
ENSGALG00000040758	889	710	747	607
ENSGALG00000035465	206	113	305	126
ENSGALG00000036391	1505	1052	1434	1142
ENSGALG00000045469	7	10	5	4
ENSGALG00000052980	10	6	6	6
ENSGALG00000007341	424	282	438	298
ENSGALG00000007777	121	83	90	77
ENSGALG00000005468	1184	789	720	569
ENSGALG00000050715	8	4	7	4
ENSGALG00000011304	1256	640	1052	661
ENSGALG00000036502	341	205	319	214
ENSGALG00000019290	3	2	1	0
ENSGALG00000046843	851	732	955	445
ENSGALG00000027295	92	51	94	38
ENSGALG00000012863	69	32	65	51
ENSGALG00000041098	4	7	1	2
ENSGALG00000010938	880	631	795	444
ENSGALG00000016808	2373	1595	2216	1029
ENSGALG00000008632	872	679	598	381
ENSGALG00000032590	659	421	670	398
ENSGALG00000015196	18	8	22	5
ENSGALG00000036095	162	11	102	18
ENSGALG00000033198	43	33	40	5
ENSGALG00000007658	1051	776	1154	639
ENSGALG00000006753	3006	1962	3352	1836
ENSGALG00000011005	281	122	267	70
ENSGALG00000002155	494	337	505	361
ENSGALG00000054994	24	17	10	10
ENSGALG00000004947	211	177	208	140
ENSGALG00000007266	488	324	347	149
ENSGALG00000049503	101	35	183	61
ENSGALG00000004087	4	6	0	1
ENSGALG00000020392	19	15	10	0
ENSGALG00000046393	274	176	223	87
ENSGALG00000016468	433	352	341	134
ENSGALG00000007160	1193	1126	754	446
ENSGALG00000014106	2245	1300	1542	858
ENSGALG00000027823	695	737	626	481
ENSGALG00000053306	394	280	310	106
ENSGALG00000002639	335	214	374	161
ENSGALG00000009858	688	462	560	460
ENSGALG00000004612	1241	968	1304	837
ENSGALG00000033278	1183	718	991	446
ENSGALG00000004172	1153	1188	980	633
ENSGALG00000031375	262	84	223	170
ENSGALG00000036621	314	209	268	136
ENSGALG00000029927	121	78	138	69
ENSGALG00000011330	17306	14830	10992	8641
ENSGALG00000012004	9	7	30	25
ENSGALG00000004670	692	433	618	335
ENSGALG00000037050	2680	1139	5811	2641
ENSGALG00000005971	9	11	20	6
ENSGALG00000000783	5742	3778	6324	3255
ENSGALG00000016592	70	18	55	30
ENSGALG00000003164	2	0	1	3
ENSGALG00000015285	504	299	409	253
ENSGALG00000039108	2975	2314	2610	1575
ENSGALG00000049120	37	12	69	6
ENSGALG00000031416	922	779	725	451
ENSGALG00000049056	3	3	0	0
ENSGALG00000052402	11	7	6	0
ENSGALG00000016266	47	27	78	29
ENSGALG00000014998	28	24	27	13
ENSGALG00000042750	37547	28959	41185	22968
ENSGALG00000047148	215	99	182	100
ENSGALG00000041568	287	251	272	262
ENSGALG00000029691	896	566	1091	670
ENSGALG00000039254	2	0	2	0
ENSGALG00000051187	1118	989	951	547
ENSGALG00000011840	689	412	627	180
ENSGALG00000035734	351	257	374	188
ENSGALG00000002085	822	743	696	461
ENSGALG00000010481	1398	595	1266	505
ENSGALG00000007996	3321	1659	2844	1287
ENSGALG00000051993	529	361	521	178
ENSGALG00000007171	150	29	134	36
ENSGALG00000052825	561	377	548	309
ENSGALG00000040097	759	341	760	231
ENSGALG00000008272	5328	3359	4124	1594
ENSGALG00000022815	1091	118	1322	21
ENSGALG00000021031	34	29	38	19
ENSGALG00000055058	23	8	12	10
ENSGALG00000017015	989	441	1073	457
ENSGALG00000033816	442	175	398	217
ENSGALG00000008058	406	260	203	133
ENSGALG00000053000	227	164	166	77
ENSGALG00000003986	614	452	585	390
ENSGALG00000034009	1118	719	1052	548
ENSGALG00000051946	516	207	517	224
ENSGALG00000025886	240	166	278	73
ENSGALG00000007840	174	150	155	181
ENSGALG00000037219	73	26	49	26
ENSGALG00000029789	1304	900	1231	589
ENSGALG00000044841	904	999	1129	604
ENSGALG00000050948	1904	1346	1984	1160
ENSGALG00000051417	91	54	58	22
ENSGALG00000015091	149	82	191	62
ENSGALG00000016241	11488	6891	10062	4499
ENSGALG00000031560	615	331	261	266
ENSGALG00000006118	864	797	879	719
ENSGALG00000012522	16	10	13	5
ENSGALG00000016514	761	576	742	473
ENSGALG00000031243	930	481	933	596
ENSGALG00000017211	490	320	555	267
ENSGALG00000005034	3073	2223	2596	1514
ENSGALG00000012987	49	29	51	35
ENSGALG00000014673	301	243	224	92
ENSGALG00000034747	2539	1874	2485	1350
ENSGALG00000021365	663	518	730	445
ENSGALG00000049504	45	20	37	9
ENSGALG00000006633	96	22	87	44
ENSGALG00000003778	332	222	302	141
ENSGALG00000000419	889	713	957	646
ENSGALG00000051564	100	52	105	71
ENSGALG00000005290	262	188	229	109
ENSGALG00000016449	42	20	54	14
ENSGALG00000013858	150	107	160	85
ENSGALG00000005878	673	488	672	407
ENSGALG00000023691	521	327	509	375
ENSGALG00000055075	700	944	540	295
ENSGALG00000033203	587	469	299	105
ENSGALG00000050404	6	9	1	2
ENSGALG00000004853	1341	971	1008	648
ENSGALG00000053046	16	16	21	8
ENSGALG00000012050	3625	3336	2702	1707
ENSGALG00000029999	374	344	370	205
ENSGALG00000016684	49	17	37	24
ENSGALG00000011677	125	103	129	79
ENSGALG00000012218	47	27	33	24
ENSGALG00000051752	38	13	28	16
ENSGALG00000012813	2167	1452	1919	868
ENSGALG00000007097	154	95	84	59
ENSGALG00000006344	331	264	167	90
ENSGALG00000005976	307	201	285	215
ENSGALG00000034575	2048	1107	1910	752
ENSGALG00000003439	6520	5728	5062	3472
ENSGALG00000023435	7	2	6	2
ENSGALG00000039146	85	28	80	15
ENSGALG00000002765	1635	1144	1279	816
ENSGALG00000041216	451	368	407	284
ENSGALG00000012464	166	100	121	68
ENSGALG00000045898	29	17	34	9
ENSGALG00000050833	13	22	9	1
ENSGALG00000008291	703	349	536	248
ENSGALG00000037957	5	2	8	4
ENSGALG00000026884	2092	1420	4343	2597
ENSGALG00000001803	1521	1338	1519	854
ENSGALG00000053871	151	244	222	142
ENSGALG00000023451	948	360	883	414
ENSGALG00000036738	798	546	544	327
ENSGALG00000038032	328	132	564	160
ENSGALG00000047469	11	7	15	7
ENSGALG00000012059	2148	1896	2370	1338
ENSGALG00000053916	5	12	8	4
ENSGALG00000015362	495	411	495	146
ENSGALG00000008021	2250	999	1845	659
ENSGALG00000051431	5718	4806	5941	2777
ENSGALG00000052918	1644	1406	1246	380
ENSGALG00000041263	7	8	3	0
ENSGALG00000010433	1510	1366	699	439
ENSGALG00000000920	33	31	37	23
ENSGALG00000049774	206	145	215	135
ENSGALG00000030120	12735	8884	12865	9416
ENSGALG00000004767	681	411	704	383
ENSGALG00000015442	82	62	50	34
ENSGALG00000051260	991	495	1017	608
ENSGALG00000016547	218	184	218	117
ENSGALG00000012739	2111	1767	1583	898
ENSGALG00000015170	2364	2285	1895	818
ENSGALG00000049414	12	1	3	1
ENSGALG00000003203	10	3	34	47
ENSGALG00000044935	7	6	15	11
ENSGALG00000040696	1447	880	1383	820
ENSGALG00000005682	54	31	57	32
ENSGALG00000029268	1220	1043	1306	865
ENSGALG00000005626	914	630	681	414
ENSGALG00000035287	101	51	68	41
ENSGALG00000001109	19	20	23	16
ENSGALG00000042478	4103	2931	4765	3224
ENSGALG00000051375	5	0	4	3
ENSGALG00000005673	176	59	237	69
ENSGALG00000046713	6	1	3	1
ENSGALG00000028626	73	25	74	67
ENSGALG00000011335	159	141	141	109
ENSGALG00000007008	272	193	250	119
ENSGALG00000028940	554	280	576	324
ENSGALG00000006069	81	26	74	58
ENSGALG00000012414	352	130	353	161
ENSGALG00000052208	4	5	0	0
ENSGALG00000051612	416	261	462	327
ENSGALG00000015349	315	128	370	156
ENSGALG00000014668	122	119	125	49
ENSGALG00000003990	154	92	101	53
ENSGALG00000048081	4	5	9	5
ENSGALG00000052114	905	569	713	583
ENSGALG00000012705	1697	1929	1388	684
ENSGALG00000006011	637	403	548	245
ENSGALG00000008201	583	667	476	313
ENSGALG00000049654	5	3	7	2
