	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_24h	chicken_d_lps_24h
ENSGALG00000035580	91	35	45	64
ENSGALG00000014184	391	162	347	208
ENSGALG00000006670	1652	1701	502	251
ENSGALG00000002495	4695	2409	6550	5370
ENSGALG00000041752	76	12	213	136
ENSGALG00000026677	3102	2920	1538	735
ENSGALG00000004871	9592	8333	8694	6218
ENSGALG00000052646	224	131	285	340
ENSGALG00000040817	214	96	223	167
ENSGALG00000006658	69	20	281	223
ENSGALG00000040663	737	532	413	320
ENSGALG00000010312	0	2	1	10
ENSGALG00000034453	56	38	38	25
ENSGALG00000041512	475	296	432	263
ENSGALG00000011744	2851	4518	811	547
ENSGALG00000052140	64	43	25	15
ENSGALG00000002285	581	543	455	387
ENSGALG00000039999	12	10	12	8
ENSGALG00000002469	983	512	790	506
ENSGALG00000050281	3	3	1	0
ENSGALG00000052476	8	4	7	4
ENSGALG00000012187	682	389	359	439
ENSGALG00000053328	0	2	3	0
ENSGALG00000006020	1470	981	1452	904
ENSGALG00000013400	2066	1453	2903	1959
ENSGALG00000004581	582	440	285	294
ENSGALG00000015978	476	375	327	250
ENSGALG00000031794	3166	2050	3972	3024
ENSGALG00000034910	439	234	234	130
ENSGALG00000029970	3414	2950	2402	1724
ENSGALG00000010131	841	448	520	417
ENSGALG00000015267	102	56	89	53
ENSGALG00000014682	3985	2398	4217	2338
ENSGALG00000006430	522	430	435	283
ENSGALG00000002853	780	613	934	605
ENSGALG00000016236	7337	5275	4885	5233
ENSGALG00000012763	4905	2471	5865	3928
ENSGALG00000050374	2702	2103	2481	2075
ENSGALG00000038330	72	32	109	111
ENSGALG00000003732	5748	4141	3546	2039
ENSGALG00000035761	0	2	4	1
ENSGALG00000012529	3021	2231	2785	1951
ENSGALG00000052634	14	10	5	3
ENSGALG00000001545	91	53	67	25
ENSGALG00000049520	9	4	4	11
ENSGALG00000005011	33	14	62	50
ENSGALG00000011534	2943	2828	1200	792
ENSGALG00000015977	116	80	100	143
ENSGALG00000047797	54	40	42	36
ENSGALG00000014980	4	4	4	7
ENSGALG00000050687	8	0	9	7
ENSGALG00000045780	18	10	6	9
ENSGALG00000007528	2333	1586	1916	1345
ENSGALG00000035903	2252	919	1723	1548
ENSGALG00000040428	1180	856	761	733
ENSGALG00000043768	25538	18883	28723	25813
ENSGALG00000043828	6646	4102	7528	7999
ENSGALG00000008164	5	2	1	0
ENSGALG00000048109	103	78	131	24
ENSGALG00000035065	0	2	1	2
ENSGALG00000040703	4065	3176	2902	1715
ENSGALG00000049138	927	522	1052	737
ENSGALG00000001901	2383	1778	2158	949
ENSGALG00000049204	713	232	602	344
ENSGALG00000040794	23	20	102	74
ENSGALG00000009873	665	609	507	397
ENSGALG00000042739	3683	2266	4314	3670
ENSGALG00000014124	1973	1454	1788	629
ENSGALG00000037716	3748	3039	4554	3174
ENSGALG00000006958	2	2	1	3
ENSGALG00000009433	796	1568	412	422
ENSGALG00000013537	17587	13124	17968	10593
ENSGALG00000011515	1369	784	1161	822
ENSGALG00000011548	647	565	443	370
ENSGALG00000017304	547	426	201	210
ENSGALG00000046721	11	0	1	12
ENSGALG00000043654	6167	1504	3336	1791
ENSGALG00000012618	186	89	194	125
ENSGALG00000015864	3364	3076	1479	1040
ENSGALG00000012214	949	529	849	696
ENSGALG00000014582	1012	648	587	630
ENSGALG00000007282	35	18	9	8
ENSGALG00000010285	448	345	472	375
ENSGALG00000043725	3831	2581	4492	3521
ENSGALG00000034044	767	371	507	446
ENSGALG00000002960	12	5	7	11
ENSGALG00000014378	309	177	363	341
ENSGALG00000024486	2	3	0	0
ENSGALG00000002341	2600	1169	2553	1906
ENSGALG00000001954	217	200	253	246
ENSGALG00000000577	1909	1384	1678	1248
ENSGALG00000044464	589	429	343	316
ENSGALG00000007467	108	70	125	135
ENSGALG00000015009	350	205	290	246
ENSGALG00000026253	421	100	550	503
ENSGALG00000002315	626	407	641	591
ENSGALG00000000217	10	20	4	9
ENSGALG00000001717	1299	780	1394	897
ENSGALG00000009475	1866	1158	1596	887
ENSGALG00000053631	18	24	29	13
ENSGALG00000027920	43	7	48	36
ENSGALG00000052233	67	68	38	35
ENSGALG00000010282	1291	965	692	469
ENSGALG00000001470	706	392	537	423
ENSGALG00000008574	1318	896	1253	852
ENSGALG00000048698	349	237	338	214
ENSGALG00000032614	10	1	4	1
ENSGALG00000033099	4351	2849	3602	2703
ENSGALG00000000611	1630	1393	1101	914
ENSGALG00000004174	3105	1914	2726	2113
ENSGALG00000000997	15	7	15	14
ENSGALG00000010806	3047	2306	2867	2034
ENSGALG00000014672	358	189	330	239
ENSGALG00000054624	16	13	34	41
ENSGALG00000001938	1714	760	2198	846
ENSGALG00000013452	2064	1219	2528	1706
ENSGALG00000047215	79	52	66	41
ENSGALG00000017012	41	30	17	7
ENSGALG00000030406	4181	3989	2789	2436
ENSGALG00000008494	1055	482	668	664
ENSGALG00000023757	361	182	376	317
ENSGALG00000016543	2	1	1	6
ENSGALG00000001314	1850	1763	666	265
ENSGALG00000008233	39	15	497	489
ENSGALG00000017026	441	247	369	307
ENSGALG00000050375	510	295	571	453
ENSGALG00000027630	216	142	188	166
ENSGALG00000045163	180	126	180	167
ENSGALG00000031122	7	3	4	2
ENSGALG00000052494	751	481	205	193
ENSGALG00000009476	4810	2263	3713	1831
ENSGALG00000051133	153	113	92	58
ENSGALG00000004747	309	242	128	127
ENSGALG00000004204	776	378	736	568
ENSGALG00000029632	665	380	902	848
ENSGALG00000053574	5	0	0	5
ENSGALG00000023953	14	12	39	11
ENSGALG00000005776	9	4	3	5
ENSGALG00000016607	11	14	8	3
ENSGALG00000012254	7	2	3	12
ENSGALG00000008149	2842	2073	2520	1730
ENSGALG00000027483	1878	1632	2861	2234
ENSGALG00000049711	42	49	29	12
ENSGALG00000030457	265	177	354	213
ENSGALG00000037375	1643	957	1267	1005
ENSGALG00000037839	1088	724	1024	735
ENSGALG00000008370	268	208	137	120
ENSGALG00000031131	1096	710	764	638
ENSGALG00000027871	126	93	221	117
ENSGALG00000027768	658	572	424	368
ENSGALG00000002848	1	3	0	2
ENSGALG00000039572	1	3	2	3
ENSGALG00000011409	320	235	482	386
ENSGALG00000020688	38	54	62	52
ENSGALG00000030808	229	199	297	216
ENSGALG00000011914	80	54	197	184
ENSGALG00000020438	138	62	180	147
ENSGALG00000016232	12163	9379	10408	7068
ENSGALG00000036873	832	517	640	785
ENSGALG00000003067	814	481	936	671
ENSGALG00000000817	430	341	335	203
ENSGALG00000000764	2566	1656	2262	2339
ENSGALG00000002683	727	652	791	793
ENSGALG00000016758	152	82	134	115
ENSGALG00000020884	45	24	12	39
ENSGALG00000041179	119	59	39	37
ENSGALG00000012934	11	5	3	0
ENSGALG00000052043	4	2	0	2
ENSGALG00000011893	2620	1179	1782	2179
ENSGALG00000031720	2	0	3	3
ENSGALG00000003297	1755	1276	1615	1441
ENSGALG00000011320	8	8	9	8
ENSGALG00000025811	239	88	289	277
ENSGALG00000036547	2201	1149	1474	1413
ENSGALG00000003883	2309	1262	1750	1039
ENSGALG00000006598	1223	863	842	649
ENSGALG00000007864	2	0	5	2
ENSGALG00000043623	2	1	12	0
ENSGALG00000000264	929	1064	381	281
ENSGALG00000012244	1011	830	1018	712
ENSGALG00000002276	90	66	79	55
ENSGALG00000053073	63	27	82	130
ENSGALG00000038145	3137	1971	3971	4940
ENSGALG00000010618	403	261	372	225
ENSGALG00000008085	4	1	4	2
ENSGALG00000016862	187	102	210	175
ENSGALG00000003681	2185	1772	2040	1556
ENSGALG00000029747	513	444	247	178
ENSGALG00000046776	554	460	421	284
ENSGALG00000005181	5891	3851	4623	4294
ENSGALG00000005961	40	2	315	259
ENSGALG00000017111	542	259	521	348
ENSGALG00000035533	2242	1528	2114	1548
ENSGALG00000031922	453	168	309	166
ENSGALG00000016579	1455	740	1089	934
ENSGALG00000001475	862	594	1500	877
ENSGALG00000049285	856	312	611	383
ENSGALG00000012237	246	138	377	343
ENSGALG00000008393	18	6	10	9
ENSGALG00000002249	1314	874	898	618
ENSGALG00000041989	751	364	496	348
ENSGALG00000004659	1345	1202	554	496
ENSGALG00000054874	47	7	24	12
ENSGALG00000037735	3	1	46	34
ENSGALG00000029017	716	431	923	370
ENSGALG00000011325	787	562	894	685
ENSGALG00000051040	293	138	286	245
ENSGALG00000007298	1030	719	825	674
ENSGALG00000049427	5	0	7	5
ENSGALG00000013951	367	193	274	189
ENSGALG00000043618	6024	4062	1194	3011
ENSGALG00000030780	1543	829	1411	679
ENSGALG00000029823	9	6	13	4
ENSGALG00000014901	549	384	330	370
ENSGALG00000017042	1757	419	1652	743
ENSGALG00000023468	108	61	72	47
ENSGALG00000042936	1	1	6	3
ENSGALG00000001572	486	290	546	455
ENSGALG00000029000	384	257	320	285
ENSGALG00000002908	10	1	192	176
ENSGALG00000040532	7	4	1	0
ENSGALG00000006326	1088	920	1743	1416
ENSGALG00000002762	1094	832	547	885
ENSGALG00000006418	3869	2430	2679	1614
ENSGALG00000011312	134	55	111	99
ENSGALG00000009252	1092	817	621	643
ENSGALG00000034507	335	115	171	70
ENSGALG00000033597	0	1	5	7
ENSGALG00000005617	169	120	139	69
ENSGALG00000044805	267	135	202	167
ENSGALG00000005509	84	29	66	81
ENSGALG00000000632	43	27	163	117
ENSGALG00000014878	1193	613	570	302
ENSGALG00000039411	37	21	33	26
ENSGALG00000009293	107	45	209	105
ENSGALG00000021353	5	0	45	24
ENSGALG00000012446	24	3	9	2
ENSGALG00000016017	495	193	165	74
ENSGALG00000010237	29559	19142	39077	38044
ENSGALG00000053244	141	78	96	32
ENSGALG00000005796	3435	1932	2899	2116
ENSGALG00000015483	3897	3243	2195	1486
ENSGALG00000053583	983	580	751	531
ENSGALG00000002172	1496	936	797	661
ENSGALG00000029820	995	815	1070	1415
ENSGALG00000005703	948	513	1087	741
ENSGALG00000052917	9	1	2	1
ENSGALG00000012350	1513	1041	1305	1759
ENSGALG00000017307	561	276	449	340
ENSGALG00000010238	3056	1545	2901	1765
ENSGALG00000017032	94	48	129	120
ENSGALG00000039942	4850	2472	3311	1953
ENSGALG00000010680	134	70	96	97
ENSGALG00000046789	5	2	0	1
ENSGALG00000030550	1777	1004	995	682
ENSGALG00000005077	2	2	4	3
ENSGALG00000009545	613	348	649	400
ENSGALG00000012009	306	171	369	281
ENSGALG00000005601	185	61	51	37
ENSGALG00000020656	1	2	3	3
ENSGALG00000017162	344	219	227	179
ENSGALG00000010678	942	398	648	308
ENSGALG00000046032	1328	711	3509	2800
ENSGALG00000032052	6	14	4	6
ENSGALG00000013637	492	234	640	318
ENSGALG00000040388	263	95	219	201
ENSGALG00000000253	587	262	579	366
ENSGALG00000043327	52	26	40	27
ENSGALG00000009704	149	54	70	29
ENSGALG00000012166	582	319	637	297
ENSGALG00000006505	1718	991	1156	985
ENSGALG00000039072	945	682	963	555
ENSGALG00000027991	279	176	205	163
ENSGALG00000036556	4232	3844	1903	1593
ENSGALG00000006434	223	106	210	154
ENSGALG00000015111	224	127	124	159
ENSGALG00000004542	1053	622	447	358
ENSGALG00000012348	712	341	1326	1037
ENSGALG00000009297	289	233	233	202
ENSGALG00000015256	675	232	1198	914
ENSGALG00000028900	247	167	427	454
ENSGALG00000001644	2485	2134	1493	1275
ENSGALG00000005540	500	350	289	94
ENSGALG00000037618	2467	1443	2126	1835
ENSGALG00000010783	977	431	901	771
ENSGALG00000008786	606	552	161	131
ENSGALG00000014570	1330	842	1273	1031
ENSGALG00000050864	7	3	19	3
ENSGALG00000034107	10	6	5	17
ENSGALG00000008320	2857	2378	2284	1886
ENSGALG00000039190	252	227	289	186
ENSGALG00000009802	572	381	440	427
ENSGALG00000036754	389	240	306	247
ENSGALG00000011493	58	24	41	27
ENSGALG00000034288	54	28	217	163
ENSGALG00000035016	2523	1876	3305	962
ENSGALG00000012139	531	222	386	233
ENSGALG00000014152	1492	1110	991	672
ENSGALG00000004763	3029	2152	2903	3042
ENSGALG00000046652	3	2	1	3
ENSGALG00000012147	677	515	612	430
ENSGALG00000014371	926	528	1086	791
ENSGALG00000034232	30	12	68	50
ENSGALG00000008812	3897	3077	4135	2983
ENSGALG00000003438	56	18	363	310
ENSGALG00000000241	718	349	772	352
ENSGALG00000030432	10605	7533	9730	4016
ENSGALG00000030904	27282	16745	21848	15975
ENSGALG00000023120	322	238	477	434
ENSGALG00000042320	545	324	485	417
ENSGALG00000034475	3581	2725	3179	2067
ENSGALG00000008660	206	179	241	52
ENSGALG00000052586	19	8	12	7
ENSGALG00000016852	662	403	272	95
ENSGALG00000002219	2079	1596	1883	1316
ENSGALG00000055006	508	255	375	223
ENSGALG00000010745	442	306	720	551
ENSGALG00000003733	1	2	2	0
ENSGALG00000004736	1467	735	1702	1856
ENSGALG00000008691	1091	497	1232	1078
ENSGALG00000035773	407	275	375	336
ENSGALG00000042976	3001	2713	2246	1793
ENSGALG00000035696	1553	827	1271	875
ENSGALG00000013602	881	547	753	603
ENSGALG00000015712	45	5	125	84
ENSGALG00000040541	531	306	582	283
ENSGALG00000001513	1901	967	1196	893
ENSGALG00000033867	222	233	259	325
ENSGALG00000016799	2480	2357	1162	690
ENSGALG00000038260	85	43	100	90
ENSGALG00000004493	1720	1355	1274	963
ENSGALG00000042651	1272	696	858	516
ENSGALG00000046616	51	32	25	10
ENSGALG00000010211	495	362	358	434
ENSGALG00000052397	48	32	26	19
ENSGALG00000043727	2792	3856	652	240
ENSGALG00000001502	624	554	589	444
ENSGALG00000011695	1667	730	1018	709
ENSGALG00000001642	447	262	569	549
ENSGALG00000021676	2586	1522	2690	2864
ENSGALG00000035007	30	4	300	729
ENSGALG00000037177	452	317	456	504
ENSGALG00000011117	10	2	0	0
ENSGALG00000032142	175247	123320	200725	199486
ENSGALG00000051765	4659	2444	5615	2929
ENSGALG00000027440	147	41	142	129
ENSGALG00000026332	49	31	42	20
ENSGALG00000008653	3373	3418	1053	1000
ENSGALG00000003107	3030	2367	2610	2697
ENSGALG00000054809	192	132	128	49
ENSGALG00000054287	11	3	4	3
ENSGALG00000033759	414	343	329	261
ENSGALG00000010899	29	13	20	50
ENSGALG00000034421	563	474	396	282
ENSGALG00000052242	55	36	42	28
ENSGALG00000011395	3118	1750	2955	2465
ENSGALG00000033696	4	1	11	2
ENSGALG00000007119	285	151	241	231
ENSGALG00000049846	24	17	80	35
ENSGALG00000048862	13	0	13	4
ENSGALG00000011718	550	313	368	220
ENSGALG00000007216	36	18	48	45
ENSGALG00000023847	13	15	7	8
ENSGALG00000050226	52	41	20	14
ENSGALG00000004444	17	17	116	109
ENSGALG00000032640	323	182	167	185
ENSGALG00000015306	1146	501	1051	1084
ENSGALG00000009044	1927	1309	2183	1655
ENSGALG00000011375	405	307	320	237
ENSGALG00000049669	28	22	11	9
ENSGALG00000015910	37	35	35	5
ENSGALG00000017103	195	134	136	202
ENSGALG00000045960	208	55	116	65
ENSGALG00000015580	939	365	781	513
ENSGALG00000049153	198	97	161	136
ENSGALG00000037995	1891	1272	1667	1289
ENSGALG00000004676	109	54	80	69
ENSGALG00000048042	888	468	671	427
ENSGALG00000035935	12	33	1	2
ENSGALG00000011084	23	27	29	28
ENSGALG00000043393	2	3	0	0
ENSGALG00000015906	1140	954	1433	1168
ENSGALG00000006995	36	24	17	11
ENSGALG00000023866	17	5	10	0
ENSGALG00000012695	824	545	765	536
ENSGALG00000009732	455	482	135	211
ENSGALG00000026422	1114	581	1078	1036
ENSGALG00000029203	14	1	11	8
ENSGALG00000039061	485	406	602	555
ENSGALG00000014811	1828	1255	1143	882
ENSGALG00000006639	3	1	226	131
ENSGALG00000005904	4612	1573	4014	2293
ENSGALG00000044404	31	17	103	104
ENSGALG00000008585	1729	1135	1683	1373
ENSGALG00000012355	2261	1434	2310	2434
ENSGALG00000006982	1150	726	995	606
ENSGALG00000004379	15	16	12	5
ENSGALG00000042423	126	85	109	69
ENSGALG00000050180	85	71	32	21
ENSGALG00000016022	1286	1156	645	435
ENSGALG00000044449	9	11	14	6
ENSGALG00000023881	5	2	9	1
ENSGALG00000011174	2181	1492	2391	1691
ENSGALG00000038585	376	278	439	395
ENSGALG00000008168	53	31	22	15
ENSGALG00000030363	7423	4418	4891	4638
ENSGALG00000005303	13	18	6	8
ENSGALG00000014412	54265	41256	106637	34741
ENSGALG00000033170	292	248	343	330
ENSGALG00000005893	120	83	99	82
ENSGALG00000039878	1629	1074	1444	986
ENSGALG00000007128	10981	7778	4430	3530
ENSGALG00000012338	644	381	644	761
ENSGALG00000010653	96	47	41	55
ENSGALG00000014690	79	34	127	53
ENSGALG00000010335	67	38	42	34
ENSGALG00000031553	70	19	256	257
ENSGALG00000038629	3	2	2	2
ENSGALG00000013822	5	3	3	0
ENSGALG00000014930	231	288	57	33
ENSGALG00000043363	93	62	111	90
ENSGALG00000015226	123	49	226	127
ENSGALG00000009451	1051	667	1000	853
ENSGALG00000016702	36	16	15	14
ENSGALG00000017611	756	528	833	667
ENSGALG00000050887	19	24	9	4
ENSGALG00000008357	539	263	368	440
ENSGALG00000007649	263	143	330	271
ENSGALG00000005763	8	1	23	3
ENSGALG00000046223	49	25	15	12
ENSGALG00000045085	3685	1785	1089	732
ENSGALG00000037299	131	52	147	84
ENSGALG00000007435	2327	1081	2109	1488
ENSGALG00000033695	6	4	0	0
ENSGALG00000040247	1099	1191	885	595
ENSGALG00000003882	2134	1552	2006	1565
ENSGALG00000037904	1035	524	1015	746
ENSGALG00000019384	185	62	176	85
ENSGALG00000009653	208	69	123	135
ENSGALG00000019663	89	139	174	119
ENSGALG00000028018	8	0	6	6
ENSGALG00000045705	73	53	56	41
ENSGALG00000032799	175	118	168	135
ENSGALG00000050351	86	68	45	22
ENSGALG00000033603	51	29	55	58
ENSGALG00000035228	0	2	2	0
ENSGALG00000000442	60	50	26	12
ENSGALG00000033515	930	581	641	580
ENSGALG00000014759	4	6	7	16
ENSGALG00000009157	13	0	342	248
ENSGALG00000032287	3097	1289	2751	1853
ENSGALG00000031167	212	190	105	113
ENSGALG00000021220	43	32	32	35
ENSGALG00000039336	15	10	9	2
ENSGALG00000039186	195	124	177	133
ENSGALG00000002160	70035	49724	54916	37250
ENSGALG00000039541	426	294	420	320
ENSGALG00000054877	77	52	43	23
ENSGALG00000015037	4	1	2	6
ENSGALG00000003594	20	13	2	62
ENSGALG00000016727	291	218	235	229
ENSGALG00000002450	705	507	565	507
ENSGALG00000007643	612	400	416	373
ENSGALG00000037457	11	1	15	20
ENSGALG00000054512	679	372	772	560
ENSGALG00000037214	49	35	41	45
ENSGALG00000003272	850	429	957	848
ENSGALG00000029140	14	15	4	4
ENSGALG00000029500	59332	37009	75870	64711
ENSGALG00000001103	2580	1885	3723	2816
ENSGALG00000004476	7	1	12	6
ENSGALG00000012808	115	58	173	97
ENSGALG00000015649	885	548	912	699
ENSGALG00000026600	1041	1255	566	289
ENSGALG00000039839	173	109	182	150
ENSGALG00000012380	307	130	237	172
ENSGALG00000030068	663	642	694	403
ENSGALG00000035013	661	342	550	490
ENSGALG00000004343	246	175	317	128
ENSGALG00000048223	7	4	5	3
ENSGALG00000020716	18	21	12	19
ENSGALG00000007240	98	181	27	112
ENSGALG00000003058	11	14	9	4
ENSGALG00000002490	2683	2006	3179	2618
ENSGALG00000028543	195	107	226	134
ENSGALG00000014464	584	346	439	589
ENSGALG00000004631	106	73	434	326
ENSGALG00000016686	1102	830	811	737
ENSGALG00000026605	10	12	31	17
ENSGALG00000048542	428	241	349	312
ENSGALG00000041949	98	55	103	90
ENSGALG00000050845	224	86	196	111
ENSGALG00000028357	97	28	71	168
ENSGALG00000010030	1259	811	1211	901
ENSGALG00000004191	1579	1157	1267	1179
ENSGALG00000042008	3052	1892	3164	2530
ENSGALG00000052682	70	51	36	43
ENSGALG00000054245	4	0	3	1
ENSGALG00000008704	99	45	85	25
ENSGALG00000007709	3217	2434	2318	1685
ENSGALG00000020590	1684	1289	1399	1061
ENSGALG00000049003	18	1	22	14
ENSGALG00000051677	885	893	344	268
ENSGALG00000013568	776	919	165	52
ENSGALG00000032993	1625	1056	1745	1091
ENSGALG00000031404	615	272	429	372
ENSGALG00000051286	6	11	6	12
ENSGALG00000002595	4693	3837	4977	3741
ENSGALG00000003641	2929	2861	1357	1219
ENSGALG00000037030	339	255	173	152
ENSGALG00000026490	6227	5219	4918	3155
ENSGALG00000002515	2	4	1	1
ENSGALG00000016581	156	52	131	142
ENSGALG00000000991	612	393	626	415
ENSGALG00000002581	1299	1181	816	594
ENSGALG00000015635	885	572	481	453
ENSGALG00000014337	74	55	53	35
ENSGALG00000029247	1003	893	752	640
ENSGALG00000026271	394	281	286	221
ENSGALG00000023682	639	326	521	426
ENSGALG00000004004	576	209	533	432
ENSGALG00000019961	53	31	30	66
ENSGALG00000035058	1	0	2	2
ENSGALG00000007809	84	71	64	41
ENSGALG00000009421	4600	4026	2317	2188
ENSGALG00000054173	191	66	145	102
ENSGALG00000051313	0	3	3	1
ENSGALG00000032496	342	302	319	311
ENSGALG00000012178	2146	2115	1996	861
ENSGALG00000007510	335	141	378	282
ENSGALG00000041362	2378	1745	1712	1488
ENSGALG00000028298	3	2	12	12
ENSGALG00000003321	764	497	566	414
ENSGALG00000043103	123	86	93	83
ENSGALG00000037860	187	197	143	90
ENSGALG00000036731	752	628	777	363
ENSGALG00000030542	6	2	0	3
ENSGALG00000003727	104	75	180	144
ENSGALG00000004875	931	630	860	765
ENSGALG00000054775	5	5	4	0
ENSGALG00000015326	6650	3848	6099	6910
ENSGALG00000048179	6	3	2	0
ENSGALG00000008757	80	46	257	32
ENSGALG00000009466	937	636	819	680
ENSGALG00000043576	1754	2177	1201	589
ENSGALG00000035596	357	255	474	545
ENSGALG00000001377	926	745	623	446
ENSGALG00000030379	215	129	160	121
ENSGALG00000008866	26	13	19	21
ENSGALG00000019003	19	10	25	8
ENSGALG00000016628	3	4	0	0
ENSGALG00000008428	6	22	1	0
ENSGALG00000053274	909	604	866	548
ENSGALG00000032780	599	661	448	284
ENSGALG00000038551	280	189	209	130
ENSGALG00000002489	449	249	357	312
ENSGALG00000014977	1742	1666	1605	1159
ENSGALG00000029383	795	475	745	574
ENSGALG00000031430	4117	3670	1381	477
ENSGALG00000028967	355	183	277	254
ENSGALG00000032840	278	234	180	133
ENSGALG00000014324	8205	5369	8925	4513
ENSGALG00000003293	1196	732	993	965
ENSGALG00000028204	4319	3338	10052	5258
ENSGALG00000041420	66	34	69	66
ENSGALG00000032862	412	108	672	222
ENSGALG00000053408	5	4	0	0
ENSGALG00000003392	4628	3449	3202	2197
ENSGALG00000041939	412	351	393	254
ENSGALG00000001533	8	0	6	4
ENSGALG00000048539	770	312	1182	256
ENSGALG00000006912	146	97	63	66
ENSGALG00000003972	78	63	84	42
ENSGALG00000009510	92	31	47	54
ENSGALG00000041470	45	33	21	14
ENSGALG00000039288	7182	6457	4494	4171
ENSGALG00000004103	54	27	31	12
ENSGALG00000010402	9	5	37	6
ENSGALG00000000643	219	215	116	95
ENSGALG00000050009	88	85	46	46
ENSGALG00000014664	37	31	19	14
ENSGALG00000016427	2431	1866	1778	1322
ENSGALG00000008795	75	55	95	32
ENSGALG00000005094	760	546	362	134
ENSGALG00000036356	591	419	386	334
ENSGALG00000028141	207	130	207	240
ENSGALG00000040113	36	17	17	13
ENSGALG00000035817	920	666	839	610
ENSGALG00000007489	284	111	133	187
ENSGALG00000006872	712	559	816	484
ENSGALG00000009942	1240	1233	660	421
ENSGALG00000011058	23	17	5	4
ENSGALG00000011289	5	2	8	9
ENSGALG00000039037	417	337	415	303
ENSGALG00000031160	634	416	671	477
ENSGALG00000039563	1897	2218	1213	1077
ENSGALG00000011139	9	2	5	1
ENSGALG00000001802	1142	811	1104	842
ENSGALG00000013090	5	1	4	0
ENSGALG00000010541	3651	2330	1585	1609
ENSGALG00000010580	697	448	570	292
ENSGALG00000003548	810	530	1688	602
ENSGALG00000015052	434	454	454	401
ENSGALG00000007912	17	27	11	15
ENSGALG00000003183	1195	979	818	435
ENSGALG00000054550	22	12	14	6
ENSGALG00000039403	9	0	8	51
ENSGALG00000047461	529	378	215	87
ENSGALG00000031343	1529	1351	708	506
ENSGALG00000006080	85	98	40	37
ENSGALG00000037807	905	668	984	601
ENSGALG00000035537	328	188	344	194
ENSGALG00000032659	432	223	462	314
ENSGALG00000002866	984	1120	621	472
ENSGALG00000037777	0	2	6	9
ENSGALG00000003950	1308	698	1099	638
ENSGALG00000008115	443	367	285	269
ENSGALG00000009519	20	14	71	26
ENSGALG00000041323	8	0	44	29
ENSGALG00000055104	7	0	2	1
ENSGALG00000028041	6	2	1	0
ENSGALG00000008618	1410	1272	1224	593
ENSGALG00000000474	2894	2161	2834	2038
ENSGALG00000035718	2567	1827	1397	1067
ENSGALG00000043035	219	225	162	149
ENSGALG00000036441	5566	3174	3274	3080
ENSGALG00000008651	831	430	813	960
ENSGALG00000031094	9	13	21	12
ENSGALG00000011811	20	8	23	11
ENSGALG00000026516	224	151	227	182
ENSGALG00000000150	7510	6132	6701	4647
ENSGALG00000033791	54	43	56	29
ENSGALG00000015012	559	264	630	418
ENSGALG00000002431	1	10	0	3
ENSGALG00000014652	3790	3971	1950	1219
ENSGALG00000005499	3	1	2	0
ENSGALG00000004170	284	166	142	139
ENSGALG00000000999	181	101	155	93
ENSGALG00000037675	2	0	2	2
ENSGALG00000046947	2	1	7	0
ENSGALG00000052538	245	89	246	164
ENSGALG00000010535	782	411	741	149
ENSGALG00000044433	367	294	450	362
ENSGALG00000039532	1319	1020	1001	718
ENSGALG00000052399	466	184	490	309
ENSGALG00000001862	4	4	1	9
ENSGALG00000002033	1130	674	1320	1133
ENSGALG00000052064	165	116	166	150
ENSGALG00000032832	1875	1226	1564	1292
ENSGALG00000049728	2	3	3	0
ENSGALG00000040869	15	21	12	4
ENSGALG00000048320	1240	1057	1634	1646
ENSGALG00000027963	1285	894	1620	1523
ENSGALG00000001943	1478	1032	1147	906
ENSGALG00000046085	29	11	20	7
ENSGALG00000051056	522	227	471	266
ENSGALG00000046226	704	588	806	626
ENSGALG00000016304	272	303	158	94
ENSGALG00000039606	1410	751	1535	1231
ENSGALG00000032041	238	70	407	69
ENSGALG00000047909	53	15	48	15
ENSGALG00000043213	25	9	10	6
ENSGALG00000037869	41	61	37	29
ENSGALG00000005460	26	9	65	48
ENSGALG00000031388	1480	849	1478	970
ENSGALG00000020449	115	73	162	109
ENSGALG00000005537	51	19	16	17
ENSGALG00000038290	9369	5206	9568	8181
ENSGALG00000027262	3825	1714	3887	2087
ENSGALG00000007123	533	229	1575	806
ENSGALG00000005337	2716	1558	2523	2014
ENSGALG00000009633	518	219	503	283
ENSGALG00000031186	31	21	20	28
ENSGALG00000006179	10645	8507	8594	5753
ENSGALG00000001547	3782	2053	3630	2800
ENSGALG00000009593	1626	881	1394	1206
ENSGALG00000001320	6	16	35	37
ENSGALG00000030436	5270	4596	6036	5473
ENSGALG00000020775	206	121	137	146
ENSGALG00000015110	28	15	25	25
ENSGALG00000032903	2064	1009	3274	1079
ENSGALG00000015645	1163	720	799	541
ENSGALG00000034003	1619	1324	1061	733
ENSGALG00000009788	198	123	317	204
ENSGALG00000030055	4540	5963	1914	1120
ENSGALG00000000731	338	75	597	276
ENSGALG00000007330	3416	3665	4513	1729
ENSGALG00000007205	3457	2161	4464	4485
ENSGALG00000041790	542	578	454	289
ENSGALG00000027778	5	2	0	2
ENSGALG00000000863	313	225	112	109
ENSGALG00000043053	10	3	7	6
ENSGALG00000009598	3248	2304	3163	2379
ENSGALG00000003063	186	128	137	127
ENSGALG00000008564	121	54	112	81
ENSGALG00000050576	7	10	13	17
ENSGALG00000007547	1669	1191	1810	1172
ENSGALG00000050376	31	9	21	3
