	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00000005083	30	50	39	38
ENSGALG00000008416	0	0	11	51
ENSGALG00000037246	220	151	77	141
ENSGALG00000046198	3	1	4	6
ENSGALG00000015572	215	120	25	17
ENSGALG00000051404	0	4	43	17
ENSGALG00000007707	636	431	344	259
ENSGALG00000037316	75	25	44	67
ENSGALG00000045529	56	39	55	36
ENSGALG00000045362	2	1	2	1
ENSGALG00000007624	7	4	4	2
ENSGALG00000008346	1583	1263	2166	1680
ENSGALG00000013156	611	497	514	368
ENSGALG00000001316	352	211	1299	480
ENSGALG00000054278	7	7	9	4
ENSGALG00000001049	610	494	894	593
ENSGALG00000040969	79	54	77	51
ENSGALG00000003333	914	428	1153	1033
ENSGALG00000029012	2	4	1	2
ENSGALG00000016828	23	18	19	15
ENSGALG00000010873	45	13	5	2
ENSGALG00000050309	367	324	169	159
ENSGALG00000041114	2907	2020	1735	1149
ENSGALG00000005772	2056	1893	1189	1367
ENSGALG00000042491	192	139	132	83
ENSGALG00000032440	738	409	398	159
ENSGALG00000040364	1437	853	1048	943
ENSGALG00000007689	172	137	79	143
ENSGALG00000002070	2002	1586	1090	822
ENSGALG00000002637	3772	1508	1280	42
ENSGALG00000037167	341	157	321	229
ENSGALG00000011505	1801	1365	1289	1173
ENSGALG00000011340	1329	782	849	834
ENSGALG00000051097	14	16	11	23
ENSGALG00000034163	11	1	2	1
ENSGALG00000036774	5242	3985	5112	2816
ENSGALG00000043318	282	134	96	125
ENSGALG00000041873	1530	848	797	498
ENSGALG00000047058	411	250	284	317
ENSGALG00000047514	1059	431	175	135
ENSGALG00000028872	19197	13225	19366	15171
ENSGALG00000030147	1879	1406	1697	1656
ENSGALG00000014203	242	176	1104	785
ENSGALG00000046235	662	437	343	213
ENSGALG00000009450	960	432	1320	957
ENSGALG00000007771	627	304	220	778
ENSGALG00000036790	7737	5528	6467	4123
ENSGALG00000042411	2	0	45	32
ENSGALG00000004517	269	167	213	187
ENSGALG00000002773	946	727	813	489
ENSGALG00000053353	704	440	336	254
ENSGALG00000043009	2323	3051	2909	1505
ENSGALG00000044226	716	405	3171	2623
ENSGALG00000028517	6399	6645	6444	5803
ENSGALG00000026728	67	56	24	27
ENSGALG00000022696	2	2	0	0
ENSGALG00000006017	3081	1694	846	562
ENSGALG00000035244	7	8	2	11
ENSGALG00000043006	4656	2307	1658	1032
ENSGALG00000020729	182	135	114	115
ENSGALG00000034042	582	323	483	322
ENSGALG00000009843	386	250	271	230
ENSGALG00000007098	540	379	377	220
ENSGALG00000010333	1160	1441	904	1186
ENSGALG00000011331	675	513	301	203
ENSGALG00000001749	6249	2910	3973	1746
ENSGALG00000017195	7	1	3	3
ENSGALG00000008983	1173	1074	911	1101
ENSGALG00000003863	3565	1896	13709	11234
ENSGALG00000050981	163	26	186	257
ENSGALG00000048329	8	6	6	2
ENSGALG00000049751	233	290	95	128
ENSGALG00000015231	366	224	245	167
ENSGALG00000017053	1864	883	1250	1009
ENSGALG00000014692	477	144	394	325
ENSGALG00000015513	50	15	21	24
ENSGALG00000049859	173	131	62	61
ENSGALG00000031263	846	453	407	254
ENSGALG00000033186	46	27	6	13
ENSGALG00000041384	916	645	862	590
ENSGALG00000016927	80	21	660	272
ENSGALG00000048876	1	0	8	8
ENSGALG00000008113	12	5	10	9
ENSGALG00000037791	2699	2809	1030	1128
ENSGALG00000010020	301	200	314	162
ENSGALG00000049755	460	170	500	95
ENSGALG00000054982	1	1	5	2
ENSGALG00000046788	136	63	24	26
ENSGALG00000032398	120	76	82	106
ENSGALG00000042612	1550	600	1605	927
ENSGALG00000023886	41	24	31	38
ENSGALG00000003750	2013	1096	1085	659
ENSGALG00000019690	14	8	52	32
ENSGALG00000040307	8	2	6	6
ENSGALG00000009061	558	280	377	371
ENSGALG00000000707	2638	2450	2318	1247
ENSGALG00000028484	1767	730	864	658
ENSGALG00000012613	364	284	209	186
ENSGALG00000016615	5	0	31	15
ENSGALG00000011094	2771	3608	8488	6684
ENSGALG00000052526	10	37	15	9
ENSGALG00000010661	833	709	625	578
ENSGALG00000035365	82	53	61	52
ENSGALG00000037656	2831	1543	1689	1103
ENSGALG00000043399	301	210	517	428
ENSGALG00000011164	6945	3814	5809	6209
ENSGALG00000009282	732	751	327	299
ENSGALG00000004687	14	2	9	5
ENSGALG00000003751	13	23	15	5
ENSGALG00000005595	248	154	137	121
ENSGALG00000021117	1087	523	340	434
ENSGALG00000008038	11434	8630	9433	10601
ENSGALG00000022622	5	3	10	0
ENSGALG00000026981	55	6	13	1
ENSGALG00000030401	704	329	446	542
ENSGALG00000003650	911	458	696	574
ENSGALG00000004494	266	128	388	288
ENSGALG00000005037	77	60	61	71
ENSGALG00000028172	3426	4390	2426	2487
ENSGALG00000037646	1289	1152	1172	1102
ENSGALG00000015490	1154	1274	596	883
ENSGALG00000032250	335	284	305	315
ENSGALG00000014851	70	27	28	32
ENSGALG00000019261	3	3	38	26
ENSGALG00000009723	182	128	53	24
ENSGALG00000033064	2486	1578	2008	2021
ENSGALG00000006272	155	87	157	124
ENSGALG00000008162	887	777	3648	2677
ENSGALG00000013759	431	329	349	253
ENSGALG00000034511	256	179	512	318
ENSGALG00000013628	6645	3877	5751	4307
ENSGALG00000003091	557	255	340	334
ENSGALG00000004441	0	0	12	8
ENSGALG00000015710	514	200	376	317
ENSGALG00000049408	86	88	32	54
ENSGALG00000010891	122	58	55	37
ENSGALG00000010316	54	33	26	45
ENSGALG00000039995	489	363	329	314
ENSGALG00000051171	243	185	183	164
ENSGALG00000054329	11	7	5	3
ENSGALG00000010647	623	390	403	315
ENSGALG00000010218	38	36	236	171
ENSGALG00000016922	241	124	92	101
ENSGALG00000031571	18	34	24	16
ENSGALG00000005046	35	32	12	6
ENSGALG00000009068	1152	1189	607	534
ENSGALG00000049379	39	17	29	49
ENSGALG00000008716	530	445	95	25
ENSGALG00000000189	528	357	617	548
ENSGALG00000041380	89834	70666	137462	89556
ENSGALG00000004628	1327	790	267	206
ENSGALG00000031567	322	277	255	208
ENSGALG00000024082	920	603	486	434
ENSGALG00000038975	214	64	195	24
ENSGALG00000033709	24438	21893	11334	5227
ENSGALG00000037854	621	539	305	228
ENSGALG00000001586	435	241	247	182
ENSGALG00000028512	750	571	336	337
ENSGALG00000026401	1232	847	862	834
ENSGALG00000036941	1188	586	946	815
ENSGALG00000033034	1	4	32	19
ENSGALG00000009821	1119	571	271	316
ENSGALG00000003287	285	181	279	174
ENSGALG00000008144	1195	809	957	680
ENSGALG00000019867	446	176	139	116
ENSGALG00000023355	71	47	120	55
ENSGALG00000015034	334	152	278	112
ENSGALG00000048525	22	10	11	5
ENSGALG00000010538	362	246	206	155
ENSGALG00000049588	138	89	82	52
ENSGALG00000006181	1646	1222	4057	2520
ENSGALG00000009525	293	207	191	128
ENSGALG00000027700	299	217	168	141
ENSGALG00000001995	270	207	170	88
ENSGALG00000030032	3	2	1	0
ENSGALG00000015030	7948	4179	3968	2623
ENSGALG00000037072	324	173	124	100
ENSGALG00000033497	147	65	37	28
ENSGALG00000052481	560	299	215	127
ENSGALG00000014922	4932	2924	7785	6303
ENSGALG00000016972	345	234	313	225
ENSGALG00000016971	744	633	613	489
ENSGALG00000030597	102	42	90	44
ENSGALG00000008111	50	32	60	41
ENSGALG00000037521	4290	1935	6311	5533
ENSGALG00000029360	1385	779	519	372
ENSGALG00000003658	156	100	153	133
ENSGALG00000037467	10	6	25	10
ENSGALG00000013777	402	203	292	215
ENSGALG00000010659	154	126	66	82
ENSGALG00000004721	1	0	2	4
ENSGALG00000015352	397	236	1062	1101
ENSGALG00000006061	2195	1416	1214	914
ENSGALG00000005997	1937	1059	1030	1150
ENSGALG00000003533	356	236	263	208
ENSGALG00000011301	220	100	96	72
ENSGALG00000001267	840	646	467	382
ENSGALG00000014213	637	518	905	811
ENSGALG00000003631	112	56	82	100
ENSGALG00000047314	6585	5322	8647	5599
ENSGALG00000039269	9733	7781	119477	99449
ENSGALG00000047141	0	1	2	2
ENSGALG00000050031	4	4	39	22
ENSGALG00000031570	64	41	26	14
ENSGALG00000016710	112	90	40	48
ENSGALG00000016687	3794	1587	3214	3680
ENSGALG00000027805	405	480	883	710
ENSGALG00000005028	203	89	304	207
ENSGALG00000055025	21	0	17	13
ENSGALG00000033432	0	0	43	33
ENSGALG00000053363	277	146	174	211
ENSGALG00000049420	20	14	19	13
ENSGALG00000015809	1147	1057	6218	4881
ENSGALG00000028407	4	7	6	2
ENSGALG00000010804	652	317	322	267
ENSGALG00000052333	169	104	49	42
ENSGALG00000043754	64	32	63	24
ENSGALG00000032610	1565	943	461	431
ENSGALG00000034354	903	714	414	251
ENSGALG00000001256	1280	878	16982	12547
ENSGALG00000037238	1058	748	548	482
ENSGALG00000002992	16	4	23	10
ENSGALG00000050205	272	131	135	154
ENSGALG00000015379	5	0	10	7
ENSGALG00000011506	458	353	483	365
ENSGALG00000031821	459	352	222	239
ENSGALG00000001559	0	0	9	6
ENSGALG00000002882	191	98	139	78
ENSGALG00000005005	120	72	40	38
ENSGALG00000006632	278	202	128	81
ENSGALG00000034850	227	84	138	94
ENSGALG00000016140	11	6	18	4
ENSGALG00000054205	550	372	1063	709
ENSGALG00000007757	1024	658	708	746
ENSGALG00000004413	420	268	202	156
ENSGALG00000019761	0	0	4	9
ENSGALG00000012608	1190	767	844	1114
ENSGALG00000029381	1173	661	4290	3375
ENSGALG00000028612	2	6	15	13
ENSGALG00000007080	30	16	73	65
ENSGALG00000003354	226	117	97	73
ENSGALG00000025948	417	353	254	212
ENSGALG00000000318	1285	959	865	351
ENSGALG00000034932	1114	846	716	593
ENSGALG00000034076	170	121	116	103
ENSGALG00000015800	386	217	351	246
ENSGALG00000017394	19521	6261	7088	3034
ENSGALG00000033054	1649	2250	1522	1614
ENSGALG00000033520	513	284	158	35
ENSGALG00000007438	110	74	46	46
ENSGALG00000006837	2127	1327	1012	699
ENSGALG00000053703	190	117	236	175
ENSGALG00000003568	497	410	466	482
ENSGALG00000008703	383	205	338	271
ENSGALG00000023708	32	23	35	22
ENSGALG00000017658	26	27	18	31
ENSGALG00000000162	15	8	47	36
ENSGALG00000011738	8050	6588	4284	1887
ENSGALG00000005464	4041	3326	2517	2163
ENSGALG00000049372	618	461	900	892
ENSGALG00000015478	1052	574	636	743
ENSGALG00000001733	504	489	258	342
ENSGALG00000026137	3	0	1	4
ENSGALG00000010326	2567	1872	1251	690
ENSGALG00000016969	503	244	1367	1071
ENSGALG00000053243	86	72	33	25
ENSGALG00000016844	1685	1991	3694	2824
ENSGALG00000043359	475	330	305	252
ENSGALG00000020986	76	16	40	11
ENSGALG00000004376	48	26	5	5
ENSGALG00000033120	3030	2194	2550	2066
ENSGALG00000054900	30	46	24	19
ENSGALG00000034188	299	209	137	82
ENSGALG00000025884	2215	1318	1216	736
ENSGALG00000005768	120	78	181	161
ENSGALG00000029402	471	400	376	398
ENSGALG00000015605	232	139	282	377
ENSGALG00000051773	7	10	6	7
ENSGALG00000033300	1087	702	564	407
ENSGALG00000022991	399	269	290	179
ENSGALG00000029151	0	0	36	39
ENSGALG00000010594	403	173	254	193
ENSGALG00000003003	35	13	1098	1198
ENSGALG00000001826	248	236	138	160
ENSGALG00000011386	216	139	141	104
ENSGALG00000006331	39	20	37	43
ENSGALG00000010110	373	217	148	96
ENSGALG00000001823	415	313	312	178
ENSGALG00000014026	1638	1103	1200	969
ENSGALG00000037939	61	82	24	33
ENSGALG00000002240	56	36	34	32
ENSGALG00000044813	1167	707	765	710
ENSGALG00000012946	961	485	1460	935
ENSGALG00000005779	528	504	223	276
ENSGALG00000001501	3680	1414	1425	1407
ENSGALG00000033557	15403	11040	9348	4968
ENSGALG00000009260	144	99	66	76
ENSGALG00000001234	16	7	125	96
ENSGALG00000012007	4647	2365	1982	1231
ENSGALG00000010610	1109	590	992	1185
ENSGALG00000055028	93	69	65	69
ENSGALG00000031890	3940	3253	2328	1563
ENSGALG00000010654	1489	950	1090	876
ENSGALG00000004424	54	24	34	27
ENSGALG00000014683	659	434	301	234
ENSGALG00000008475	772	430	2634	2281
ENSGALG00000021525	0	0	2	2
ENSGALG00000011727	2	7	1	0
ENSGALG00000026957	22	25	122	97
ENSGALG00000004329	409	328	250	195
ENSGALG00000004997	3698	2809	2052	1615
ENSGALG00000017077	853	501	1097	1042
ENSGALG00000000156	10036	8783	14992	12576
ENSGALG00000008932	20	10	46	25
ENSGALG00000026639	176	81	185	154
ENSGALG00000012607	739	372	570	467
ENSGALG00000054948	46	22	89	74
ENSGALG00000033678	3443	2374	1689	1104
ENSGALG00000041626	2100	3352	1108	1282
ENSGALG00000002539	60	24	53	29
ENSGALG00000038757	900	678	988	823
ENSGALG00000008373	338	150	193	187
ENSGALG00000038848	1	0	18	33
ENSGALG00000012388	839	585	613	698
ENSGALG00000009065	2594	974	896	665
ENSGALG00000006054	1811	1560	3026	2357
ENSGALG00000016967	5	0	15	13
ENSGALG00000028037	470	438	4793	4762
ENSGALG00000052760	3	1	2	1
ENSGALG00000000748	176	150	109	64
ENSGALG00000001214	4	4	21	7
ENSGALG00000011275	12	2	6	8
ENSGALG00000027435	657	605	470	465
ENSGALG00000006173	81	39	61	48
ENSGALG00000023740	1	2	2	7
ENSGALG00000003550	0	0	5	3
ENSGALG00000004295	4267	3551	956	902
ENSGALG00000010314	1742	1260	1047	945
ENSGALG00000050527	40	28	23	29
ENSGALG00000003923	8	4	6	1
ENSGALG00000033950	3029	1534	2188	1818
ENSGALG00000036837	2737	1782	1520	1431
ENSGALG00000008048	3	4	5	0
ENSGALG00000049794	1233	714	1136	933
ENSGALG00000052928	42	17	31	20
ENSGALG00000026092	602	262	94	25
ENSGALG00000002139	8619	5279	5842	5209
ENSGALG00000040155	803	530	572	463
ENSGALG00000012992	5924	4494	3904	3516
ENSGALG00000043693	2067	1635	1605	1477
ENSGALG00000039420	834	497	430	335
ENSGALG00000052345	71	13	4	8
ENSGALG00000003826	624	398	562	492
ENSGALG00000015304	1886	803	619	427
ENSGALG00000051046	110	95	263	185
ENSGALG00000010645	168	277	354	350
ENSGALG00000033919	129	81	24	7
ENSGALG00000015184	1067	658	981	849
ENSGALG00000004370	35	17	18	14
ENSGALG00000010318	5910	4317	4219	3531
ENSGALG00000052012	269	301	319	269
ENSGALG00000028133	1153	473	897	709
ENSGALG00000023749	298	206	195	158
ENSGALG00000011722	8	9	9	13
ENSGALG00000047662	134	60	160	90
ENSGALG00000028602	10	6	30	28
ENSGALG00000006420	276	112	232	141
ENSGALG00000040832	4	3	17	17
ENSGALG00000008036	447	257	264	206
ENSGALG00000025774	1	1	19	12
ENSGALG00000006455	396	264	245	223
ENSGALG00000004234	70	27	162	110
ENSGALG00000026301	11	1	3	3
ENSGALG00000053407	58	60	52	32
ENSGALG00000050210	442	320	608	581
ENSGALG00000015259	1244	877	1694	1812
ENSGALG00000049741	106	49	203	64
ENSGALG00000051144	1774	989	1998	1335
ENSGALG00000003247	1193	706	673	803
ENSGALG00000029867	1820	1088	1127	803
ENSGALG00000034427	2	2	2	0
ENSGALG00000038411	15	1	9	12
ENSGALG00000009822	565	553	140	196
ENSGALG00000012546	403	186	164	137
ENSGALG00000009249	815	556	436	583
ENSGALG00000004239	3	0	95	79
ENSGALG00000014828	47	47	34	22
ENSGALG00000045795	0	0	44	14
ENSGALG00000042900	2061	1260	1481	1220
ENSGALG00000045199	146	50	5591	2937
ENSGALG00000010411	7978	4287	4653	3061
ENSGALG00000009842	3294	1310	2119	1574
ENSGALG00000001564	12927	16710	8312	9436
ENSGALG00000000284	1	1	2	2
ENSGALG00000005425	6050	4559	4381	4365
ENSGALG00000029498	135	57	80	69
ENSGALG00000043675	603	423	754	426
ENSGALG00000007887	421	269	137	108
ENSGALG00000016965	631	371	524	289
ENSGALG00000011259	2	3	1	0
ENSGALG00000008003	281	177	222	148
ENSGALG00000053810	13	13	15	9
ENSGALG00000029724	35	23	30	21
ENSGALG00000016990	272	149	223	264
ENSGALG00000001201	911	704	684	566
ENSGALG00000013598	3	1	15	9
ENSGALG00000036086	12181	11037	10636	6033
ENSGALG00000014365	2611	880	1785	1064
ENSGALG00000015343	120	69	59	59
ENSGALG00000052195	803	646	999	1005
ENSGALG00000016086	2	4	7	20
ENSGALG00000055092	118	54	55	57
ENSGALG00000008734	85	18	234	96
ENSGALG00000006830	70	38	125	60
ENSGALG00000003228	251	165	248	276
ENSGALG00000010106	150	103	66	46
ENSGALG00000000275	735	415	592	522
ENSGALG00000009992	668	403	510	458
ENSGALG00000008920	293	198	219	187
ENSGALG00000053555	32	6	20	25
ENSGALG00000014201	3301	1824	2949	2257
ENSGALG00000052302	734	546	301	133
ENSGALG00000030940	29467	19851	22250	15711
ENSGALG00000050820	43	13	58	12
ENSGALG00000030515	2200	1294	1204	862
ENSGALG00000010497	963	435	904	788
ENSGALG00000009355	1	0	3	2
ENSGALG00000008946	264	163	158	140
ENSGALG00000016067	1476	665	1033	1388
ENSGALG00000034001	2038	1336	1187	1356
ENSGALG00000001184	332	208	238	134
ENSGALG00000040519	1816	1289	1052	754
ENSGALG00000007416	5447	3887	5273	4121
ENSGALG00000021395	5143	1712	411	282
ENSGALG00000015465	826	479	453	330
ENSGALG00000051883	3	7	14	4
ENSGALG00000002886	4	0	382	337
ENSGALG00000047223	296	224	279	272
ENSGALG00000008013	302	275	197	185
ENSGALG00000010304	234	134	138	122
ENSGALG00000025788	348	140	208	221
ENSGALG00000037129	184	89	124	161
ENSGALG00000032570	305	218	127	135
ENSGALG00000008681	70	34	69	69
ENSGALG00000003212	15	2	13	14
ENSGALG00000037052	86	71	73	33
ENSGALG00000029296	418	266	218	157
ENSGALG00000049422	4057	2574	19461	9688
ENSGALG00000003677	40	33	91	114
ENSGALG00000026163	43	30	55	45
ENSGALG00000004929	87	52	64	53
ENSGALG00000005229	515	290	281	238
ENSGALG00000010192	572	427	1272	1155
ENSGALG00000037273	66	71	71	42
ENSGALG00000007808	145	135	114	108
ENSGALG00000036931	468	304	486	394
ENSGALG00000042773	32	25	17	13
ENSGALG00000052425	929	1652	8175	4936
ENSGALG00000038338	2450	1759	1397	1123
ENSGALG00000005302	887	545	677	827
ENSGALG00000031018	19	6	10	10
ENSGALG00000034348	426	321	458	438
ENSGALG00000008217	89	59	39	37
ENSGALG00000008022	6275	5452	13505	10958
ENSGALG00000009814	320	276	384	320
ENSGALG00000031975	7491	5866	4606	4332
ENSGALG00000023843	4	4	7	3
ENSGALG00000002878	1591	1498	1916	2719
ENSGALG00000006374	708	634	164	37
ENSGALG00000014355	789	816	654	639
ENSGALG00000008534	423	272	283	191
ENSGALG00000011682	990	756	854	687
ENSGALG00000028031	27	17	27	3
ENSGALG00000003861	1829	1461	2097	2070
ENSGALG00000005891	1038	836	444	502
ENSGALG00000042071	1549	983	1022	834
ENSGALG00000038528	999	816	972	784
ENSGALG00000013892	1168	784	1506	1212
ENSGALG00000016764	4982	3202	3682	2625
ENSGALG00000007307	2898	1767	2306	2339
ENSGALG00000003445	523	429	272	223
ENSGALG00000017126	234	145	557	278
ENSGALG00000004937	1875	806	980	814
ENSGALG00000033460	814	623	499	316
ENSGALG00000039549	1738	1294	986	1229
ENSGALG00000038813	28	32	20	32
ENSGALG00000002506	749	410	320	266
ENSGALG00000020793	469	260	122	141
ENSGALG00000007409	23	19	36	24
ENSGALG00000009846	211	115	84	86
ENSGALG00000003495	1808	1298	622	668
ENSGALG00000022887	26	32	0	0
ENSGALG00000038637	120	74	63	35
ENSGALG00000049287	5438	3609	2898	1597
ENSGALG00000004916	2	2	6	0
ENSGALG00000037396	995	781	640	534
ENSGALG00000010638	948	506	4597	3306
ENSGALG00000048321	156	107	141	143
ENSGALG00000002868	6636	5440	6897	3749
ENSGALG00000020164	190	81	83	71
ENSGALG00000016959	157	144	499	363
ENSGALG00000028659	3	5	23	21
ENSGALG00000008095	242	230	151	179
ENSGALG00000036867	630	395	279	223
ENSGALG00000003443	130	127	42	38
ENSGALG00000027886	1161	633	688	578
ENSGALG00000006350	948	720	324	276
ENSGALG00000023909	3315	2338	2766	939
ENSGALG00000002473	659	461	109	64
ENSGALG00000031629	1171	902	718	630
ENSGALG00000007483	32	25	33	45
ENSGALG00000049677	116	43	56	72
ENSGALG00000006138	1267	1295	47240	45778
ENSGALG00000038649	33	11	13	18
ENSGALG00000014060	297	225	140	113
ENSGALG00000002881	396	267	193	112
ENSGALG00000029494	128	111	94	74
ENSGALG00000053766	451	287	234	190
ENSGALG00000009158	11	6	6	10
ENSGALG00000043329	6457	3546	14048	12577
ENSGALG00000005930	10845	8870	4689	2425
ENSGALG00000008586	5217	3800	2807	1579
ENSGALG00000011661	1572	908	822	733
ENSGALG00000002080	3061	1411	1859	1483
ENSGALG00000003805	3	6	6	5
ENSGALG00000009176	27	15	4	3
ENSGALG00000005544	6	5	2	2
ENSGALG00000026970	1115	467	25207	15677
ENSGALG00000029308	513	319	141	153
ENSGALG00000026536	33	69	12	12
ENSGALG00000002863	1158	598	789	475
ENSGALG00000014982	213	119	215	141
ENSGALG00000008765	339	195	402	335
ENSGALG00000010039	1327	747	840	661
ENSGALG00000016059	533	331	1192	1013
ENSGALG00000032260	1327	846	12443	6837
ENSGALG00000014189	113	64	65	69
ENSGALG00000040360	156	59	1052	811
ENSGALG00000011238	344	257	135	56
ENSGALG00000026896	161	66	9	8
ENSGALG00000021273	271	182	557	283
ENSGALG00000002870	1605	1320	962	825
ENSGALG00000019061	0	0	83	62
ENSGALG00000030064	672	555	670	137
ENSGALG00000008864	1823	1268	1501	1810
ENSGALG00000031862	943	683	962	1058
ENSGALG00000010840	1584	1177	549	651
ENSGALG00000035461	348	133	209	283
ENSGALG00000035140	2191	1034	874	1225
ENSGALG00000009811	249	156	202	124
ENSGALG00000040098	6315	4864	5277	3542
ENSGALG00000037740	10	5	65	7
ENSGALG00000003359	4827	3018	3024	1962
ENSGALG00000010104	242	169	167	120
ENSGALG00000001651	272	184	179	146
ENSGALG00000002529	378	251	153	152
ENSGALG00000014974	510	293	262	279
ENSGALG00000049157	16	14	6	1
ENSGALG00000002463	332	274	247	221
ENSGALG00000025937	8965	7699	7163	5070
ENSGALG00000034725	7602	6355	8093	6896
ENSGALG00000048951	45	23	46	61
ENSGALG00000011651	866	543	365	231
ENSGALG00000037315	908	611	523	372
ENSGALG00000009839	1968	1357	1699	1144
ENSGALG00000016357	768	542	368	230
ENSGALG00000002831	1470	695	1166	625
ENSGALG00000031754	119	62	12	4
ENSGALG00000037011	3	1	10	7
ENSGALG00000001149	215	123	333	209
ENSGALG00000032776	556	390	370	241
ENSGALG00000005882	1948	1373	1514	1583
ENSGALG00000017029	3	4	0	0
ENSGALG00000007320	313	330	420	352
ENSGALG00000038520	315	307	224	286
ENSGALG00000016497	1399	1288	2357	1455
ENSGALG00000048209	3	1	1	3
ENSGALG00000050179	146	29	236	13
ENSGALG00000050918	14	10	8	10
ENSGALG00000047359	6711	6434	4006	4220
ENSGALG00000034282	90	105	215	234
ENSGALG00000045684	4180	4756	6335	6313
ENSGALG00000020067	21	7	18	6
ENSGALG00000020210	42	16	81	50
ENSGALG00000008309	5	8	4	7
ENSGALG00000032743	306	387	223	364
ENSGALG00000004215	928	845	725	500
ENSGALG00000008059	623	436	446	357
ENSGALG00000048572	41	6	45	0
ENSGALG00000031069	631	499	914	806
ENSGALG00000001726	880	472	434	302
ENSGALG00000008852	376	253	274	209
ENSGALG00000005618	895	827	623	669
ENSGALG00000027918	2321	1555	1211	1105
ENSGALG00000035963	113	68	36	15
ENSGALG00000015190	580	342	295	292
ENSGALG00000003976	685	458	516	363
ENSGALG00000001722	1325	1082	1245	862
ENSGALG00000003503	436	267	1067	942
ENSGALG00000044224	2	3	5	1
ENSGALG00000006037	667	311	340	216
ENSGALG00000014723	313	264	177	229
ENSGALG00000011000	420	175	243	219
ENSGALG00000001003	288	172	102	89
ENSGALG00000011211	207	112	56	72
ENSGALG00000016058	14	10	20	3
ENSGALG00000013410	1020	573	808	667
ENSGALG00000020736	134	103	48	41
ENSGALG00000032808	426	318	504	496
ENSGALG00000025977	132	140	188	165
ENSGALG00000029585	426	288	362	271
ENSGALG00000000379	15803	19328	18732	13144
ENSGALG00000011643	737	507	547	487
ENSGALG00000002816	12360	7992	8655	4750
ENSGALG00000038595	420	322	284	172
ENSGALG00000008206	2554	3142	1572	1574
ENSGALG00000016055	5	2	6	4
ENSGALG00000035219	7	11	65	24
ENSGALG00000007314	27	19	85	59
ENSGALG00000035676	213	77	69	58
ENSGALG00000050631	135	95	144	119
ENSGALG00000002028	622	460	85	16
ENSGALG00000027777	3130	2285	1349	970
ENSGALG00000037872	1047	877	1317	975
ENSGALG00000008425	65	44	31	8
ENSGALG00000016830	378	184	222	246
ENSGALG00000002981	175	154	88	99
ENSGALG00000041760	1473	912	598	508
ENSGALG00000040783	1423	906	592	399
ENSGALG00000040808	102	63	84	105
ENSGALG00000021285	160	109	89	67
ENSGALG00000040035	422	192	304	211
ENSGALG00000014964	795	776	545	534
ENSGALG00000030396	280	241	161	107
ENSGALG00000009698	525	202	675	458
ENSGALG00000011300	4436	2965	3491	3443
ENSGALG00000038810	377	223	241	157
ENSGALG00000006053	24	12	15	6
ENSGALG00000036114	1228	625	306	193
ENSGALG00000035045	1900	1292	2198	2209
ENSGALG00000035492	2460	1263	1257	822
ENSGALG00000008839	1653	821	923	921
ENSGALG00000048159	940	430	1025	659
ENSGALG00000004474	1132	742	432	272
ENSGALG00000020754	195	158	105	94
ENSGALG00000014336	2727	791	795	515
ENSGALG00000028983	7	4	8	2
ENSGALG00000011222	6	4	1	2
ENSGALG00000039387	1832	1161	1812	1331
ENSGALG00000016801	794	704	393	619
ENSGALG00000006681	93	54	42	47
ENSGALG00000053444	35	15	27	33
ENSGALG00000038635	3808	1383	2361	2123
ENSGALG00000001362	844	801	645	546
ENSGALG00000007310	376	252	226	176
ENSGALG00000027989	1336	899	1041	746
ENSGALG00000041795	1358	635	913	955
ENSGALG00000048392	14	3	22	1
ENSGALG00000005994	1266	925	504	399
ENSGALG00000015320	2373	1659	916	822
ENSGALG00000046550	21	5	20	13
ENSGALG00000033293	179	110	109	143
ENSGALG00000010246	2255	1367	934	1003
ENSGALG00000039982	2108	876	1708	873
ENSGALG00000037962	182	120	85	65
ENSGALG00000011121	153	102	264	234
ENSGALG00000038915	249	90	132	107
ENSGALG00000010689	1050	797	626	526
ENSGALG00000016053	1304	1008	1341	1516
ENSGALG00000027140	43	12	30	23
ENSGALG00000008807	900	396	506	440
ENSGALG00000040864	1131	685	371	233
ENSGALG00000036028	1639	897	1176	1476
ENSGALG00000039394	857	537	306	237
ENSGALG00000034500	120	69	15	27
ENSGALG00000009689	42	19	34	60
ENSGALG00000040181	1066	735	613	558
ENSGALG00000003775	382	348	414	544
ENSGALG00000040161	362	303	279	234
ENSGALG00000045196	4	2	1	0
ENSGALG00000046848	25	17	13	8
ENSGALG00000003670	20017	10886	9677	7123
ENSGALG00000049431	1417	924	1255	1202
ENSGALG00000053220	4	0	9	3
ENSGALG00000016894	4371	2664	2962	2206
ENSGALG00000015180	109	80	116	88
ENSGALG00000004842	334	198	219	129
ENSGALG00000004860	15	10	228	351
ENSGALG00000014857	47327	22620	16009	21112
ENSGALG00000045115	2648	589	30661	32199
ENSGALG00000047488	4	2	2	2
ENSGALG00000004276	311	128	89	65
ENSGALG00000005683	1516	856	901	1011
ENSGALG00000054793	89	60	52	31
ENSGALG00000005788	297	208	170	115
ENSGALG00000039434	732	483	421	478
ENSGALG00000040681	11	10	0	1
ENSGALG00000041528	7772	3841	3498	1791
ENSGALG00000001596	930	593	489	398
ENSGALG00000048767	334	67	418	22
