,logFC,logCPM,PValue,QValue
ENSCPBG00000014498,14.41537798,6.746799207,0.001906939,1
ENSCPBG00000004815,11.71859403,4.069193162,0.002214082,1
ENSCPBG00000004641,10.94651323,3.312492753,0.001625181,1
ENSCPBG00000002755,9.488724953,5.764176267,0.001404382,1
ENSCPBG00000028372,9.187219544,4.051275412,0.004259287,1
ENSCPBG00000021014,8.579646819,7.335680085,0.005451731,1
ENSCPBG00000020177,8.530460509,1.034679059,0.004675944,1
ENSCPBG00000018823,8.515032482,7.584543809,0.002187712,1
ENSCPBG00000014801,8.408930301,6.171878935,0.004291292,1
ENSCPBG00000014213,8.400577897,0.913782044,0.000563118,1
ENSCPBG00000013646,8.359594164,7.84022617,0.003922195,1
ENSCPBG00000012991,-3.312685431,-0.87437447,0.002757702,1
ENSCPBG00000012751,-3.059114643,-0.661098781,0.003205915,1
ENSCPBG00000009852,-5.756905525,-1.337163444,0.003295119,1
ENSCPBG00000009612,8.161252481,3.98051443,0.006880455,1
ENSCPBG00000008352,8.157047785,5.168132281,0.003999287,1
ENSCPBG00000007597,7.868017665,0.451891351,0.003810529,1
ENSCPBG00000006806,7.686839718,0.299696608,0.007248672,1
ENSCPBG00000006187,7.67725412,6.26994763,0.00461674,1
ENSCPBG00000004419,7.37033892,7.121280678,0.005623364,1
ENSCPBG00000004409,7.233780865,-0.075038107,0.008993609,1
ENSCPBG00000004148,7.055140357,-0.218363712,0.01016484,1
ENSCPBG00000003947,7.037077878,-0.236733793,0.005612623,1
ENSCPBG00000003871,7.006420486,-0.279189955,0.000413663,1
ENSCPBG00000003707,6.913802733,3.922013044,0.005580916,1
ENSCPBG00000003056,6.750822796,3.473069116,0.005563028,1
ENSCPBG00000003052,6.631741494,2.959168111,0.0417035,1
ENSCPBG00000002987,6.629703258,2.958540428,0.008453909,1
ENSCPBG00000002032,6.591839073,4.799103564,0.006728078,1
ENSCPBG00000002023,6.590633256,2.953634038,0.008824145,1
ENSCPBG00000001987,6.573226248,4.404736738,0.006920807,1
ENSCPBG00000001820,6.542142215,-0.644210704,0.0003726,1
