,logFC,logCPM,PValue,QValue
ENSGALG00010007010,2.86460337170274,2.68401215819798,0.000201232079760794,0.861655242663374
ENSGALG00010011077,4.23980291678582,8.25090018161658,0.000148923726154705,0.861655242663374
ENSGALG00010010874,3.34356522124129,7.57380460121825,8.06047369566072e-05,0.861655242663374
ENSGALG00010018098,4.31942992219148,-0.87879183742411,0.000203340470245044,0.861655242663374
ENSGALG00010014241,0.225033018171571,2.21857618112096,0.753466062632926,1
ENSGALG00010029524,-0.243081296620477,6.78840500049715,0.7048116481788,1
ENSGALG00010024689,0.767981240699752,-3.13836823042778,1,1
ENSGALG00010024181,5.01612695179716,-1.12946037668161,0.0645066082192295,1
ENSGALG00010021631,0.343970127931362,0.430040850300767,0.546934465456914,1
ENSGALG00010015073,0,-3.28454432349721,1,1
ENSGALG00010012013,0.695433102825285,-3.10053340064048,1,1
ENSGALG00010012009,-0.96176561769954,-2.34949381974333,0.983407150755815,1
ENSGALG00010011611,0,-2.4639701507293,1,1
ENSGALG00010011525,-1.47633960278607,-3.11714692261581,1,1
ENSGALG00010008507,-2.58280709041825,-3.16460590251499,0.944802673955398,1
ENSGALG00010005701,-0.672263843060451,-2.68276507973213,0.944657115155969,1
ENSGALG00010005393,-0.741345797281572,1.26430345194522,0.446952317230022,1
ENSGALG00010001782,2.40219052566718,-2.94869210435131,0.666666666666668,1
ENSGALG00010001772,-2.27825307445296,-3.19227500536467,0.944802673955398,1
ENSGALG00010000515,0,-3.28454432349721,1,1
ENSGALG00010000514,0,-3.28454432349721,1,1
ENSGALG00010000313,-0.333706824528936,2.10978242416548,0.745271928367432,1
ENSGALG00010000251,3.84454274445741,-2.62098556998834,0.231224666243426,1
ENSGALG00010000249,0.11528115389484,5.14421404802714,0.689893052993793,1
ENSGALG00010030108,0.130340952635378,6.61174944604132,0.682251498791492,1
ENSGALG00010030107,-0.419526806386105,4.54142228262453,0.27578440816074,1
ENSGALG00010030106,-0.416377446031403,6.56733334349824,0.811602458176499,1
ENSGALG00010030103,0.568131410199036,-1.81478276289949,0.720168171654945,1
ENSGALG00010030014,0.0235508779502052,3.18990053357063,0.932927000113504,1
ENSGALG00010029966,0.124626874672137,5.66629112704153,0.641488064834682,1
ENSGALG00010029962,1.63168496181374,3.78114045415565,0.345219833773231,1
ENSGALG00010029949,0,-3.28454432349721,1,1
ENSGALG00010029947,-0.838075780683649,1.95678031402362,0.397250727626286,1
ENSGALG00010029945,4.99663966070478,8.21943696429277,0.00991719120797222,1
ENSGALG00010029942,-4.64735549122164,-2.69450792365014,0.456407003542388,1
ENSGALG00010029941,-0.022308760002701,3.96541513881549,0.968628093204254,1
ENSGALG00010029940,0,-3.28454432349721,1,1
ENSGALG00010029939,0,-3.18839919734071,1,1
ENSGALG00010029938,0.259895543071639,-1.49822614622013,0.908563509760376,1
ENSGALG00010029937,0.641650445917968,7.55792531114403,0.247644404914505,1
ENSGALG00010029936,0.551195362870737,-0.511646903402294,0.469678110486828,1
ENSGALG00010029935,-0.0861039524851511,5.40239238557273,0.798716054450279,1
ENSGALG00010029932,0.299430509537479,1.15022827475389,0.637728573014184,1
ENSGALG00010029930,1.55777551414272,-2.5335374496011,0.291792397847579,1
ENSGALG00010029929,-0.4089290445948,5.83247820490282,0.493740073099073,1
ENSGALG00010029927,-0.126117307938039,-0.554911529280276,0.98220291475001,1
ENSGALG00010029925,0.0247725172933712,5.17284006428133,0.91659017844083,1
ENSGALG00010029907,-2.28918270048445,-3.0310116222017,0.915929482055153,1
ENSGALG00010029895,-0.141879575601978,6.90960722059785,0.724619568159524,1
ENSGALG00010029864,-0.581184818016604,4.83574803302354,0.525374477559018,1
ENSGALG00010029859,0.157575478674779,6.03379406026319,0.64249528338424,1
ENSGALG00010029835,1.12031203619407,4.46753138831567,0.011945548243236,1
ENSGALG00010029782,-0.344046765085485,4.72298813936007,0.41807634550706,1
ENSGALG00010029779,0,-3.28454432349721,1,1
ENSGALG00010029776,-0.178804684610736,6.110404316735,0.57952231552876,1
ENSGALG00010029774,0.428829083200329,-0.586935824876859,0.614571026602806,1
ENSGALG00010029773,-0.079945748729762,4.64805968411398,0.806860729205013,1
ENSGALG00010029772,-0.0343569704503534,5.70481087007493,0.9197852290606,1
ENSGALG00010029770,-0.77025434446412,3.71553820067185,0.509178283954194,1
ENSGALG00010029766,0.101242246117556,3.66789151654847,0.740150255681735,1
ENSGALG00010029765,-0.0192200213591214,-0.70655795967318,1,1
ENSGALG00010029761,-0.202285506323482,4.06529180749129,0.568849329513292,1
ENSGALG00010029755,-0.0904094303253329,6.19594536392955,0.92865717990678,1
ENSGALG00010029751,2.39690151567413,-3.18344835429513,0.666666666666666,1
ENSGALG00010029749,-0.178265502815066,3.63439209282027,0.782200918727359,1
ENSGALG00010029745,-0.143365160367786,3.90859278188842,0.781927422734966,1
ENSGALG00010029739,0.147393038436315,5.57146580616594,0.807766395968987,1
ENSGALG00010029737,0.436718426602264,1.0586154418815,0.589328541929125,1
ENSGALG00010029733,1.10122989829543,-1.29047759626935,0.155208002041717,1
ENSGALG00010029727,-0.50482116687423,1.87103081811648,0.35151444604212,1
ENSGALG00010029726,-0.393539745213002,7.79105523219739,0.336871313432468,1
ENSGALG00010029725,-0.00267481500696902,4.18590701575425,1,1
ENSGALG00010029724,0.14091028404353,-2.32574695663855,0.998820662388573,1
ENSGALG00010029723,-1.17891950059451,2.77897840523807,0.321550456537954,1
ENSGALG00010029721,-0.0872831290237531,5.53189608945724,0.780793015083917,1
ENSGALG00010029711,-0.267435876539507,2.87117452956745,0.577200762221314,1
ENSGALG00010029710,-0.235826153867468,6.07873073144375,0.630570370727312,1
ENSGALG00010029709,0.657229705110633,5.52764279113822,0.231227412801012,1
ENSGALG00010029708,-0.298858625040794,5.7449688040517,0.399946361905372,1
ENSGALG00010029706,0.0691357336409177,6.96754466950825,0.851815197331167,1
ENSGALG00010029702,0.953160735728026,-2.55317164530139,0.522249219559102,1
ENSGALG00010029701,-0.0743211955572941,5.64308697920761,0.814425715226656,1
ENSGALG00010029700,-0.0716890552636332,6.94863706295644,0.872729820436653,1
ENSGALG00010029699,-0.537705806421557,3.20050278641044,0.369321259007811,1
ENSGALG00010029698,-0.0735097173427826,5.9354721398205,0.832335414530616,1
ENSGALG00010029697,0.238499241680606,5.14979123390998,0.582709995913521,1
ENSGALG00010029693,-0.394628737724187,6.65290671935327,0.445969072681757,1
ENSGALG00010029691,0.143542791178392,6.24546556890326,0.678027540203773,1
ENSGALG00010029690,0.369739647733123,4.00849342923435,0.451750496305514,1
ENSGALG00010029689,0.472886238999145,6.19447845293014,0.30133688037789,1
ENSGALG00010029688,-0.141557048502468,3.89332913466406,0.982781719776749,1
ENSGALG00010029687,1.78493002547597,-2.91689786390817,0.298835891876805,1
ENSGALG00010029683,-0.196574037407809,3.24257858269964,0.639329158076352,1
ENSGALG00010029680,0,-3.23527591473391,1,1
ENSGALG00010029678,0,-3.1501144126548,1,1
ENSGALG00010029677,-0.106713362562487,7.13864616958614,0.813007512261855,1
ENSGALG00010029675,0.584852630159084,1.65012538744502,0.238392865157695,1
ENSGALG00010029672,-0.989923324169293,0.707345054712345,0.166529106826248,1
ENSGALG00010029669,-0.0959365883361311,4.37125283572952,0.833992366761461,1
ENSGALG00010029668,-0.389607326513153,4.52308378581714,0.478485833401905,1
ENSGALG00010029664,-0.179743551990546,3.80991410028653,0.830736798719444,1
ENSGALG00010029661,-0.472377877485935,2.84237050793759,0.638246816654991,1
ENSGALG00010029658,-0.231366887703594,5.97562612954939,0.491749965128433,1
ENSGALG00010029657,-0.0892480023734664,7.42733158033171,0.925270992406053,1
ENSGALG00010029656,-0.222665716326355,4.05096074120248,0.621167074231694,1
ENSGALG00010029655,-0.100556777923915,5.83269996665023,0.887766346920544,1
ENSGALG00010029653,-0.149318515817711,7.05330850671148,0.726116304382316,1
ENSGALG00010029651,3.81718199805177,-2.22993622681133,0.115353385274835,1
ENSGALG00010029650,0.295885549998224,3.82820343046361,0.570847729227618,1
ENSGALG00010029647,0.304927255795576,1.95974219408164,0.460362791468862,1
ENSGALG00010029641,0.109609621223686,7.27562666581593,0.853558564793376,1
ENSGALG00010029640,4.23383607926231,-3.05064822114717,0.131956509873766,1
ENSGALG00010029639,1.63276978362828,5.31777351346422,0.134297080855111,1
