pic_names,pic_logfoldchanges_x,pic_pvals_x,pic_pvals_adj_x,pic_pts_x,UNST_pts_x,1to1_bat_dragon_x,pic_logfoldchanges_y,pic_pvals_y,pic_pvals_adj_y,pic_pts_y,UNST_pts_y,1to1_bat_dragon_y
USP15,0.907302916,6.22E-151,1.73E-148,0.446773367,0.314716408,USP15,0.561728239,1.89E-11,5.59E-10,0.417721519,0.292706804,USP15
RNF114,0.906702638,1.22E-60,1.62E-58,0.260636783,0.167769222,RNF114,0.298936635,0.001000426,0.010610164,0.341772152,0.274596182,RNF114
VPS54,0.90472281,3.47E-29,2.25E-27,0.172182036,0.106441818,VPS54,-0.194741815,0.846054038,1,0.089758343,0.093000489,VPS54
NAMPT,0.903315127,2.09E-79,3.52E-77,0.310759241,0.210606225,NAMPT,1.42516768,1.10E-94,6.47E-92,0.721518987,0.414096916,NAMPT
GPR65,0.893577933,1.20E-67,1.76E-65,0.287691519,0.192170047,GPR65,1.140683651,3.77E-07,6.94E-06,0.175489068,0.07978463,GPR65
TRIM56,0.892392993,2.42E-63,3.27E-61,0.275274819,0.180837219,TRIM56,0.050148495,0.927473159,1,0.030494822,0.028879099,TRIM56
CFLAR,0.886161685,1.31E-89,2.44E-87,0.353534203,0.24959332,CFLAR,1.517344594,4.33E-38,6.20E-36,0.409090909,0.176211454,CFLAR
PCGF5,0.88402915,3.19E-33,2.35E-31,0.183972205,0.11289448,PCGF5,0.433140874,0.697453975,1,0.035673188,0.028389623,PCGF5
LMO2,0.882063925,1.10E-15,3.86E-14,0.146494276,0.102212341,LMO2,-1.024269581,2.46E-05,0.00035986,0.099539701,0.17670093,LMO2
MCOLN2,0.880037844,5.53E-08,9.69E-07,0.083499459,0.050916387,MCOLN2,-0.549045205,0.963174853,1,0.004027618,0.004894763,MCOLN2
HIGD1A,0.873434365,1.72E-144,4.53E-142,0.445121604,0.319976141,HIGD1A,0.683886886,1.41E-54,3.12E-52,0.935558113,0.846304454,HIGD1A
NFKBID,0.863111556,5.89E-06,7.77E-05,0.079740275,0.053031125,NFKBID,1.184134722,0.940379803,1,0.00287687,0.001468429,NFKBID
GTPBP2,0.857293427,6.45E-10,1.41E-08,0.092100017,0.054983191,GTPBP2,-0.331481308,0.807958372,1,0.022439586,0.026921194,GTPBP2
TERF2IP_LOC107502665,0.855166495,1.43E-31,1.01E-29,0.186706157,0.117883093,TERF2IP,,,,,,
SLC25A28,0.840857685,4.72E-13,1.39E-11,0.111921171,0.068322308,SLC25A28,0.418347657,0.000605829,0.00672538,0.268699655,0.205090553,SLC25A28
PARP9,0.839182556,1.09E-167,3.16E-165,0.511476904,0.372681922,PARP9,1.21199584,0.947707884,1,0.001726122,0.000489476,PARP9
CLIC4,0.835821748,5.87E-32,4.19E-30,0.200262004,0.132577812,CLIC4,0.696280479,0.28413152,1,0.066743383,0.046500245,CLIC4
POLB,0.835584641,8.03E-34,6.07E-32,0.203451615,0.133445396,POLB,-0.187684968,0.478646514,1,0.259493671,0.265296133,POLB
KLHL4,0.832607508,0.000222327,0.002209942,0.052913368,0.030419694,KLHL4,0,1,1,0,0,KLHL4
GALNT3,0.826757967,0.001333357,0.011011842,0.047616335,0.028142284,GALNT3,0,1,1,0,0,GALNT3
ENC1,0.826741278,0.000122597,0.001274689,0.064589622,0.041752521,ENC1,-0.051376976,0.894907127,1,0.016110472,0.018600098,ENC1
TAP1,0.803304493,1.80E-112,4.14E-110,0.413908982,0.292484546,TAP1,1.130747199,4.52E-67,1.46E-64,0.754890679,0.544297602,TAP1
CYB561A3_LOC107504752,0.803146124,3.64E-14,1.16E-12,0.143418579,0.10058562,CYB561A3,,,,,,
ARID5A,0.798522174,1.46E-10,3.45E-09,0.104687589,0.066153346,ARID5A,0.569039047,0.704999017,1,0.024741082,0.017621145,ARID5A
GTF2B,0.794066548,4.07E-173,1.21E-170,0.553739249,0.429834074,GTF2B,0.434792757,7.96E-09,1.85E-07,0.422899885,0.31277533,GTF2B
SLC39A12,0.788617432,4.72E-11,1.16E-09,0.103890186,0.064147056,SLC39A12,-2.339840174,0.982888052,1,0.000575374,0.000978953,SLC39A12
UBE2J1,0.784843087,6.45E-19,2.75E-17,0.162499288,0.111809999,UBE2J1,0.803109109,7.56E-15,2.91E-13,0.345224396,0.197258933,UBE2J1
GGCT,0.784766972,2.60E-34,2.02E-32,0.214501338,0.144073311,GGCT,-0.548107624,0.325767169,1,0.060989643,0.078805678,GGCT
PSMB9,0.784618556,0,0,0.760950048,0.658280013,PSMB9,0.400192022,6.22E-06,9.93E-05,0.342347526,0.254527655,PSMB9
GPR155,0.778592825,1.26E-50,1.47E-48,0.272426952,0.187452554,GPR155,-0.39000091,0.649021273,1,0.050057537,0.058247675,GPR155
ZC3H12A,0.777141333,0.000653825,0.005819476,0.069886655,0.049831905,ZC3H12A,0.984446406,0.697741495,1,0.016110472,0.008810573,ZC3H12A
RHOC,0.776298046,1.21E-05,0.000151345,0.076721536,0.05069949,RHOC,0.439727962,2.82E-16,1.21E-14,0.840621404,0.721977484,RHOC
ZNHIT6,0.770972908,6.26E-66,8.83E-64,0.317821951,0.221451036,ZNHIT6,0.163122967,0.707342704,1,0.049482163,0.042094958,ZNHIT6
STX11,0.768098533,5.53E-34,4.21E-32,0.231645498,0.165112244,STX11,2.512655973,0.162469404,0.827870696,0.032220944,0.005873715,STX11
GLIPR1,0.763548017,1.51E-44,1.60E-42,0.263541607,0.185608936,GLIPR1,0.604834318,0.596627086,1,0.03452244,0.024473813,GLIPR1
NFKBIZ,0.756077051,3.79E-11,9.43E-10,0.155664407,0.119780935,NFKBIZ,1.809558511,8.16E-58,2.13E-55,0.48561565,0.207048458,NFKBIZ
ARAP3,0.748604894,0.005986318,0.04169848,0.044996298,0.02835918,ARAP3,0.122962065,0.245598245,1,0.102416571,0.079295154,ARAP3
LAMP3,0.745111883,0.000254991,0.002497677,0.05114769,0.028738749,LAMP3,2.667711496,0.637302428,1,0.010356732,0.001468429,LAMP3
FGL2,0.738459706,3.55E-87,6.48E-85,0.427123085,0.324585186,FGL2,-0.365858108,0.011568535,0.09233186,0.568469505,0.546744983,FGL2
TCEANC2,0.730523109,2.84E-08,5.18E-07,0.10594065,0.073365145,TCEANC2,-0.192669928,0.849718711,1,0.066168009,0.069505629,TCEANC2
YAF2,0.729657948,2.42E-67,3.51E-65,0.334852196,0.238260492,YAF2,0.03208334,0.175767381,0.879399061,0.516685846,0.479197259,YAF2
RABGAP1L,0.720965147,4.62E-108,1.03E-105,0.489548328,0.37078408,RABGAP1L,0.368306756,8.75E-08,1.77E-06,0.667433832,0.572197748,RABGAP1L
PIM2,0.717628241,8.16E-26,4.65E-24,0.192515806,0.13149333,PIM2,1.919136167,4.65E-71,1.71E-68,0.517836594,0.186979931,PIM2
PSMB8,0.716003954,0,0,0.892863245,0.840364386,PSMB8,0.118704997,0.021296037,0.155552219,0.757192175,0.674008811,PSMB8
TCF4,0.705189943,1.93E-39,1.76E-37,0.320555904,0.259462097,TCF4,-0.290511519,0.835803898,1,0.029344074,0.033284386,TCF4
NFKBIE,0.700114012,7.06E-14,2.21E-12,0.155037877,0.112514912,NFKBIE,1.112294078,1.85E-65,5.59E-63,0.719792865,0.460107685,NFKBIE
NSUN6,0.696786821,0.001644887,0.01329235,0.101270149,0.083884611,NSUN6,0.421047837,0.012055647,0.095529173,0.16570771,0.117474302,NSUN6
DNAJA1,0.689799786,2.36E-166,6.78E-164,0.598222931,0.494306474,DNAJA1,0.467454225,1.21E-17,5.90E-16,0.749712313,0.619187469,DNAJA1
TMEM50A,0.689187407,1.15E-90,2.17E-88,0.433787093,0.337327839,TMEM50A,0.209328264,6.78E-07,1.22E-05,0.870540852,0.82329907,TMEM50A
SETBP1,0.688140869,0.000914713,0.007864683,0.053198155,0.032968225,SETBP1,-0.40931496,0.939737638,1,0.016685846,0.015173764,SETBP1
RHCE,0.687375426,0.000496316,0.004539367,0.061513926,0.040451144,RHCE,-1.735592484,0.982911897,1,0.000575374,0.000978953,RHCE
RAD52,0.681241572,0.001065144,0.008976742,0.056843424,0.037035029,RAD52,-0.352869272,0.970610003,1,0.005178366,0.005873715,RAD52
LGALS8,0.677357078,2.62E-31,1.84E-29,0.245429174,0.182572389,LGALS8,0.423580706,1.97E-12,6.38E-11,0.543153049,0.408223201,LGALS8
SDC4,0.676370919,0.003769149,0.02767366,0.104402802,0.090066153,SDC4,1.257528663,1.22E-81,5.58E-79,0.879171461,0.738619677,SDC4
IFI27_LOC107511262,0.675655127,1.16E-80,1.97E-78,0.483852594,0.39887214,IFI27,,,,,,
AZI2,0.673638821,3.33E-28,2.06E-26,0.22025403,0.156599067,AZI2,0.456524849,0.000566876,0.00636447,0.231875719,0.165932452,AZI2
LYSMD2,0.665959001,6.26E-28,3.82E-26,0.203736401,0.138054441,LYSMD2,-0.987159312,0.097186759,0.551675187,0.035097814,0.066079295,LYSMD2
PRDM1,0.660302281,2.09E-20,9.42E-19,0.190977958,0.1375122,PRDM1,0.608686507,0.620484312,1,0.029919448,0.020558003,PRDM1
CHKA,0.650278807,4.70E-06,6.31E-05,0.109642877,0.083233923,CHKA,-0.752625048,1.62E-14,6.08E-13,0.336593786,0.457660303,CHKA
CD83,0.649199665,1.17E-11,3.06E-10,0.193654952,0.160665871,CD83,1.717735291,2.24E-07,4.29E-06,0.134637514,0.03671072,CD83
RMI2,0.647827804,3.68E-09,7.46E-08,0.109415048,0.073961609,RMI2,0,1,1,0,0,RMI2
MGAT1,0.635220826,8.19E-11,1.97E-09,0.147234721,0.110562846,MGAT1,-0.399464309,0.976414565,1,0.020713464,0.020068527,MGAT1
PDK1,0.634977341,5.17E-10,1.14E-08,0.119268668,0.082095217,PDK1,0.511376321,0.807182707,1,0.01438435,0.009789525,PDK1
CNP_LOC107513810,0.633586705,4.26E-15,1.44E-13,0.173207268,0.128836352,CNP,,,,,,
MVB12A,0.632226467,3.28E-18,1.36E-16,0.192572763,0.144127535,MVB12A,-0.162117004,0.883934889,1,0.117376295,0.116984826,MVB12A
ASNS,0.631691337,8.23E-06,0.000105572,0.087486473,0.060622492,ASNS,-0.062408265,0.47938912,1,0.316455696,0.328438571,ASNS
ATXN7,0.628276408,2.97E-29,1.93E-27,0.241783904,0.176878863,ATXN7,0.261199683,0.201928594,0.971202552,0.103567319,0.078316202,ATXN7
PSME2,0.626386344,2.14E-178,6.76E-176,0.682235006,0.583342371,PSME2,0.141791508,0.013371711,0.104501984,0.447640967,0.398923152,PSME2
RNASEH2B,0.619181097,5.80E-06,7.67E-05,0.094777012,0.067888515,RNASEH2B,-0.174057603,0.721137902,1,0.143843498,0.150269212,RNASEH2B
PDCD1LG2,0.619069576,5.91E-11,1.45E-09,0.146437318,0.108936124,PDCD1LG2,0.975952029,2.83E-23,1.81E-21,0.416570771,0.232011747,PDCD1LG2
DUSP12,0.618999779,3.48E-05,0.00039923,0.119724326,0.097006832,DUSP12,-0.557891011,0.817907947,1,0.01726122,0.021536955,DUSP12
CCNL1,0.609803736,2.24E-15,7.68E-14,0.186535285,0.141145212,CCNL1,0.394059092,9.17E-07,1.62E-05,0.447065593,0.358296623,CCNL1
IRF9,0.609267533,8.25E-67,1.18E-64,0.408042376,0.318132524,IRF9,2.044660568,1.78E-55,4.19E-53,0.422899885,0.142437592,IRF9
RFX5,0.605482578,1.39E-08,2.64E-07,0.121945663,0.088439432,RFX5,2.611836672,0.674137622,1,0.010356732,0.002447381,RFX5
GPBP1,0.603389323,1.24E-73,1.95E-71,0.44113459,0.350612732,GPBP1,0.715369403,2.16E-27,1.78E-25,0.598388953,0.414096916,GPBP1
SHISA5,0.603260696,1.14E-188,3.74E-186,0.776955061,0.665546036,SHISA5,0.387122333,1.18E-13,4.21E-12,0.830264672,0.719530103,SHISA5
DCHS1,0.599878371,0.004057725,0.029529227,0.054849917,0.037414597,DCHS1,0,1,1,0,0,DCHS1
FCHSD2,0.59912926,9.80E-14,3.02E-12,0.158512274,0.114792322,FCHSD2,-0.50999254,0.516091164,1,0.073072497,0.084189917,FCHSD2
LRP10,0.592413604,7.79E-55,9.79E-53,0.377171499,0.298123848,LRP10,0.145204112,0.028888449,0.202046929,0.159378596,0.115026921,LRP10
HIVEP1,0.591826975,4.57E-08,8.10E-07,0.118300393,0.085999349,HIVEP1,0.969803214,5.70E-13,1.96E-11,0.293440736,0.158590308,HIVEP1
SERTAD1,0.588350236,9.09E-39,8.09E-37,0.317935866,0.251382713,SERTAD1,-1.482450604,0.969406367,1,0.001726122,0.002447381,SERTAD1
PPM1K,0.581195056,3.07E-05,0.000356284,0.082531184,0.057314825,PPM1K,-0.330977887,0.319936734,1,0.123130035,0.140479687,PPM1K
USP37,0.579511583,1.27E-09,2.71E-08,0.148601697,0.114087409,USP37,-0.023130039,0.98490307,1,0.121979287,0.121390113,USP37
IRF2,0.576607585,3.64E-98,7.32E-96,0.546334795,0.454777139,IRF2,0.968337715,3.27E-37,4.42E-35,0.579976985,0.363191385,IRF2
CHST11,0.564418375,0.004784654,0.03414783,0.060203907,0.043162347,CHST11,1.509633899,0.034804005,0.236631935,0.065592635,0.025942242,CHST11
TANK,0.564238608,1.85E-40,1.75E-38,0.350059805,0.284567834,TANK,0.935184062,1.91E-62,5.50E-60,0.808975834,0.581008321,TANK
SNX6,0.5624789,4.50E-46,4.91E-44,0.359685595,0.288417742,SNX6,0.149123281,0.003812264,0.034841195,0.410241657,0.345080764,SNX6
KDM6B,0.562211156,5.54E-13,1.62E-11,0.175257732,0.134150309,KDM6B,0.787474215,0.254927059,1,0.043153049,0.021536955,KDM6B
ADAR,0.559936941,3.28E-23,1.72E-21,0.242752179,0.187832122,ADAR,1.04658246,2.11E-05,0.000311014,0.1570771,0.077337249,ADAR
ANKFY1,0.556235552,6.04E-22,2.97E-20,0.237967762,0.185175144,ANKFY1,-0.257642686,0.698759223,1,0.081703107,0.088595203,ANKFY1
PARP10,0.554940164,6.58E-08,1.15E-06,0.126787037,0.094946318,PARP10,-0.279221952,0.947969687,1,0.021864212,0.023005384,PARP10
TAGAP_LOC107514722,0.55461514,4.99E-12,1.34E-10,0.182833058,0.144561327,TAGAP,,,,,,
CHD1,0.554538906,1.28E-49,1.47E-47,0.387822521,0.314553736,CHD1,0.559141159,1.04E-12,3.46E-11,0.524165708,0.390602056,CHD1
ABCG1,0.551498055,0.001748773,0.01401653,0.073645839,0.054874742,ABCG1,-20.57628822,0.91724206,1,0,0.001957905,ABCG1
MAML2,0.539843261,2.31E-34,1.80E-32,0.322606368,0.25615443,MAML2,1.44627893,0.332083327,1,0.027617952,0.009300049,MAML2
IMP4,0.539733946,7.95E-29,5.08E-27,0.279489662,0.217980696,IMP4,0.798825741,0.181174412,0.898311165,0.060414269,0.035242291,IMP4
MGAT4A,0.538498223,2.92E-13,8.70E-12,0.180896509,0.139030474,MGAT4A,-0.720861852,0.645037216,1,0.017836594,0.026431718,MGAT4A
RELB,0.538469791,3.98E-11,9.90E-10,0.164094094,0.126450493,RELB,0.815883636,0.014878208,0.114558537,0.119677791,0.075379344,RELB
PECAM1,0.536993861,1.05E-06,1.56E-05,0.142621177,0.116039475,PECAM1,0.824357808,0.807981529,1,0.010932106,0.006363191,PECAM1
TMCC3,0.53632313,0.005178781,0.036663531,0.059577377,0.042728554,TMCC3,-1.084410548,0.870159879,1,0.002301496,0.005384239,TMCC3
EHD4,0.530699015,2.46E-07,3.99E-06,0.159423592,0.132848932,EHD4,0.970906913,3.54E-67,1.17E-64,0.844073648,0.641213901,EHD4
HIVEP3,0.524161816,0.005313243,0.037501097,0.085436008,0.069623685,HIVEP3,1.125569224,5.50E-22,3.30E-20,0.383774453,0.208027411,HIVEP3
AIDA,0.522863209,5.82E-10,1.28E-08,0.161758843,0.12666739,AIDA,0.019850891,0.643954363,1,0.261795167,0.24865394,AIDA
ATAD1,0.522710562,7.33E-10,1.60E-08,0.160733611,0.12547446,ATAD1,-0.054796785,0.449633543,1,0.37456847,0.346059716,ATAD1
NFKB2,0.522622883,4.88E-12,1.32E-10,0.190522299,0.152803384,NFKB2,-0.37859872,0.634147067,1,0.063291139,0.071463534,NFKB2
MAP3K8,0.511562169,0.000167505,0.001703466,0.119040838,0.097820193,MAP3K8,1.814880013,3.96E-24,2.68E-22,0.281933257,0.094958395,MAP3K8
SLC38A2,0.510825992,8.26E-23,4.23E-21,0.271344763,0.218631385,SLC38A2,-0.192090869,0.055329273,0.350773766,0.65995397,0.651982379,SLC38A2
JAK2,0.510449529,7.61E-10,1.65E-08,0.155949194,0.120052055,JAK2,0.12803264,0.164610974,0.836059849,0.30264672,0.273127753,JAK2
ETV6,0.510367393,1.30E-06,1.91E-05,0.148943441,0.122871706,ETV6,0.856344879,1.01E-06,1.77E-05,0.210586881,0.117963779,ETV6
IRAK2,0.510345459,1.06E-12,3.06E-11,0.203052913,0.163973539,IRAK2,1.671281576,1.41E-51,2.85E-49,0.472382048,0.215859031,IRAK2
SPC25,0.509780645,0.005354348,0.037731251,0.07768981,0.061490077,SPC25,-0.608318627,0.368403383,1,0.055811277,0.072442487,SPC25
PLSCR3,0.509529054,4.17E-06,5.65E-05,0.111921171,0.0845353,PLSCR3,0,1,1,0,0,PLSCR3
ZC3HAV1,0.506646335,7.81E-68,1.16E-65,0.5226975,0.430105195,ZC3HAV1,2.156907797,6.09E-79,2.72E-76,0.505178366,0.186490455,ZC3HAV1
SEC23B,0.503964186,5.90E-05,0.000652154,0.107763285,0.084318404,SEC23B,0.442630589,2.17E-10,5.93E-09,0.527042578,0.410181106,SEC23B
TBPL1,0.503731549,0.000275718,0.002684231,0.093068292,0.071521527,TBPL1,0.495925874,0.330803402,1,0.075949367,0.057758199,TBPL1
NFKBIA,0.503183901,1.11E-73,1.76E-71,0.627669875,0.555308535,NFKBIA,1.451294184,4.58E-103,3.07E-100,0.810126582,0.539892315,NFKBIA
SAMHD1,0.501338005,2.23E-76,3.60E-74,0.595602893,0.517080577,SAMHD1,-0.736857533,0.862916737,1,0.014959724,0.018110622,SAMHD1
ATXN3,0.500918686,1.04E-07,1.77E-06,0.165574984,0.137891769,ATXN3,0.197391704,0.473263014,1,0.092059839,0.078316202,ATXN3
SOCS3,0.5000301,0.002274956,0.017705964,0.093353079,0.075805227,SOCS3,3.266439676,2.96E-16,1.26E-14,0.176639816,0.02349486,SOCS3
CREM,0.499767661,2.29E-09,4.79E-08,0.168935467,0.13523479,CREM,-0.63146311,0.591722348,1,0.017836594,0.027900147,CREM
SLC1A5,0.495516539,0.000239971,0.002362335,0.093637865,0.071846871,SLC1A5,-0.486272722,0.272817133,1,0.078826237,0.098874205,SLC1A5
TATDN1,0.492387205,7.99E-06,0.000102593,0.118642137,0.092452012,TATDN1,0.09530054,0.678356539,1,0.078250863,0.070484581,TATDN1
PLGRKT,0.487561673,3.82E-28,2.35E-26,0.301019536,0.242598417,PLGRKT,0.136385381,0.365569227,1,0.142117376,0.125795399,PLGRKT
TGFB1,0.487478644,4.00E-66,5.71E-64,0.514723472,0.439052164,TGFB1,0.217743471,0.014207232,0.110114847,0.435558113,0.392070485,TGFB1
SNX10,0.487388641,4.93E-14,1.57E-12,0.277325283,0.24585186,SNX10,2.135289431,9.15E-120,9.55E-117,0.678941312,0.362701909,SNX10
PAK1,0.486431986,5.10E-05,0.00056902,0.101099277,0.076998156,PAK1,1.354617953,0.996350774,1,0.000575374,0.000489476,PAK1
KLF6,0.479573518,2.70E-41,2.63E-39,0.415275958,0.352131005,KLF6,0.393048376,4.74E-11,1.37E-09,0.742232451,0.636319139,KLF6
PPP3CC,0.477148354,2.34E-09,4.88E-08,0.153500028,0.118316885,PPP3CC,-0.035456449,0.980372414,1,0.066743383,0.066079295,PPP3CC
HIVEP2,0.472195148,1.50E-16,5.57E-15,0.216722675,0.168691031,HIVEP2,0.418259323,1.57E-08,3.49E-07,0.490218642,0.375428292,HIVEP2
TOR1B,0.470925421,0.000893164,0.007694949,0.091872188,0.07222644,TOR1B,3.336671591,0.971980562,1,0.001150748,0.000489476,TOR1B
KCNA3,0.468161076,6.23E-46,6.77E-44,0.458278749,0.388190001,KCNA3,0,1,1,0,0,KCNA3
CCL5,0.462104917,2.16E-29,1.42E-27,0.566668565,0.501952066,CCL5,1.918091059,1.43E-33,1.59E-31,0.344073648,0.127753304,CCL5
STOML1,0.457068533,3.41E-16,1.24E-14,0.236600786,0.190597549,STOML1,0.024836883,0.140977706,0.738402206,0.36881473,0.325991189,STOML1
SAT1,0.455937684,2.33E-33,1.74E-31,0.457652218,0.420995554,SAT1,-0.150173098,0.664438361,1,0.108745685,0.098384728,SAT1
VMP1,0.450357735,9.10E-28,5.52E-26,0.37050749,0.317319163,VMP1,-0.585308313,0.225638148,1,0.097238205,0.118942731,VMP1
NUCB2,0.448569268,4.83E-12,1.31E-10,0.20675514,0.168148791,NUCB2,-0.02338076,0.794072109,1,0.542002301,0.512481645,NUCB2
IDH3A,0.445703536,0.000379222,0.003565472,0.119724326,0.099989155,IDH3A,-0.324369609,0.249128709,1,0.1283084,0.148800783,IDH3A
STAT4,0.444401324,1.90E-05,0.000230192,0.112718574,0.087192278,STAT4,-0.449258745,0.975055674,1,0.009205984,0.009789525,STAT4
ATP11B,0.443988174,7.68E-09,1.50E-07,0.167967193,0.134909446,ATP11B,0.170496225,0.000865294,0.009351351,0.487917146,0.415565345,ATP11B
BID,0.442563117,4.52E-10,1.01E-08,0.210115623,0.178668257,BID,1.248376012,5.01E-05,0.000693361,0.146720368,0.07195301,BID
ARAP2,0.437933207,2.08E-33,1.55E-31,0.378595432,0.309673571,ARAP2,0.383628994,1.38E-06,2.36E-05,0.391829689,0.299069995,ARAP2
FNBP4,0.434734911,7.40E-34,5.61E-32,0.387537734,0.323988721,FNBP4,0.204858139,0.002796093,0.026536027,0.34867664,0.287322565,FNBP4
RAB27A,0.430673599,2.62E-09,5.43E-08,0.187161816,0.154809674,RAB27A,0,1,1,0,0,RAB27A
SLC25A40,0.430591822,3.85E-05,0.000438402,0.107649371,0.082908578,SLC25A40,-0.240568489,0.972028235,1,0.001150748,0.000489476,SLC25A40
PGS1,0.429823101,7.26E-07,1.10E-05,0.170644188,0.144235983,PGS1,0.622193336,0.079388361,0.472654079,0.092635213,0.059226628,PGS1
B3GNT2,0.429476142,6.34E-06,8.29E-05,0.140172011,0.114250081,B3GNT2,-1.383249283,0.022291931,0.161694021,0.039125432,0.081742535,B3GNT2
MAN1A2,0.428447604,1.60E-19,7.00E-18,0.303582617,0.259245201,MAN1A2,-0.063529208,0.513544587,1,0.314729574,0.29319628,MAN1A2
PBX4,0.427941293,2.27E-09,4.75E-08,0.170872017,0.135993927,PBX4,-0.190779284,0.849870989,1,0.078826237,0.081742535,PBX4
BCL3,0.425922692,1.87E-06,2.68E-05,0.164549752,0.139355818,BCL3,1.480982065,0.193471017,0.938701972,0.039125432,0.014684288,BCL3
MAP3K1,0.425294518,1.43E-22,7.25E-21,0.317708037,0.267758378,MAP3K1,0.020351401,0.289991343,1,0.337744534,0.310327949,MAP3K1
RAPGEF2,0.424354076,2.78E-05,0.000324445,0.117787777,0.09256046,RAPGEF2,-0.280519158,0.433720953,1,0.195051784,0.207537934,RAPGEF2
UNC93B1,0.423679531,0.000107982,0.001138961,0.147348636,0.12748075,UNC93B1,0.376160502,1.37E-05,0.00020829,0.319332566,0.236417034,UNC93B1
IKBKE,0.422906041,2.50E-05,0.000294368,0.144671641,0.121733001,IKBKE,0.692291975,0.050130442,0.322608385,0.100690449,0.063631914,IKBKE
PARP8,0.422630072,1.73E-08,3.23E-07,0.158683146,0.124444203,PARP8,-0.270413548,0.856318567,1,0.084004603,0.086147822,PARP8
TOR1AIP1,0.422576815,1.14E-15,3.97E-14,0.254599305,0.211528034,TOR1AIP1,0.223518357,0.70727602,1,0.035097814,0.027900147,TOR1AIP1
DNAJC13,0.421099871,1.51E-08,2.85E-07,0.206014695,0.177963345,DNAJC13,-0.393059641,0.003113773,0.029225873,0.366513234,0.395496818,DNAJC13
BRMS1L,0.418951273,0.003305918,0.024705861,0.087144729,0.069786357,BRMS1L,0.101452343,0.850386432,1,0.024165708,0.020558003,BRMS1L
TRAF2,0.414787114,0.001036729,0.008760394,0.111009854,0.092343564,TRAF2,0.537941277,7.43E-06,0.000117574,0.269850403,0.183064121,TRAF2
ERAP1,0.41374594,3.51E-12,9.62E-11,0.240872586,0.204858475,ERAP1,0.512744308,0.001154084,0.012042508,0.169735328,0.107195301,ERAP1
TIPARP_LOC107507585,0.410962582,5.27E-05,0.000586584,0.167283705,0.146892962,TIPARP,,,,,,
TLR3,0.40986827,8.61E-05,0.000925491,0.105428034,0.081498753,TLR3,-1.315129876,0.79294276,1,0.006329114,0.011257954,TLR3
RRAS2,0.409860611,1.01E-05,0.000127137,0.118926924,0.092180891,RRAS2,-0.505868733,0.915071733,1,0.00287687,0.004894763,RRAS2
PTPN2,0.409662962,8.40E-30,5.56E-28,0.383835507,0.328760438,PTPN2,0.608903527,3.11E-25,2.25E-23,0.698504028,0.539402839,PTPN2
NFKB1,0.405872315,6.67E-12,1.78E-10,0.264509882,0.233705672,NFKB1,0.609475017,1.28E-21,7.49E-20,0.674913694,0.51835536,NFKB1
CCDC71L,0.405118912,1.69E-08,3.17E-07,0.180782594,0.148357011,CCDC71L,1.285554767,0.136202993,0.720734753,0.047180667,0.019089574,CCDC71L
DTNBP1,0.404304028,5.03E-08,8.85E-07,0.180725636,0.149875285,DTNBP1,-0.49055475,0.569112728,1,0.073072497,0.082232012,DTNBP1
LSM6,0.404154211,3.65E-23,1.90E-21,0.340092271,0.290749376,LSM6,0.007426586,0.1218531,0.657117609,0.499424626,0.444444444,LSM6
TMC6,0.401848465,0.000341955,0.003253418,0.117332118,0.09684416,TMC6,-0.234477639,0.963663289,1,0.046029919,0.046500245,TMC6
DDX3X,0.401373088,4.59E-28,2.83E-26,0.397619183,0.350016267,DDX3X,0.444394678,9.51E-18,4.69E-16,0.862485616,0.734703867,DDX3X
ATP13A1,0.39851892,0.006642625,0.045671525,0.091644358,0.075805227,ATP13A1,-0.002456583,0.430864728,1,0.246260069,0.227116985,ATP13A1
AGO2,0.397251606,2.48E-11,6.30E-10,0.217178333,0.179264722,AGO2,0.648402393,7.62E-16,3.15E-14,0.426352129,0.271169848,AGO2
GRIPAP1,0.395788133,5.80E-10,1.28E-08,0.208919519,0.174438781,GRIPAP1,0.09562277,0.488780845,1,0.146144994,0.13215859,GRIPAP1
RUNX3,0.393604845,9.37E-16,3.30E-14,0.253175372,0.206485197,RUNX3,0.206072301,0.947588885,1,0.008055236,0.009300049,RUNX3
CHMP5,0.392683566,4.14E-12,1.13E-10,0.251295779,0.217980696,CHMP5,0.380227834,1.28E-14,4.82E-13,0.781357883,0.668135095,CHMP5
PRKD2,0.391700536,0.000179936,0.001815423,0.109984622,0.087571847,PRKD2,-0.015129135,0.935576424,1,0.013808976,0.012236907,PRKD2
CMAH_LOC107508867,0.388099611,3.15E-09,6.45E-08,0.168650681,0.132306691,CMAH,,,,,,
AFF1,0.387362182,3.46E-07,5.50E-06,0.187731389,0.160286303,AFF1,-1.145216942,0.730951425,1,0.00575374,0.012236907,AFF1
ELF1,0.385852844,4.45E-40,4.17E-38,0.497351484,0.439160612,ELF1,0.482755721,1.60E-14,6.00E-13,0.606444189,0.459618209,ELF1
CD81,0.38086167,2.34E-81,4.04E-79,0.733268782,0.676716191,CD81,0.630902588,0.000181207,0.002246779,0.224395857,0.155653451,CD81
SYNE2,0.379972667,1.29E-44,1.38E-42,0.576465228,0.506506886,SYNE2,-0.819314718,0.969406367,1,0.001726122,0.002447381,SYNE2
DOCK10,0.377511561,6.26E-31,4.32E-29,0.439198041,0.390142067,DOCK10,0.838980675,2.17E-16,9.40E-15,0.410817031,0.266764562,DOCK10
