	Turtle-5-control-2	Turtle-5-control-1	Turtle-5-8h-PIC	Turtle-3-8h-PIC
ENSCPBG00000005337	860	676	961	1236
ENSCPBG00000005338	7	11	12	98
ENSCPBG00000005131	495	490	484	1159
ENSCPBG00000005766	0	3	0	4
ENSCPBG00000017962	2	2	0	0
ENSCPBG00000008865	32	33	26	11
ENSCPBG00000005341	3	0	12	15
ENSCPBG00000015118	53	44	20	18
ENSCPBG00000008995	513	551	481	772
ENSCPBG00000005349	1458	1252	1003	1985
ENSCPBG00000010024	311	313	226	568
ENSCPBG00000010851	39	41	17	59
ENSCPBG00000005358	52	36	45	32
ENSCPBG00000005363	3308	2596	4072	3429
ENSCPBG00000003972	145	136	115	92
ENSCPBG00000026952	2	1	2	1
ENSCPBG00000005372	315	274	201	294
ENSCPBG00000005374	236	356	168	350
ENSCPBG00000023763	7637	7409	7335	8546
ENSCPBG00000005375	165	113	151	155
ENSCPBG00000008829	379	284	249	216
ENSCPBG00000021023	85	59	146	57
ENSCPBG00000018553	76	63	114	57
ENSCPBG00000003485	334	365	322	324
ENSCPBG00000005381	1054	894	881	608
ENSCPBG00000004882	483	432	293	298
ENSCPBG00000005476	410	278	289	574
ENSCPBG00000005386	2391	1859	2978	2470
ENSCPBG00000009993	5064	4756	4740	18725
ENSCPBG00000008791	72	52	101	7
ENSCPBG00000005392	45	31	24	15
ENSCPBG00000017028	241	225	235	262
ENSCPBG00000005397	665	521	498	721
ENSCPBG00000003558	1153	938	782	3354
ENSCPBG00000022462	19	22	27	4
ENSCPBG00000005404	0	1	5	2
ENSCPBG00000004673	209	147	103	180
ENSCPBG00000020995	219	171	172	146
ENSCPBG00000012006	7	4	3	15
ENSCPBG00000005423	1	1	2	2
ENSCPBG00000005408	1493	1320	1543	1424
ENSCPBG00000024362	124	115	116	225
ENSCPBG00000000368	180	188	148	127
ENSCPBG00000005410	5	4	7	1
ENSCPBG00000003515	185	169	141	90
ENSCPBG00000005412	13	15	9	155
ENSCPBG00000005890	101	76	102	74
ENSCPBG00000011698	172	160	180	157
ENSCPBG00000003981	63	70	71	99
ENSCPBG00000001475	620	498	601	595
ENSCPBG00000023617	1096	906	912	1679
ENSCPBG00000013869	109	157	91	156
ENSCPBG00000004970	0	3	2	0
ENSCPBG00000005426	1312	1322	1193	937
ENSCPBG00000005867	557	531	569	614
ENSCPBG00000008879	142	133	157	149
ENSCPBG00000022414	94	107	77	54
ENSCPBG00000027486	1068	809	1381	2222
ENSCPBG00000019175	154	115	121	2962
ENSCPBG00000005430	7	8	3	12
ENSCPBG00000005728	294	271	67	376
ENSCPBG00000012721	4	1	5	0
ENSCPBG00000003424	75	64	44	59
ENSCPBG00000027532	66	52	67	1263
ENSCPBG00000005433	30	53	22	32
ENSCPBG00000022499	0	2	3	0
ENSCPBG00000008314	156	172	177	139
ENSCPBG00000005434	1490	1206	1903	1230
ENSCPBG00000020661	17	10	19	13
ENSCPBG00000026476	761	763	244	6350
ENSCPBG00000005439	58	58	57	21
ENSCPBG00000019021	1	0	19	989
ENSCPBG00000025619	240	304	257	476
ENSCPBG00000006367	122	125	75	121
ENSCPBG00000004051	51	43	17	292
ENSCPBG00000001371	441	336	217	699
ENSCPBG00000005500	390	390	142	884
ENSCPBG00000000755	243	247	242	360
ENSCPBG00000005454	205	157	150	117
ENSCPBG00000017476	47	46	21	41
ENSCPBG00000027665	6	2	2	6
ENSCPBG00000025180	8	9	5	4
ENSCPBG00000021228	114	102	155	106
ENSCPBG00000017562	103	93	65	112
ENSCPBG00000012502	464	353	360	374
ENSCPBG00000008848	4	1	0	3
ENSCPBG00000018655	678	685	356	923
ENSCPBG00000005475	177	198	132	346
ENSCPBG00000002649	91	71	91	370
ENSCPBG00000016203	0	3	0	3
ENSCPBG00000020742	81	113	51	289
ENSCPBG00000027979	14	28	30	43
ENSCPBG00000008864	159	144	181	76
ENSCPBG00000011093	21	13	20	478
ENSCPBG00000013848	254	193	157	360
ENSCPBG00000006077	0	0	2	2
ENSCPBG00000009985	64	58	72	12
ENSCPBG00000019604	797	733	612	870
ENSCPBG00000012335	0	0	2	7
ENSCPBG00000011817	1267	1028	1297	513
ENSCPBG00000007514	39	40	40	44
ENSCPBG00000011184	39	31	26	16
ENSCPBG00000006537	376	299	433	488
ENSCPBG00000023702	2	0	0	2
ENSCPBG00000017912	13	15	20	8
ENSCPBG00000018866	687	651	675	854
ENSCPBG00000020992	19	33	14	157
ENSCPBG00000000840	189	188	228	161
ENSCPBG00000002072	7	1	2	1
ENSCPBG00000018928	575	397	547	433
ENSCPBG00000005509	1605	1440	950	2213
ENSCPBG00000010619	206	187	87	430
ENSCPBG00000012044	2774	2067	3011	1944
ENSCPBG00000001037	64	70	114	86
ENSCPBG00000001788	377	322	314	137
ENSCPBG00000004670	473	442	630	396
ENSCPBG00000013583	70	54	51	62
ENSCPBG00000024274	46	15	22	573
ENSCPBG00000011298	330	313	211	673
ENSCPBG00000009349	68	75	56	46
ENSCPBG00000005521	31	22	19	42
ENSCPBG00000015189	333	307	342	628
ENSCPBG00000020866	297	297	189	423
ENSCPBG00000003652	169	123	147	123
ENSCPBG00000005533	470	470	194	308
ENSCPBG00000003950	369	334	276	370
ENSCPBG00000001849	694	581	558	380
ENSCPBG00000020675	1679	1657	1223	2191
ENSCPBG00000027561	1005	827	1065	1226
ENSCPBG00000003522	24	9	21	38
ENSCPBG00000021261	1	8	3	0
ENSCPBG00000012692	397	274	454	388
ENSCPBG00000025860	1598	1305	1779	755
ENSCPBG00000005257	35	14	26	32
ENSCPBG00000006390	613	668	435	483
ENSCPBG00000023057	839	658	698	696
ENSCPBG00000026396	57899	29529	79217	9302
ENSCPBG00000011915	288	292	584	1749
ENSCPBG00000006164	146	159	190	342
ENSCPBG00000014590	8	9	4	337
ENSCPBG00000012753	382	372	377	560
ENSCPBG00000005569	99	95	53	234
ENSCPBG00000005570	2	1	1	8
ENSCPBG00000005571	359	220	339	265
ENSCPBG00000022728	426	309	434	469
ENSCPBG00000005580	2	7	2	23
ENSCPBG00000012640	909	847	484	581
ENSCPBG00000005904	1	2	2	0
ENSCPBG00000002609	167	112	81	80
ENSCPBG00000015900	106	141	129	234
ENSCPBG00000018586	6	4	4	6
ENSCPBG00000015987	20	18	8	32
ENSCPBG00000005584	79	100	68	82
ENSCPBG00000026139	412	251	230	123
ENSCPBG00000015849	108	89	91	74
ENSCPBG00000006655	43	58	65	54
ENSCPBG00000026444	1151	1150	846	476
ENSCPBG00000005591	107	100	58	131
ENSCPBG00000014058	53	46	51	64
ENSCPBG00000013628	40	27	23	56
ENSCPBG00000021937	34	30	9	718
ENSCPBG00000006003	47	67	40	69
ENSCPBG00000005600	22	25	17	17
ENSCPBG00000003703	233	185	172	258
ENSCPBG00000005602	1	4	0	2
ENSCPBG00000008299	70	81	59	35
ENSCPBG00000023906	8	8	4	6
ENSCPBG00000006462	64	31	34	87
ENSCPBG00000005608	211	177	168	312
ENSCPBG00000012616	347	211	362	421
ENSCPBG00000009966	1648	1738	1350	3874
ENSCPBG00000011446	611	669	528	513
ENSCPBG00000021918	44	33	25	20
ENSCPBG00000009448	376	362	292	521
ENSCPBG00000016319	16141	16090	9319	17051
ENSCPBG00000004969	47	55	49	49
ENSCPBG00000005631	62	57	62	118
ENSCPBG00000016758	196	163	191	665
ENSCPBG00000001138	5508	4494	4527	6277
ENSCPBG00000005648	280	238	143	167
ENSCPBG00000001007	4	2	7	40
ENSCPBG00000006959	2	0	4	1
ENSCPBG00000010211	119	129	67	167
ENSCPBG00000015255	43	61	42	53
ENSCPBG00000024508	22	14	11	30
ENSCPBG00000011245	1	2	2	4
ENSCPBG00000020386	3257	2558	2381	2465
ENSCPBG00000027393	229	187	136	190
ENSCPBG00000012168	208	131	147	73
ENSCPBG00000022829	30	28	7	23
ENSCPBG00000027313	45	32	26	9
ENSCPBG00000006429	7	7	9	18
ENSCPBG00000003012	56	73	47	38
ENSCPBG00000005512	370	371	282	230
ENSCPBG00000026062	3	0	4	0
ENSCPBG00000009938	49	22	37	15
ENSCPBG00000020870	60	46	49	79
ENSCPBG00000010955	128	158	106	98
ENSCPBG00000005673	88	77	75	73
ENSCPBG00000016163	51	43	21	40
ENSCPBG00000027396	3	12	2	7
ENSCPBG00000005676	47	56	26	51
ENSCPBG00000007520	173	139	120	129
ENSCPBG00000005966	2	2	8	52
ENSCPBG00000009047	19130	14582	25576	8965
ENSCPBG00000009036	1799	1527	1470	1721
ENSCPBG00000005697	255	248	183	183
ENSCPBG00000014505	980	890	824	2927
ENSCPBG00000006286	5	5	2	18
ENSCPBG00000002305	636	525	487	356
ENSCPBG00000005714	192	198	147	285
ENSCPBG00000006810	3	0	0	66
ENSCPBG00000018690	1	1	3	50
ENSCPBG00000011908	26	20	31	32
ENSCPBG00000012166	318	225	423	181
ENSCPBG00000006490	1	2	0	8
ENSCPBG00000014898	155	90	135	88
ENSCPBG00000009990	3969	3501	3792	8180
ENSCPBG00000010964	4690	4517	3885	3451
ENSCPBG00000001708	356	318	275	161
ENSCPBG00000005723	223	227	129	177
ENSCPBG00000008401	246	317	132	333
ENSCPBG00000018384	227	229	116	650
ENSCPBG00000019371	35	47	17	21
ENSCPBG00000005724	1810	1755	1392	4600
ENSCPBG00000005725	7	12	5	3
ENSCPBG00000002778	102	129	97	133
ENSCPBG00000005731	222	223	189	250
ENSCPBG00000009318	196	126	90	91
ENSCPBG00000005739	40	31	50	28
ENSCPBG00000009377	40	50	19	5
ENSCPBG00000005720	610	581	524	5400
ENSCPBG00000013034	2421	2030	2375	1464
ENSCPBG00000011173	241	223	161	224
ENSCPBG00000012626	20	21	18	70
ENSCPBG00000013767	1104	968	1063	921
ENSCPBG00000018405	386	349	308	408
ENSCPBG00000005750	316	261	278	894
ENSCPBG00000018398	2	0	0	5
ENSCPBG00000005753	640	648	706	1230
ENSCPBG00000017850	330	294	303	330
ENSCPBG00000006289	58	49	7	1887
ENSCPBG00000027097	11	10	11	10
ENSCPBG00000007110	160	177	126	1308
ENSCPBG00000011169	78	51	72	47
ENSCPBG00000005768	3658	3728	3585	7264
ENSCPBG00000003547	76	42	72	1341
ENSCPBG00000005789	74	66	62	35
ENSCPBG00000011039	72	73	40	87
ENSCPBG00000028070	178	109	70	84
ENSCPBG00000020121	18	10	17	10
ENSCPBG00000025993	68	67	80	115
ENSCPBG00000027021	2	2	0	0
ENSCPBG00000024397	219	238	199	502
ENSCPBG00000007125	121	126	58	58
ENSCPBG00000009327	205	197	163	222
ENSCPBG00000005795	198	166	161	247
ENSCPBG00000018570	45	30	24	31
ENSCPBG00000021911	123	125	68	110
ENSCPBG00000026361	61	53	63	131
ENSCPBG00000012455	992	1026	1029	870
ENSCPBG00000012754	1602	1738	1232	2924
ENSCPBG00000018098	7877	7436	7968	6396
ENSCPBG00000007725	56	52	48	412
ENSCPBG00000023093	44	32	55	54
ENSCPBG00000026731	1051	924	946	1833
ENSCPBG00000005811	3	12	3	135
ENSCPBG00000001193	1	0	2	2
ENSCPBG00000005823	268	224	421	133
ENSCPBG00000015913	838	599	844	1787
ENSCPBG00000009986	4	5	6	52
ENSCPBG00000005835	156	114	125	124
ENSCPBG00000005839	1054	1139	824	990
ENSCPBG00000004747	1029	979	1153	1138
ENSCPBG00000011805	12	9	10	225
ENSCPBG00000026213	346	299	364	456
ENSCPBG00000006802	1	1	2	4
ENSCPBG00000012687	2460	2037	2022	1457
ENSCPBG00000020208	2528	2584	1954	6339
ENSCPBG00000023162	78	73	45	49
ENSCPBG00000027061	1532	1183	1508	2137
ENSCPBG00000007200	5	4	10	12
ENSCPBG00000022574	87	67	59	516
ENSCPBG00000009908	389	261	478	452
ENSCPBG00000002746	264	201	238	389
ENSCPBG00000005859	130	90	110	135
ENSCPBG00000005866	28	14	32	175
ENSCPBG00000001117	15	6	2	173
ENSCPBG00000006701	14	9	15	4
ENSCPBG00000025152	163	137	104	790
ENSCPBG00000005870	659	669	677	1167
ENSCPBG00000005874	496	483	467	86
ENSCPBG00000013957	61	64	79	876
ENSCPBG00000025142	1660	1825	835	1044
ENSCPBG00000019113	839	698	891	640
ENSCPBG00000024676	15	16	22	60
ENSCPBG00000010314	1557	1318	1441	1983
ENSCPBG00000013122	169	153	154	166
ENSCPBG00000009112	658	681	560	1935
ENSCPBG00000006923	642	528	680	420
ENSCPBG00000027649	542	435	477	789
ENSCPBG00000005241	235	159	213	134
ENSCPBG00000005893	48	37	53	15
ENSCPBG00000005313	45	26	25	39
ENSCPBG00000005894	174	118	117	195
ENSCPBG00000014563	2126	1641	2842	1143
ENSCPBG00000018952	747	607	886	531
ENSCPBG00000001152	559	503	312	751
ENSCPBG00000006982	409	316	312	669
ENSCPBG00000015874	291	174	271	215
ENSCPBG00000005909	6	5	21	1228
ENSCPBG00000003392	396	367	520	280
ENSCPBG00000010364	141	123	77	207
ENSCPBG00000018718	377	380	247	121
ENSCPBG00000005922	245	282	340	161
ENSCPBG00000005928	415	350	332	230
ENSCPBG00000013072	1251	940	1182	2305
ENSCPBG00000023213	71	51	67	79
ENSCPBG00000024436	4711	3591	5280	5716
ENSCPBG00000028136	379	256	475	463
ENSCPBG00000001466	7168	7225	6506	5851
ENSCPBG00000005931	27	39	23	6
ENSCPBG00000010408	139	171	153	345
ENSCPBG00000005935	77	66	35	188
ENSCPBG00000012970	1	5	2	0
ENSCPBG00000024332	6	11	1	6
ENSCPBG00000011049	279	256	194	354
ENSCPBG00000004184	103	89	177	97
ENSCPBG00000023089	168	108	264	293
ENSCPBG00000008928	302	269	299	48
ENSCPBG00000000056	240	289	91	204
ENSCPBG00000020644	12	16	13	21
ENSCPBG00000011996	154	113	144	68
ENSCPBG00000004106	658	567	431	489
ENSCPBG00000023534	17	28	20	113
ENSCPBG00000023998	68	37	68	85
ENSCPBG00000025501	716	828	397	1019
ENSCPBG00000027583	68	74	65	210
ENSCPBG00000009122	99	92	102	1613
ENSCPBG00000021465	397	360	377	285
ENSCPBG00000005962	413	408	397	587
ENSCPBG00000008189	199	192	91	240
ENSCPBG00000000376	75	38	95	99
ENSCPBG00000023605	3	10	3	8
ENSCPBG00000007026	688	630	472	658
ENSCPBG00000008391	578	459	624	596
ENSCPBG00000022543	280	217	268	164
ENSCPBG00000005250	18	19	18	40
ENSCPBG00000023680	390	365	175	467
ENSCPBG00000005967	123	115	69	81
ENSCPBG00000012854	2132	2040	2018	2394
ENSCPBG00000009003	65	65	45	92
ENSCPBG00000005970	470	446	488	432
ENSCPBG00000002686	4762	4453	5477	4328
ENSCPBG00000023920	185	198	89	196
ENSCPBG00000015048	295	370	213	245
ENSCPBG00000013840	83	95	89	81
ENSCPBG00000026779	1676	1234	1864	9128
ENSCPBG00000001251	446	434	513	930
ENSCPBG00000005986	47	52	44	53
ENSCPBG00000009789	61	59	24	313
ENSCPBG00000003658	446	426	271	458
ENSCPBG00000006233	10	0	6	9
ENSCPBG00000015216	97	65	40	185
ENSCPBG00000003193	282	274	284	142
ENSCPBG00000010648	562	571	403	2737
ENSCPBG00000009375	17	29	26	81
ENSCPBG00000024343	1058	913	499	2194
ENSCPBG00000006259	436	548	253	196
ENSCPBG00000010746	6826	3411	10032	3689
ENSCPBG00000008844	954	631	971	741
ENSCPBG00000016420	31	27	16	16
ENSCPBG00000004273	0	5	3	1
ENSCPBG00000009810	35	43	32	65
ENSCPBG00000004990	87	88	81	119
ENSCPBG00000006017	751	619	404	407
ENSCPBG00000015638	78	39	89	143
ENSCPBG00000010296	3	1	4	0
ENSCPBG00000008710	17	21	20	203
ENSCPBG00000008562	22	18	24	161
ENSCPBG00000015521	369	350	263	359
ENSCPBG00000011506	1141	894	1387	1399
ENSCPBG00000006022	20	25	13	7
ENSCPBG00000006023	3	5	1	0
ENSCPBG00000006639	175	127	122	130
ENSCPBG00000011533	79	73	84	109
ENSCPBG00000012684	151	175	172	157
ENSCPBG00000020189	142	103	103	121
ENSCPBG00000016791	969	1035	817	1397
ENSCPBG00000006032	477	356	388	134
ENSCPBG00000006042	1225	1028	1079	887
ENSCPBG00000006605	6	5	4	39
ENSCPBG00000018892	66	57	36	72
ENSCPBG00000004100	574	583	541	826
ENSCPBG00000009395	16	10	20	5
ENSCPBG00000019030	50	90	47	21
ENSCPBG00000020628	10	8	3	7
ENSCPBG00000016220	242	252	235	142
ENSCPBG00000006061	34	30	36	76
ENSCPBG00000006270	29	46	43	51
ENSCPBG00000026178	2179	2193	1353	2974
ENSCPBG00000006062	407	563	248	213
ENSCPBG00000011089	42	62	45	131
ENSCPBG00000000915	352	279	346	214
ENSCPBG00000011513	5	8	1	4
ENSCPBG00000002134	119	89	66	45
ENSCPBG00000026761	192	147	142	418
ENSCPBG00000014588	2	0	2	11
ENSCPBG00000010563	0	2	3	2
ENSCPBG00000006897	1349	1065	1591	2756
ENSCPBG00000002178	470	467	425	1036
ENSCPBG00000006076	1799	1540	1195	1501
ENSCPBG00000006632	758	625	458	1015
ENSCPBG00000005853	7	4	8	1854
ENSCPBG00000008891	233	283	92	132
ENSCPBG00000003301	263	254	236	175
ENSCPBG00000022051	2	2	0	1
ENSCPBG00000021168	458	443	448	253
ENSCPBG00000016912	1465	1150	1249	430
ENSCPBG00000027186	346	385	349	949
ENSCPBG00000006083	66	61	151	21
ENSCPBG00000024817	70	61	55	68
ENSCPBG00000014155	443	649	336	2097
ENSCPBG00000006087	36	23	50	367
ENSCPBG00000017627	82	94	76	138
ENSCPBG00000023914	69	78	83	74
ENSCPBG00000006093	383	323	314	289
ENSCPBG00000012907	442	433	320	303
ENSCPBG00000009602	2904	2179	2993	1303
ENSCPBG00000021263	1571	1320	1738	1666
ENSCPBG00000003020	430	327	486	306
ENSCPBG00000006105	557	418	427	733
ENSCPBG00000020065	300	248	244	190
ENSCPBG00000010229	371	271	343	204
ENSCPBG00000018221	1111	1193	721	958
ENSCPBG00000006111	686	827	551	1414
ENSCPBG00000006938	206	186	160	63
ENSCPBG00000027132	9303	4456	14385	5528
ENSCPBG00000006124	946	676	1313	1005
ENSCPBG00000006125	68	41	37	20
ENSCPBG00000006582	203	251	143	116
ENSCPBG00000006126	671	787	714	1120
ENSCPBG00000018238	24	19	15	18
ENSCPBG00000007681	3	3	1	0
ENSCPBG00000007267	86	57	38	95
ENSCPBG00000002422	96	46	192	132
ENSCPBG00000006137	734	625	634	1734
ENSCPBG00000014550	969	710	982	30944
ENSCPBG00000006138	23	31	18	18
ENSCPBG00000016895	676	513	731	677
ENSCPBG00000005090	14	29	23	66
ENSCPBG00000006143	97	77	113	119
ENSCPBG00000006144	7947	6104	6744	15670
ENSCPBG00000006146	1	0	2	2
ENSCPBG00000000333	749	645	519	339
ENSCPBG00000006147	211	225	181	215
ENSCPBG00000015492	78	65	63	57
ENSCPBG00000006859	598	564	577	522
ENSCPBG00000017755	11	15	22	15
ENSCPBG00000025655	71	61	59	58
ENSCPBG00000006155	254	188	227	575
ENSCPBG00000002035	56	69	74	128
ENSCPBG00000008984	191	135	218	160
ENSCPBG00000000883	2067	1333	2374	1037
ENSCPBG00000014774	182	222	187	213
ENSCPBG00000023747	830	730	514	713
ENSCPBG00000004395	112	97	108	204
ENSCPBG00000000585	894	690	570	17188
ENSCPBG00000017159	348	314	207	492
ENSCPBG00000001168	144	129	45	123
ENSCPBG00000004345	577	521	689	840
ENSCPBG00000006791	10	7	9	196
ENSCPBG00000011498	11	9	24	1
ENSCPBG00000009790	153	148	82	74
ENSCPBG00000018662	189	190	110	1187
ENSCPBG00000006180	250	203	190	197
ENSCPBG00000004449	1631	1812	1679	1488
ENSCPBG00000006184	7	8	3	5
ENSCPBG00000005133	15	14	31	9
ENSCPBG00000005514	8	2	9	14
ENSCPBG00000006195	692	591	423	1033
ENSCPBG00000007663	21	23	19	36
ENSCPBG00000006198	192	176	141	80
ENSCPBG00000016746	4	2	3	0
ENSCPBG00000007616	255	194	213	264
ENSCPBG00000010666	233	216	165	289
ENSCPBG00000021597	61	41	54	35
ENSCPBG00000023176	151	148	157	314
ENSCPBG00000013014	84	49	28	29
ENSCPBG00000026550	98	66	82	28
ENSCPBG00000006203	22	25	24	15
ENSCPBG00000015144	57	44	20	52
ENSCPBG00000009102	2	1	6	11
ENSCPBG00000004966	669	573	362	686
ENSCPBG00000002419	302	300	185	1973
ENSCPBG00000006212	23	30	14	28
ENSCPBG00000006214	422	341	328	600
ENSCPBG00000022727	12	16	11	8
ENSCPBG00000024571	177	162	144	206
ENSCPBG00000027893	183	190	97	116
ENSCPBG00000013776	108	89	87	366
ENSCPBG00000006827	21	16	10	9
ENSCPBG00000007213	149	113	124	222
ENSCPBG00000006925	129	72	116	2549
ENSCPBG00000006227	52	13	74	44
ENSCPBG00000013941	152	160	198	80
ENSCPBG00000006650	11	7	6	0
ENSCPBG00000006177	2634	2547	2214	4403
ENSCPBG00000003569	1133	877	1652	448
ENSCPBG00000006249	93	102	70	12
ENSCPBG00000009477	50	27	31	58
ENSCPBG00000006251	59	57	23	35
ENSCPBG00000006613	286	282	271	2230
ENSCPBG00000018833	933	712	1308	922
ENSCPBG00000006271	553	514	539	868
ENSCPBG00000014633	7198	6827	5425	68106
ENSCPBG00000006272	185	198	128	600
ENSCPBG00000006943	1141	848	1275	1077
ENSCPBG00000006273	80	87	101	198
ENSCPBG00000028122	85	44	75	113
ENSCPBG00000021583	0	0	3	4
ENSCPBG00000006274	37	52	16	22
ENSCPBG00000027004	10	29	5	11
ENSCPBG00000002310	3	1	4	6
ENSCPBG00000007701	13	5	21	4
ENSCPBG00000006676	8	6	6	3
ENSCPBG00000021728	4	0	7	0
ENSCPBG00000006225	445	469	429	527
ENSCPBG00000006818	20	6	27	4
ENSCPBG00000018636	8	3	6	13
ENSCPBG00000010221	104	129	103	214
ENSCPBG00000003540	2	0	0	5
ENSCPBG00000014250	146	119	83	15072
ENSCPBG00000006287	10	8	19	148
ENSCPBG00000006292	705	632	476	202
ENSCPBG00000019631	2	1	3	3
ENSCPBG00000025563	265	183	214	518
ENSCPBG00000025551	27	6	19	9
ENSCPBG00000019074	9	10	12	6
ENSCPBG00000003770	137	103	239	100
ENSCPBG00000014737	17	13	16	5
ENSCPBG00000011768	52	51	18	11
ENSCPBG00000025302	6713	5203	13874	4273
ENSCPBG00000018438	141	149	116	52
ENSCPBG00000023736	2	2	2	4
ENSCPBG00000006303	2725	2538	1994	3291
ENSCPBG00000004123	328	263	364	119
ENSCPBG00000013866	183	140	115	15
ENSCPBG00000019441	133	99	88	844
ENSCPBG00000024510	82	49	28	1065
ENSCPBG00000008081	26	39	23	53
ENSCPBG00000000028	4	4	5	6
ENSCPBG00000018170	884	977	1135	4984
ENSCPBG00000002707	61	130	69	99
ENSCPBG00000003572	1	2	0	4
ENSCPBG00000019133	6	19	20	10
ENSCPBG00000017547	24	13	13	8
ENSCPBG00000011079	4	4	4	2
ENSCPBG00000003478	4	2	1	12
ENSCPBG00000006323	18	25	11	27
ENSCPBG00000019394	9	10	3	18
ENSCPBG00000006407	4	10	7	49
ENSCPBG00000006560	1015	770	844	681
ENSCPBG00000016485	109	89	84	10
ENSCPBG00000012733	139	123	132	415
ENSCPBG00000011444	0	4	3	0
ENSCPBG00000007131	8	12	4	3
ENSCPBG00000014871	1829	1428	2424	2761
ENSCPBG00000019224	20	11	12	44
ENSCPBG00000006347	44	28	33	5
ENSCPBG00000006357	55	30	32	41
ENSCPBG00000009991	242	195	193	113
ENSCPBG00000022787	15948	10119	22027	12169
ENSCPBG00000009503	1190	972	1061	1023
ENSCPBG00000013799	282	292	292	198
ENSCPBG00000008885	33	33	30	103
ENSCPBG00000007120	36	18	33	6
ENSCPBG00000021746	421	338	433	238
ENSCPBG00000006363	657	548	569	535
ENSCPBG00000019950	10	1	2	18
ENSCPBG00000017922	4	1	6	2
ENSCPBG00000013956	76	79	46	43
ENSCPBG00000006369	987	965	920	1067
ENSCPBG00000006371	1051	822	1307	1383
ENSCPBG00000022052	1596	1912	2257	6025
ENSCPBG00000006385	47	38	21	27
ENSCPBG00000013592	279	178	99	287
ENSCPBG00000023778	131	73	93	130
ENSCPBG00000006386	1	2	3	0
ENSCPBG00000014921	10	5	3	0
ENSCPBG00000011917	87	80	84	105
ENSCPBG00000006394	311	276	319	292
ENSCPBG00000025780	134	135	83	136
ENSCPBG00000006397	289	257	208	262
ENSCPBG00000006402	380	397	184	445
ENSCPBG00000003212	46	58	33	38
ENSCPBG00000010665	5459	4494	6107	3061
ENSCPBG00000006872	52	33	34	12
ENSCPBG00000006408	1235	776	1159	805
ENSCPBG00000006412	79	125	118	132
ENSCPBG00000025540	375	384	216	517
ENSCPBG00000013986	190	169	139	166
ENSCPBG00000026107	395	258	532	257
ENSCPBG00000006420	245	238	217	287
ENSCPBG00000010884	397	350	339	453
ENSCPBG00000014497	13890	14403	10091	15057
ENSCPBG00000011534	62	21	67	25
ENSCPBG00000010380	46	51	37	63
ENSCPBG00000008205	72	62	99	137
ENSCPBG00000006437	240	189	251	109
ENSCPBG00000006443	1543	1623	1813	1089
ENSCPBG00000019343	28	29	28	30
ENSCPBG00000005592	2	3	0	4
ENSCPBG00000006448	9	9	6	494
ENSCPBG00000014320	424	417	272	1462
ENSCPBG00000013403	296	266	338	413
ENSCPBG00000012844	1819	1641	1678	3453
ENSCPBG00000018979	10	2	4	6
ENSCPBG00000006453	168	197	165	210
ENSCPBG00000017196	736	605	674	772
ENSCPBG00000005906	77	89	47	179
ENSCPBG00000006660	13	23	13	8
ENSCPBG00000006476	31	32	13	41
ENSCPBG00000016872	445	300	216	8672
ENSCPBG00000000071	5	0	0	2
ENSCPBG00000012367	2189	1504	2968	9743
ENSCPBG00000006488	1	0	4	3
ENSCPBG00000017800	54	73	31	52
ENSCPBG00000006492	470	348	440	694
ENSCPBG00000008886	52	36	35	31
ENSCPBG00000025697	256	206	160	145
ENSCPBG00000009256	547	546	301	675
ENSCPBG00000021812	67	70	49	67
ENSCPBG00000012632	342	252	297	326
ENSCPBG00000010472	103	71	95	183
ENSCPBG00000002811	350	252	304	438
ENSCPBG00000006917	78	82	68	687
ENSCPBG00000006543	264	204	217	523
ENSCPBG00000012828	589	507	572	533
ENSCPBG00000006544	56	58	54	49
ENSCPBG00000027089	89	79	70	87
ENSCPBG00000020780	216	136	120	128
ENSCPBG00000006545	328	253	450	494
ENSCPBG00000013758	27	43	7	38
ENSCPBG00000008807	222	138	231	211
ENSCPBG00000013272	58	50	39	134
ENSCPBG00000006553	2153	1332	3278	2762
ENSCPBG00000024492	48	51	26	54
ENSCPBG00000003814	98	70	71	82
ENSCPBG00000028021	1285	1433	1540	2411
ENSCPBG00000006562	8	8	7	10
ENSCPBG00000011734	230	188	168	263
ENSCPBG00000024941	464	536	320	148
ENSCPBG00000006564	278	258	225	346
ENSCPBG00000008101	1621	1697	1597	34041
ENSCPBG00000018706	497	417	407	472
ENSCPBG00000011002	6	3	4	16
ENSCPBG00000007173	0	2	1	18
ENSCPBG00000006586	158	150	127	258
ENSCPBG00000005558	8	17	14	0
ENSCPBG00000026296	249	226	235	5481
ENSCPBG00000007007	11	5	5	395
ENSCPBG00000001772	41	25	37	15
ENSCPBG00000006600	14	2	8	8
ENSCPBG00000000939	330	278	347	560
ENSCPBG00000000048	4	3	5	0
ENSCPBG00000006608	37602	24016	48810	25438
ENSCPBG00000006610	971	1018	1073	1405
ENSCPBG00000005236	348	441	249	358
ENSCPBG00000011681	186	187	133	206
ENSCPBG00000001839	10	5	1	4
ENSCPBG00000007829	564	455	445	325
ENSCPBG00000006615	749	727	721	1549
ENSCPBG00000001369	301	300	300	489
ENSCPBG00000021997	403	320	243	371
