	turtle_3_control_1	turtle_3_control_2	turtle_3_lps_8h	turtle_5_lps_8h
ENSCPBG00000018582	32	19	24	0
ENSCPBG00000001080	110	51	125	19
ENSCPBG00000014971	267	103	252	134
ENSCPBG00000027163	137	61	77	70
ENSCPBG00000024664	2271	1152	2512	866
ENSCPBG00000000629	238	99	237	45
ENSCPBG00000010802	13	3	4	8
ENSCPBG00000001981	2229	958	2430	338
ENSCPBG00000000623	751	314	625	226
ENSCPBG00000001181	63	31	64	23
ENSCPBG00000007848	85	43	112	119
ENSCPBG00000007682	78	38	92	39
ENSCPBG00000013207	813	319	463	497
ENSCPBG00000016472	427	144	378	127
ENSCPBG00000000470	189	67	200	49
ENSCPBG00000023096	56	22	50	39
ENSCPBG00000002813	55	12	52	58
ENSCPBG00000005749	482	197	436	134
ENSCPBG00000009090	73	31	73	965
ENSCPBG00000022655	3612	1423	2969	947
ENSCPBG00000002492	34	6	25	60
ENSCPBG00000006714	5	1	7	9
ENSCPBG00000003784	92	32	79	0
ENSCPBG00000008376	611	270	601	287
ENSCPBG00000027394	9	3	0	3
ENSCPBG00000003660	93	44	87	129
ENSCPBG00000002489	1636	628	1534	145
ENSCPBG00000000695	257	109	241	918
ENSCPBG00000006340	345	136	342	42
ENSCPBG00000007861	78	35	61	13
ENSCPBG00000006245	34	11	42	20
ENSCPBG00000000704	280	114	223	98
ENSCPBG00000004488	648	185	523	262
ENSCPBG00000000106	1271	502	1079	703
ENSCPBG00000000864	108	31	64	40
ENSCPBG00000000598	7679	3090	8415	522
ENSCPBG00000012566	1776	759	1647	678
ENSCPBG00000001272	79	48	103	96
ENSCPBG00000012737	1275	544	1236	670
ENSCPBG00000016397	1282	544	1109	788
ENSCPBG00000006683	542	238	609	64
ENSCPBG00000012054	32	15	23	74
ENSCPBG00000026942	28	12	25	10
ENSCPBG00000018015	255	102	204	84
ENSCPBG00000025015	1344	674	1118	15
ENSCPBG00000000596	306	117	287	67
ENSCPBG00000013160	2694	1213	2522	1556
ENSCPBG00000016609	2990	1274	2204	1241
ENSCPBG00000001391	6	1	2	0
ENSCPBG00000009199	15	7	9	2
ENSCPBG00000021147	32876	14190	26476	18748
ENSCPBG00000000047	225	70	212	147
ENSCPBG00000001154	1010	366	793	842
ENSCPBG00000027101	7	7	18	7
ENSCPBG00000005918	1339	539	1203	190
ENSCPBG00000013457	4977	2040	4568	1654
ENSCPBG00000003126	256	72	222	125
ENSCPBG00000003911	515	257	544	163
ENSCPBG00000003977	11	6	9	11
ENSCPBG00000009697	1767	760	1429	454
ENSCPBG00000004770	8	1	9	17
ENSCPBG00000000576	147	57	145	287
ENSCPBG00000010484	113	79	107	2
ENSCPBG00000006662	506	257	477	257
ENSCPBG00000016859	2	0	2	0
ENSCPBG00000008934	1024	427	870	197
ENSCPBG00000013450	187	77	157	44
ENSCPBG00000019346	958	346	854	216
ENSCPBG00000016277	15	6	4	0
ENSCPBG00000000679	458	212	410	308
ENSCPBG00000016279	2461	1064	2606	708
ENSCPBG00000005369	5	1	5	11
ENSCPBG00000005738	2	1	0	2
ENSCPBG00000000104	243	113	267	80
ENSCPBG00000009324	2	0	6	6
ENSCPBG00000024212	1282	562	1091	751
ENSCPBG00000025293	620	247	471	220
ENSCPBG00000014576	1907	757	1633	567
ENSCPBG00000004179	544	201	577	125
ENSCPBG00000011492	4857	2080	4094	1920
ENSCPBG00000025864	6435	2848	5057	2256
ENSCPBG00000006845	275	88	240	119
ENSCPBG00000002257	24	3	3	5
ENSCPBG00000027709	1244	478	1045	433
ENSCPBG00000000559	375	136	392	245
ENSCPBG00000003341	688	264	552	720
ENSCPBG00000017211	27	6	0	45
ENSCPBG00000008557	326	134	324	65
ENSCPBG00000024071	2520	1080	2021	1038
ENSCPBG00000018777	88	40	107	26
ENSCPBG00000002131	73	34	70	10
ENSCPBG00000027727	190	60	154	153
ENSCPBG00000001076	5	1	3	0
ENSCPBG00000001540	16	7	10	1
ENSCPBG00000028149	356	171	300	220
ENSCPBG00000009070	2941	1405	2850	1574
ENSCPBG00000000022	5	1	1	2
ENSCPBG00000015698	651	260	838	239
ENSCPBG00000013672	18	20	31	6
ENSCPBG00000028364	243	105	193	138
ENSCPBG00000019552	66	13	46	3
ENSCPBG00000000736	252	144	250	124
ENSCPBG00000028213	4055	1922	4077	1679
ENSCPBG00000006403	224	106	234	18
ENSCPBG00000009007	1805	760	1684	679
ENSCPBG00000028146	556	251	503	151
ENSCPBG00000003170	49	21	57	47
ENSCPBG00000013894	695	250	664	274
ENSCPBG00000003836	2442	1075	2024	721
ENSCPBG00000004846	92	32	72	14
ENSCPBG00000003029	211	95	278	62
ENSCPBG00000014404	1125	440	1061	257
ENSCPBG00000005217	7	5	5	2
ENSCPBG00000020497	480	336	503	727
ENSCPBG00000003080	187	56	190	2
ENSCPBG00000006518	93	58	99	88
ENSCPBG00000001409	432	153	420	87
ENSCPBG00000000176	542	227	489	279
ENSCPBG00000004580	55	42	87	5
ENSCPBG00000011722	1791	588	1452	860
ENSCPBG00000005124	325	156	341	308
ENSCPBG00000010178	1920	631	1799	384
ENSCPBG00000023202	487	228	407	106
ENSCPBG00000001384	13	4	32	3
ENSCPBG00000023513	6406	2915	5647	4576
ENSCPBG00000000040	87	34	75	34
ENSCPBG00000001324	1304	593	1100	147
ENSCPBG00000000145	7	3	3	5
ENSCPBG00000008883	271	96	226	86
ENSCPBG00000022618	6	5	11	8
ENSCPBG00000000476	81	31	99	23
ENSCPBG00000012017	1554	900	1673	804
ENSCPBG00000017479	1002	303	873	238
ENSCPBG00000001852	531	215	399	217
ENSCPBG00000007047	1683	656	1339	313
ENSCPBG00000002207	228	112	182	75
ENSCPBG00000010737	68	40	114	49
ENSCPBG00000010529	1791	760	1764	703
ENSCPBG00000016354	1173	425	1481	8
ENSCPBG00000019941	9	6	6	1
ENSCPBG00000024786	694	269	804	107
ENSCPBG00000010898	7	4	3	4
ENSCPBG00000010096	888	312	869	283
ENSCPBG00000000518	659	250	674	222
ENSCPBG00000002256	42	18	36	33
ENSCPBG00000011390	776	273	599	140
ENSCPBG00000024165	1034	394	901	359
ENSCPBG00000015191	212	88	243	45
ENSCPBG00000020379	58	52	69	107
ENSCPBG00000013816	16928	7197	15744	921
ENSCPBG00000000515	1684	615	1648	520
ENSCPBG00000011447	133	61	143	254
ENSCPBG00000000509	1006	333	790	287
ENSCPBG00000004252	1296	566	1048	783
ENSCPBG00000012755	299	150	280	69
ENSCPBG00000000935	525	233	496	36
ENSCPBG00000009520	29	12	49	1
ENSCPBG00000002282	648	258	622	242
ENSCPBG00000018087	18	13	9	14
ENSCPBG00000002644	1088	519	1011	139
ENSCPBG00000012655	245	115	217	247
ENSCPBG00000017055	6	2	6	3
ENSCPBG00000026294	2819	1182	2438	946
ENSCPBG00000015985	23	2	20	15
ENSCPBG00000021817	20	5	19	5
ENSCPBG00000025964	279	104	236	106
ENSCPBG00000008949	2	1	2	0
ENSCPBG00000017670	14	7	25	70
ENSCPBG00000009874	27	13	22	0
ENSCPBG00000009124	742	273	674	132
ENSCPBG00000007268	4	3	5	5
ENSCPBG00000001023	2	0	4	8
ENSCPBG00000010092	2045	932	1871	354
ENSCPBG00000008790	11234	4599	10355	96
ENSCPBG00000002989	13	3	6	1
ENSCPBG00000003449	1530	785	1301	26
ENSCPBG00000005299	110	33	103	146
ENSCPBG00000007225	15822	7349	11048	13164
ENSCPBG00000007403	3130	1514	2934	217
ENSCPBG00000008426	10	5	13	2
ENSCPBG00000001086	146	48	151	61
ENSCPBG00000000654	471	259	393	217
ENSCPBG00000006368	19	15	22	11
ENSCPBG00000004701	589	210	631	205
ENSCPBG00000017234	0	3	0	28
ENSCPBG00000012915	588	270	628	185
ENSCPBG00000001496	3	2	2	0
ENSCPBG00000005594	6	3	6	0
ENSCPBG00000004808	5	1	1	3
ENSCPBG00000012749	871	362	775	260
ENSCPBG00000019403	418	170	439	155
ENSCPBG00000027338	312	127	309	392
ENSCPBG00000000482	5672	2663	4420	1906
ENSCPBG00000027474	258	80	260	2
ENSCPBG00000008674	6501	3127	5729	3024
ENSCPBG00000000638	234	75	216	106
ENSCPBG00000015304	4	3	2	2
ENSCPBG00000002794	258	119	331	121
ENSCPBG00000013042	2066	840	1775	504
ENSCPBG00000023662	1578	683	1408	647
ENSCPBG00000026288	1213	387	1130	327
ENSCPBG00000020686	911	339	602	97
ENSCPBG00000001631	129	58	104	100
ENSCPBG00000000168	1024	451	610	660
ENSCPBG00000000474	93	45	112	45
ENSCPBG00000001684	2487	1057	1808	2426
ENSCPBG00000001125	194	87	182	66
ENSCPBG00000015612	1741	663	1447	460
ENSCPBG00000004437	3718	1527	3232	2275
ENSCPBG00000017459	1801	849	1541	975
ENSCPBG00000023457	7076	3219	6434	845
ENSCPBG00000000462	5	1	6	15
ENSCPBG00000027828	8	5	1	2
ENSCPBG00000001908	99	34	81	28
ENSCPBG00000005744	14	9	12	1
ENSCPBG00000000508	2951	1014	2573	1139
ENSCPBG00000002246	2029	762	1599	1428
ENSCPBG00000009567	2862	1250	2114	1924
ENSCPBG00000025700	13	8	6	6
ENSCPBG00000012356	11441	5240	9006	648
ENSCPBG00000012856	129	60	97	93
ENSCPBG00000017780	3	3	3	0
ENSCPBG00000001365	40	21	32	47
ENSCPBG00000004256	1135	665	1195	298
ENSCPBG00000008670	19	11	25	24
ENSCPBG00000002866	183	68	192	157
ENSCPBG00000000919	126	54	122	90
ENSCPBG00000027229	1576	602	1433	671
ENSCPBG00000009346	416	150	346	577
ENSCPBG00000003902	703	382	1034	738
ENSCPBG00000020680	35	11	52	7
ENSCPBG00000007955	1550	643	1392	531
ENSCPBG00000016080	405	197	515	99
ENSCPBG00000007080	25	13	20	4
ENSCPBG00000013635	110	53	140	34
ENSCPBG00000012534	14	8	17	39
ENSCPBG00000011526	418	178	384	864
ENSCPBG00000002404	1	0	3	6
ENSCPBG00000000068	20	3	13	4
ENSCPBG00000004012	157	68	157	90
ENSCPBG00000005459	202	72	177	111
ENSCPBG00000000443	6358	2792	5863	1297
ENSCPBG00000025269	38	26	32	8
ENSCPBG00000016351	60	35	75	73
ENSCPBG00000024086	18	8	18	28
ENSCPBG00000019236	63	46	65	29
ENSCPBG00000001150	5383	3154	5221	1175
ENSCPBG00000007498	31	14	20	14
ENSCPBG00000013768	176	69	138	63
ENSCPBG00000005048	6747	3582	8436	1964
ENSCPBG00000007651	192	102	177	87
ENSCPBG00000000656	239	101	210	78
ENSCPBG00000011151	4980	2069	4330	1436
ENSCPBG00000007043	2	5	7	9
ENSCPBG00000023494	187	94	235	25
ENSCPBG00000000314	14	2	7	11
ENSCPBG00000005436	67	26	76	31
ENSCPBG00000019866	81	32	117	2
ENSCPBG00000013462	12	3	7	5
ENSCPBG00000001028	421	183	482	203
ENSCPBG00000003206	240	107	176	132
ENSCPBG00000007819	14	2	7	3
ENSCPBG00000000440	406	168	456	167
ENSCPBG00000011174	9	9	22	14
ENSCPBG00000012947	587	201	492	195
ENSCPBG00000002154	428	174	399	193
ENSCPBG00000001068	2070	643	2010	599
ENSCPBG00000000436	2393	1065	2012	1008
ENSCPBG00000001827	39	30	41	38
ENSCPBG00000009592	217	72	194	31
ENSCPBG00000023525	1674	730	1551	487
ENSCPBG00000002239	597	273	481	53
ENSCPBG00000023333	981	350	686	189
ENSCPBG00000005875	820	306	977	89
ENSCPBG00000015859	1011	407	856	258
ENSCPBG00000000786	5	3	10	8
ENSCPBG00000017848	203	92	179	58
ENSCPBG00000009554	1777	811	1458	745
ENSCPBG00000012500	2048	861	1704	547
ENSCPBG00000000846	138	109	229	40
ENSCPBG00000003592	919	375	777	721
ENSCPBG00000000964	104	54	115	47
ENSCPBG00000020186	1504	683	1578	499
ENSCPBG00000027772	167	80	129	80
ENSCPBG00000001634	631	244	535	173
ENSCPBG00000000646	18	7	9	12
ENSCPBG00000010937	214	77	227	59
ENSCPBG00000008118	870	399	582	178
ENSCPBG00000004030	61	35	57	16
ENSCPBG00000011868	105744	49804	86205	6552
ENSCPBG00000016386	13	4	12	2
ENSCPBG00000017060	30	16	32	36
ENSCPBG00000006252	840	286	596	57
ENSCPBG00000013813	357	154	278	11
ENSCPBG00000012658	191	76	146	53
ENSCPBG00000000123	117	52	102	21
ENSCPBG00000011944	3	4	3	0
ENSCPBG00000004565	152	52	90	8
ENSCPBG00000005511	409	179	433	372
ENSCPBG00000026253	8842	3528	7836	3778
ENSCPBG00000009967	158	80	165	0
ENSCPBG00000009105	60	24	57	34
ENSCPBG00000020617	961	440	857	274
ENSCPBG00000022357	937	326	860	47
ENSCPBG00000024263	787	331	870	403
ENSCPBG00000012993	2	0	2	3
ENSCPBG00000000417	283	118	230	103
ENSCPBG00000012819	1586	715	1433	870
ENSCPBG00000004116	175	97	163	177
ENSCPBG00000000480	6	1	10	8
ENSCPBG00000028048	185	70	169	44
ENSCPBG00000001462	785	337	630	384
ENSCPBG00000007828	164	85	175	132
ENSCPBG00000024158	1033	518	988	1226
ENSCPBG00000012621	1545	769	1445	530
ENSCPBG00000009340	12	6	9	5
ENSCPBG00000000502	659	196	544	220
ENSCPBG00000026342	291	102	267	2
ENSCPBG00000016724	4169	1832	3499	784
ENSCPBG00000000563	211	103	190	161
ENSCPBG00000005889	2829	1182	2497	1212
ENSCPBG00000026126	659	303	637	88
ENSCPBG00000009563	285	113	306	64
ENSCPBG00000002324	14061	5672	13077	2039
ENSCPBG00000001835	17	6	11	0
ENSCPBG00000012919	257	83	240	274
ENSCPBG00000000858	32	13	26	19
ENSCPBG00000011159	12142	4454	9998	3065
ENSCPBG00000001497	107	53	116	58
ENSCPBG00000013812	1508	686	1328	272
ENSCPBG00000000628	769	253	714	160
ENSCPBG00000020228	516	228	550	182
ENSCPBG00000000195	336	132	320	61
ENSCPBG00000008888	4216	1989	3444	1415
ENSCPBG00000016092	5072	1825	4469	1143
ENSCPBG00000006084	40	18	40	9
ENSCPBG00000011553	2750	1195	2145	1759
ENSCPBG00000005278	137	47	148	57
ENSCPBG00000008022	1621	848	1822	375
ENSCPBG00000003638	7	7	3	0
ENSCPBG00000016869	5	1	4	39
ENSCPBG00000000632	3340	1587	3248	868
ENSCPBG00000016584	37	27	35	3
ENSCPBG00000009222	179	77	142	40
ENSCPBG00000010234	166	47	161	103
ENSCPBG00000015997	715	287	638	89
ENSCPBG00000021778	1079	415	912	1080
ENSCPBG00000021246	1685	709	1622	808
ENSCPBG00000011761	176	106	165	16
ENSCPBG00000025775	75	35	61	1
ENSCPBG00000000991	176	64	209	69
ENSCPBG00000011549	8	0	6	2
ENSCPBG00000004421	2276	956	1943	722
ENSCPBG00000004876	5	1	3	0
ENSCPBG00000010792	221	87	200	80
ENSCPBG00000025198	9	7	7	6
ENSCPBG00000003613	4629	2001	3612	1951
ENSCPBG00000008806	1866	704	1447	728
ENSCPBG00000006654	310	117	295	60
ENSCPBG00000010905	3	5	6	4
ENSCPBG00000003942	44	10	23	7
ENSCPBG00000001711	1305	824	1483	934
ENSCPBG00000002128	4	1	4	1
ENSCPBG00000001796	847	283	619	673
ENSCPBG00000018847	862	368	758	575
ENSCPBG00000026318	2471	926	2050	1226
ENSCPBG00000005948	1306	537	1328	27
ENSCPBG00000011466	1535	660	1225	711
ENSCPBG00000002902	160	107	174	135
ENSCPBG00000005181	15960	6229	15244	6794
ENSCPBG00000006841	32	19	33	51
ENSCPBG00000021015	7	3	9	22
ENSCPBG00000003885	15	2	3	6
ENSCPBG00000007237	789	294	828	356
ENSCPBG00000000089	4	7	6	6
ENSCPBG00000023673	397	144	356	107
ENSCPBG00000017629	1311	581	1046	531
ENSCPBG00000013936	2011	935	1898	677
ENSCPBG00000002587	4	1	4	0
ENSCPBG00000002577	2262	938	2032	942
ENSCPBG00000006401	524	209	443	186
ENSCPBG00000004904	14	9	13	4
ENSCPBG00000006750	2639	1066	2343	614
ENSCPBG00000019185	445	179	403	209
ENSCPBG00000006400	157	69	181	73
ENSCPBG00000002110	293	154	324	140
ENSCPBG00000000819	148	54	99	113
ENSCPBG00000000380	63	24	60	42
ENSCPBG00000001499	571	214	627	295
ENSCPBG00000023305	489	166	429	246
ENSCPBG00000007124	213	91	196	26
ENSCPBG00000002841	10	3	9	5
ENSCPBG00000000183	1653	929	1576	625
ENSCPBG00000018543	511	196	505	104
ENSCPBG00000026366	366	189	353	18
ENSCPBG00000000975	7436	2522	6060	3778
ENSCPBG00000003298	370	176	386	253
ENSCPBG00000006300	1045	309	962	324
ENSCPBG00000003075	16	12	15	16
ENSCPBG00000000742	465	191	365	228
ENSCPBG00000004527	377	128	242	115
ENSCPBG00000002391	9	2	4	0
ENSCPBG00000001621	46	11	49	25
ENSCPBG00000000661	75	33	83	7
ENSCPBG00000013429	2895	1218	2725	645
ENSCPBG00000000782	1612	689	1505	426
ENSCPBG00000018547	4672	1880	4397	507
ENSCPBG00000006815	1493	758	1798	671
ENSCPBG00000000566	172	73	195	168
ENSCPBG00000019800	16804	6566	15969	2542
ENSCPBG00000007696	2974	1270	2695	872
ENSCPBG00000002616	221	97	234	14
ENSCPBG00000003774	1102	488	940	172
ENSCPBG00000001202	91	33	85	125
ENSCPBG00000014262	5	0	6	3
ENSCPBG00000025024	3	0	2	3
ENSCPBG00000013368	103	33	76	16
ENSCPBG00000002280	272	100	256	202
ENSCPBG00000008482	342	100	292	307
ENSCPBG00000022940	235	118	144	123
ENSCPBG00000003280	106	50	116	63
ENSCPBG00000012242	1128	502	896	549
ENSCPBG00000006904	180	82	157	53
ENSCPBG00000000593	537	237	495	227
ENSCPBG00000015285	28	13	37	25
ENSCPBG00000023210	427	185	423	12
ENSCPBG00000001580	14	12	38	14
ENSCPBG00000012086	20	6	27	3
ENSCPBG00000003069	38	14	34	15
ENSCPBG00000010822	165	68	85	36
ENSCPBG00000000276	5	3	4	0
ENSCPBG00000010704	502	443	657	519
ENSCPBG00000008704	736	295	655	197
ENSCPBG00000026893	545	191	394	182
ENSCPBG00000003487	12	2	11	116
ENSCPBG00000000223	2379	982	2408	867
ENSCPBG00000025694	555	262	539	353
ENSCPBG00000004767	337	129	377	106
ENSCPBG00000016587	623	251	572	196
ENSCPBG00000012167	11	3	5	0
ENSCPBG00000008287	420	129	368	97
ENSCPBG00000006546	910	327	750	94
ENSCPBG00000007418	261	113	235	127
ENSCPBG00000004470	1086	389	1246	493
ENSCPBG00000023776	268	100	140	79
ENSCPBG00000001554	496	230	401	168
ENSCPBG00000003397	8175	2922	7059	2538
ENSCPBG00000006970	5677	2246	5565	2958
ENSCPBG00000008612	2	0	0	4
ENSCPBG00000000375	19	8	16	18
ENSCPBG00000012985	83	59	93	124
ENSCPBG00000007717	2904	1154	2247	90
ENSCPBG00000003053	2402	970	2138	835
ENSCPBG00000008571	937	350	772	245
ENSCPBG00000002664	4	3	8	2
ENSCPBG00000010939	1088	773	1140	306
ENSCPBG00000020559	1422	452	1335	366
ENSCPBG00000007788	5	1	10	3
ENSCPBG00000008835	243	78	225	121
ENSCPBG00000003798	101	27	64	10
ENSCPBG00000026242	950	468	1067	379
ENSCPBG00000003800	2725	1189	2301	388
ENSCPBG00000006173	20	5	15	22
ENSCPBG00000010848	322	108	305	82
ENSCPBG00000025957	393	121	328	124
ENSCPBG00000008851	7	3	1	0
ENSCPBG00000000343	1088	514	897	752
ENSCPBG00000005762	7	1	4	23
ENSCPBG00000015748	113	40	117	40
ENSCPBG00000014158	258	114	233	75
ENSCPBG00000003093	1037	436	912	348
ENSCPBG00000001773	748	263	708	292
ENSCPBG00000020323	1910	688	1781	468
ENSCPBG00000010911	87	45	89	177
ENSCPBG00000026029	831	272	690	24
ENSCPBG00000005958	206	95	227	19
ENSCPBG00000009710	13603	7030	13288	4132
ENSCPBG00000020825	54	27	52	40
ENSCPBG00000000424	1200	451	1139	398
ENSCPBG00000000980	2	0	2	1
ENSCPBG00000017430	30954	14062	30940	842
ENSCPBG00000026424	17	14	38	17
ENSCPBG00000012577	286	109	352	124
ENSCPBG00000000244	789	253	665	739
ENSCPBG00000021401	7348	4101	5467	953
ENSCPBG00000003282	95	31	80	43
ENSCPBG00000010607	18261	11117	22348	6306
ENSCPBG00000027068	525	213	443	159
ENSCPBG00000024375	535	176	518	123
ENSCPBG00000010308	45	13	47	7
ENSCPBG00000019358	703	207	612	203
ENSCPBG00000006985	9350	3660	10032	2387
ENSCPBG00000018809	179	53	142	37
ENSCPBG00000023356	499	280	509	303
ENSCPBG00000000861	745	347	688	1223
ENSCPBG00000019044	18	3	25	23
ENSCPBG00000027746	67	19	48	31
ENSCPBG00000013181	2	0	1	10
ENSCPBG00000001213	628	283	538	159
ENSCPBG00000003455	5022	2427	4517	367
ENSCPBG00000023828	1334	684	1144	1272
ENSCPBG00000015788	4569	2355	4207	4875
ENSCPBG00000016660	1366	626	1302	327
ENSCPBG00000007084	114	45	83	120
ENSCPBG00000000298	5	1	7	12
ENSCPBG00000008535	29	11	28	2
ENSCPBG00000006399	93	62	99	32
ENSCPBG00000018753	69118	29163	54921	15537
ENSCPBG00000022019	57	47	40	1
ENSCPBG00000001104	313	114	228	50
ENSCPBG00000013321	21	19	34	0
ENSCPBG00000019355	15	4	8	87
ENSCPBG00000019807	86	54	116	129
ENSCPBG00000000494	82	32	103	55
ENSCPBG00000006118	182	72	154	53
ENSCPBG00000001010	41	11	44	0
ENSCPBG00000009813	946	453	768	240
ENSCPBG00000002596	2562	1063	2055	345
ENSCPBG00000017467	743	294	756	247
ENSCPBG00000012426	593	228	556	131
ENSCPBG00000007644	309	152	291	331
ENSCPBG00000011032	0	3	3	0
ENSCPBG00000020287	277	116	245	46
ENSCPBG00000004912	2	1	1	2
ENSCPBG00000000023	65	24	63	42
ENSCPBG00000020731	43	9	42	7
ENSCPBG00000009251	178	51	150	47
ENSCPBG00000015560	183	75	159	110
ENSCPBG00000005522	32	8	28	38
ENSCPBG00000008825	573	274	502	296
ENSCPBG00000003909	57	21	54	42
ENSCPBG00000001604	757	317	623	411
ENSCPBG00000021530	2078	1006	2598	1352
ENSCPBG00000021838	150	66	177	73
ENSCPBG00000000227	315	122	280	50
ENSCPBG00000013726	2	3	2	8
ENSCPBG00000007599	60	27	39	41
ENSCPBG00000016091	22	9	23	1
ENSCPBG00000011228	0	0	2	15
ENSCPBG00000002194	439	171	357	139
ENSCPBG00000006194	146	66	148	32
ENSCPBG00000007069	122	48	134	54
ENSCPBG00000010032	1634	759	1263	1046
ENSCPBG00000016904	1042	480	831	491
ENSCPBG00000026839	3813	1490	3300	1576
ENSCPBG00000005262	13	10	14	5
ENSCPBG00000010872	172	63	158	47
ENSCPBG00000024475	24	10	25	11
ENSCPBG00000004050	7	2	2	21
ENSCPBG00000000339	12	1	6	7
ENSCPBG00000010280	307	154	344	90
ENSCPBG00000026514	37	22	39	36
ENSCPBG00000024214	7705	3164	6315	2545
ENSCPBG00000001801	4	1	2	5
ENSCPBG00000022082	5	1	2	1
ENSCPBG00000002586	713	361	609	42
ENSCPBG00000003165	2	0	2	0
ENSCPBG00000014089	24	7	21	25
ENSCPBG00000002786	68	24	78	52
ENSCPBG00000014865	1599	667	1475	910
ENSCPBG00000007044	140	55	162	273
ENSCPBG00000007444	72	56	110	6
ENSCPBG00000000121	546	215	408	218
ENSCPBG00000001989	30	10	24	3
ENSCPBG00000008884	5315	2364	4957	732
ENSCPBG00000000059	30	9	23	1
ENSCPBG00000004277	38	31	50	5
ENSCPBG00000012019	90	21	60	49
ENSCPBG00000008020	3289	1205	2742	453
ENSCPBG00000005515	6	6	6	0
ENSCPBG00000000569	2344	805	2684	1049
ENSCPBG00000026768	1160	497	905	525
ENSCPBG00000004429	120	57	106	2
ENSCPBG00000000170	3	6	2	0
ENSCPBG00000013290	288	117	181	64
ENSCPBG00000005320	74225	26401	59989	163
ENSCPBG00000000075	1140	403	1024	268
ENSCPBG00000001529	14761	5505	15231	2965
ENSCPBG00000000428	155	93	153	29
ENSCPBG00000010262	3203	1110	2787	960
ENSCPBG00000003373	582	206	567	309
ENSCPBG00000000095	93	46	68	19
ENSCPBG00000013790	2422	1153	2126	1099
ENSCPBG00000009240	494	267	620	163
ENSCPBG00000021960	1428	620	1345	441
ENSCPBG00000023621	1727	595	1421	298
ENSCPBG00000025023	109	49	121	122
ENSCPBG00000004676	234	99	193	49
ENSCPBG00000022109	206	126	192	330
ENSCPBG00000004762	53	33	77	14
ENSCPBG00000010500	692	291	540	245
ENSCPBG00000020074	2253	894	1770	504
ENSCPBG00000001542	6	12	22	3
ENSCPBG00000007614	2025	799	1982	434
ENSCPBG00000019929	32	7	23	4
ENSCPBG00000006435	584	210	588	137
ENSCPBG00000013615	903	394	946	283
ENSCPBG00000001463	4	2	5	0
ENSCPBG00000006334	65	74	111	84
ENSCPBG00000016695	7752	3238	6543	2725
ENSCPBG00000008702	2	0	6	3
ENSCPBG00000021463	141	77	125	54
ENSCPBG00000020810	114	73	152	33
ENSCPBG00000022646	83	50	98	34
ENSCPBG00000001842	121	44	103	29
ENSCPBG00000005228	20191	8444	16203	1180
ENSCPBG00000005477	913	297	781	157
ENSCPBG00000011923	1220	702	1305	719
ENSCPBG00000025311	2388	1133	1807	1618
ENSCPBG00000002327	4606	762	3230	777
ENSCPBG00000026958	462	176	510	182
ENSCPBG00000026023	990	399	1099	72
ENSCPBG00000000913	280	128	225	140
ENSCPBG00000024819	350	138	338	245
ENSCPBG00000003100	2484	1004	2046	564
ENSCPBG00000008079	1554	661	1090	1289
ENSCPBG00000009923	773	300	656	230
ENSCPBG00000001426	1069	561	1054	486
ENSCPBG00000005401	9446	4031	6848	2886
ENSCPBG00000001512	0	1	3	3
ENSCPBG00000015729	3	4	2	1
ENSCPBG00000023750	11	2	16	0
ENSCPBG00000002808	3659	1691	3080	1528
ENSCPBG00000023665	8362	3413	7351	499
ENSCPBG00000004049	942	397	836	116
ENSCPBG00000005605	2426	1055	2317	641
ENSCPBG00000000458	4289	1818	3515	4052
ENSCPBG00000006380	416	204	441	74
ENSCPBG00000000041	422	149	337	186
ENSCPBG00000000775	1149	519	759	731
ENSCPBG00000002671	680	292	604	403
ENSCPBG00000002040	1015	474	863	614
ENSCPBG00000012744	99	67	107	148
ENSCPBG00000000938	71	23	38	1
ENSCPBG00000002806	27	8	11	15
ENSCPBG00000003115	26	13	25	19
ENSCPBG00000005023	31	17	27	17
ENSCPBG00000000837	209	76	192	62
ENSCPBG00000012781	260	139	268	1
ENSCPBG00000016998	345	138	311	150
ENSCPBG00000017245	24	10	17	4
ENSCPBG00000008722	8	1	11	5
ENSCPBG00000012888	12	3	21	15
ENSCPBG00000009481	538	193	470	51
ENSCPBG00000017090	4	0	2	8
ENSCPBG00000009331	3	0	3	0
ENSCPBG00000000442	48	10	44	22
ENSCPBG00000001889	1078	469	978	497
ENSCPBG00000010483	37	20	40	8
ENSCPBG00000010998	6941	3204	6285	2016
ENSCPBG00000018514	1314	546	1154	502
ENSCPBG00000000366	655	283	537	146
ENSCPBG00000003200	644	240	635	221
ENSCPBG00000010059	198	70	239	32
ENSCPBG00000020405	15834	6321	17144	1434
ENSCPBG00000002995	12063	5321	11829	3690
ENSCPBG00000002984	78	37	69	9
ENSCPBG00000011965	28	9	10	2
ENSCPBG00000001666	185	73	218	91
ENSCPBG00000018267	1243	544	960	526
ENSCPBG00000002465	851	298	707	298
ENSCPBG00000000367	526	196	446	181
ENSCPBG00000003442	1781	901	1921	815
ENSCPBG00000007321	316	143	219	107
ENSCPBG00000011976	1243	463	1041	355
ENSCPBG00000000415	720	262	687	16
