,logFC,logCPM,PValue,QValue
ENSGALG00000013033,4.02426359108713,4.33010744267083,1.27816043068953e-12,2.19025571402958e-08
ENSGALG00000030099,1.70529412378489,3.38893837240341,7.99638422461191e-10,6.85130200364748e-06
ENSGALG00000035966,3.02673126499719,0.363921170346594,1.62457336396793e-08,9.27956305498484e-05
ENSGALG00000009948,5.62172434192646,-1.03364964708735,2.22197654918022e-08,9.51894753668805e-05
ENSGALG00000023472,5.30257969430661,2.13290232488746,4.13390590993862e-08,0.000141677223345416
ENSGALG00000043603,2.44940526879948,0.871421751266507,9.18401150290515e-08,0.000262295368522971
ENSGALG00000006822,4.49806958265658,-0.426563377145587,1.3562210862889e-07,0.000332002921923522
ENSGALG00000001392,3.70970066890512,0.659817536834224,1.5328408785768e-06,0.00328334516191151
ENSGALG00000005655,2.20925343435447,2.38380097913946,1.73073372335476e-06,0.00329531700926747
ENSGALG00000047031,1.40443858330222,3.45124161429113,1.17713703589536e-05,0.0186287003133264
ENSGALG00000005747,3.20389836160947,0.933748470289591,1.19581993141101e-05,0.0186287003133264
ENSGALG00000002992,2.52165575684399,0.415729912649634,1.32498428155064e-05,0.0189207755405432
ENSGALG00000052014,0.975308901425782,5.55096047329501,1.49486193922241e-05,0.0197045801465501
ENSGALG00000015662,3.00188667779163,4.22687869206933,1.85789012478704e-05,0.0212245367855671
ENSGALG00000039880,0.959688881233705,6.78931076472996,1.77840206917683e-05,0.0212245367855671
ENSGALG00000017126,1.4132829272358,4.43150798274069,2.5715468473434e-05,0.0261162187783302
ENSGALG00000015347,4.34897348058944,0.735008894910709,2.59089472007244e-05,0.0261162187783302
ENSGALG00000010269,4.08347403362579,0.313992951668249,3.21126861153774e-05,0.0305712771818393
ENSGALG00000011838,3.97754166527504,0.600642849173873,3.51924732733757e-05,0.031739906421714
ENSGALG00000000558,2.17159613659659,2.350146673373,4.99070256125472e-05,0.0427603395448305
ENSGALG00000011961,2.44510510990204,3.40420256685922,6.12017928614896e-05,0.0499406629749755
ENSGALG00000005739,1.58312444607769,8.07956936896094,0.00010749084432379,0.0837255958332938
ENSGALG00000046160,4.58547191295211,0.745555425538761,0.000126575227934365,0.0943040480818817
ENSGALG00000021340,3.58912564824297,-1.58982356659608,0.000177161846811595,0.126493558623479
