lps_names,lps_logfoldchanges,lps_pvals,lps_pvals_adj,lps_pts,UNST_pts,1to1_bat_dragon
PUS10,0.278835475,3.59193e-11,1.3793e-09,0.261938664,0.220149658,PUS10
MGAT4A,0.432535589,3.73826e-11,1.43333e-09,0.178422782,0.139030474,MGAT4A
CAPZA1,0.199275091,4.27995e-11,1.62881e-09,0.413088719,0.373495283,CAPZA1
SLC41A2,0.958114803,4.53914e-11,1.72231e-09,0.090909091,0.051729747,SLC41A2
LRRK2,0.44364816,5.10229e-11,1.93025e-09,0.164348302,0.124498428,LRRK2
CAPZA2,0.205839679,5.33497e-11,2.01529e-09,0.418181818,0.383852077,CAPZA2
RIPK1,0.354896963,5.64564e-11,2.1201e-09,0.200657174,0.160882768,RIPK1
AIDA,0.442403108,6.45012e-11,2.41157e-09,0.165826944,0.12666739,AIDA
TOR1B,0.66801399,6.96479e-11,2.59261e-09,0.111555312,0.07222644,TOR1B
IL10RA,0.361763895,7.63133e-11,2.82836e-09,0.198576123,0.159093374,IL10RA
DTNBP1,0.422097087,1.11492e-10,4.09651e-09,0.187458927,0.149875285,DTNBP1
MED13L,0.229028568,1.45597e-10,5.31899e-09,0.317305586,0.276434226,MED13L
AKAP13,0.163853154,1.57348e-10,5.74005e-09,0.552245345,0.512525756,AKAP13
PLAGL2,0.58479178,1.65746e-10,6.0378e-09,0.129791895,0.091855547,PLAGL2
HIVEP2,0.317467898,1.79774e-10,6.53946e-09,0.208214677,0.168691031,HIVEP2
RUNX3,0.296845317,2.00982e-10,7.27983e-09,0.245290252,0.206485197,RUNX3
ARID5B,0.192906752,2.7194e-10,9.79446e-09,0.4449069,0.409012038,ARID5B
NCF1,0.50176239,2.77545e-10,9.95419e-09,0.194797371,0.162943282,NCF1
SOCS3,0.649422467,2.89157e-10,1.03561e-08,0.113636364,0.075805227,SOCS3
ATF3,0.982738614,3.23645e-10,1.15266e-08,0.085104053,0.047608719,ATF3
SLC38A2,0.266849488,3.24487e-10,1.15405e-08,0.257393209,0.218631385,SLC38A2
KPNB1,0.257901698,5.8815e-10,2.08308e-08,0.280558598,0.244279362,KPNB1
CD44,0.187977523,7.45483e-10,2.62575e-08,0.483680175,0.470285219,CD44
NFKBIZ,0.479879916,9.38637e-10,3.27446e-08,0.155531216,0.119780935,NFKBIZ
LDLR,0.904566765,1.11387e-09,3.87516e-08,0.09271632,0.056881032,LDLR
RELB,0.418868065,1.47781e-09,5.09275e-08,0.162486309,0.126450493,RELB
IL1RN,0.785724819,1.54042e-09,5.29423e-08,0.183351588,0.159147598,IL1RN
AGO2,0.283620864,1.60655e-09,5.50668e-08,0.216922234,0.179264722,AGO2
UNC93B1,0.439923972,1.73647e-09,5.92023e-08,0.162595838,0.12748075,UNC93B1
PTAFR,1.073124528,2.58455e-09,8.64994e-08,0.08143483,0.046307342,PTAFR
MXD1,0.505486965,2.60467e-09,8.70587e-08,0.168893757,0.135831255,MXD1
ARF4,0.233989075,2.95799e-09,9.84814e-08,0.304381161,0.270090012,ARF4
KCNA3,0.18755722,3.13622e-09,1.04009e-07,0.421303395,0.388190001,KCNA3
HCK,0.768985212,3.31776e-09,1.09886e-07,0.141073384,0.109695261,HCK
MED13,0.256979346,3.37696e-09,1.11702e-07,0.253121577,0.217004663,MED13
RAB21,0.258491963,3.7697e-09,1.2421e-07,0.254162103,0.218577161,RAB21
SLC2A6,0.856950641,3.78235e-09,1.24467e-07,0.095454545,0.060785164,SLC2A6
TNFRSF1B,0.321104079,5.26816e-09,1.71591e-07,0.22196057,0.187994794,TNFRSF1B
MAFB,0.500541925,5.39623e-09,1.75539e-07,0.155805038,0.12265481,MAFB
ASCC3,0.237095714,6.12899e-09,1.98365e-07,0.267907996,0.231916278,ASCC3
CCL5,0.266688406,7.55893e-09,2.43411e-07,0.542606791,0.501952066,CCL5
CYTIP_LOC107513427,0.163053632,8.50814e-09,2.7192e-07,0.461062432,0.428153129,CYTIP
SLC25A28,0.605785847,9.56063e-09,3.03657e-07,0.103176342,0.068322308,SLC25A28
