	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_8h	chicken_d_lps_8h
ENSGALG00010023201	919	406	787	278
ENSGALG00010023200	3366	2105	3081	1463
ENSGALG00010023199	3862	3152	4408	2242
ENSGALG00010023194	4987	6640	3413	1875
ENSGALG00010023189	697	528	577	334
ENSGALG00010023185	658	601	805	522
ENSGALG00010023182	113	75	122	56
ENSGALG00010023181	19	6	9	3
ENSGALG00010023179	844	671	818	855
ENSGALG00010023177	271	162	240	130
ENSGALG00010023169	3716	2521	4679	2325
ENSGALG00010023166	3007	2601	3045	1945
ENSGALG00010023165	2457	1892	2461	1530
ENSGALG00010029783	388	255	443	164
ENSGALG00010023164	900	716	924	523
ENSGALG00010027873	129	61	113	73
ENSGALG00010023160	1234	812	1383	692
ENSGALG00010029249	28	14	43	15
ENSGALG00010023159	16	4	13	5
ENSGALG00010023158	357	175	336	94
ENSGALG00010029527	204	155	213	137
ENSGALG00010023157	5	9	4	0
ENSGALG00010023151	99	48	117	83
ENSGALG00010023144	1877	1117	1924	1039
ENSGALG00010026137	1346	1037	1315	946
ENSGALG00010023142	1886	1532	1734	829
ENSGALG00010023137	2116	2498	2152	1218
ENSGALG00010023135	194	114	264	131
ENSGALG00010023134	30	18	39	10
ENSGALG00010028744	2104	1769	1025	684
ENSGALG00010028082	11	12	37	8
ENSGALG00010023184	1017	906	983	640
ENSGALG00010023127	1235	822	1287	791
ENSGALG00010023125	2	2	0	1
ENSGALG00010023124	487	354	396	269
ENSGALG00010023122	19	6	7	7
ENSGALG00010023120	28	31	31	16
ENSGALG00010023119	548	253	512	195
ENSGALG00010023118	312	159	271	185
ENSGALG00010023117	435	354	374	269
ENSGALG00010023116	19	3	7	4
ENSGALG00010023114	1868	1397	2000	1408
ENSGALG00010023113	20	15	33	15
ENSGALG00010023108	1886	2111	1279	740
ENSGALG00010023102	4224	3069	3941	2340
ENSGALG00010023093	101	45	162	84
ENSGALG00010023084	1892	914	1949	1462
ENSGALG00010023080	2257	1681	2554	1786
ENSGALG00010023077	1550	1505	1384	827
ENSGALG00010023076	1777	1263	1645	821
ENSGALG00010023073	933	572	905	535
ENSGALG00010024493	13290	10570	12433	6053
ENSGALG00010023071	475	349	622	301
ENSGALG00010023070	3052	2456	3106	1528
ENSGALG00010023069	23	9	19	5
ENSGALG00010023067	22	15	17	3
ENSGALG00010023066	1038	547	1271	615
ENSGALG00010023065	30	8	38	5
ENSGALG00010023064	1940	1994	1701	1027
ENSGALG00010023063	1434	880	1316	568
ENSGALG00010023062	2315	791	1305	324
ENSGALG00010023060	8	6	8	1
ENSGALG00010023058	42	33	12	5
ENSGALG00010023056	13	20	17	3
ENSGALG00010023053	821	351	720	417
ENSGALG00010023048	1620	851	1364	828
ENSGALG00010023043	3139	2586	3284	1529
ENSGALG00010023042	22	25	39	14
ENSGALG00010023026	2645	2076	2274	1310
ENSGALG00010023020	9	9	6	6
ENSGALG00010023017	39	25	24	5
ENSGALG00010023015	258	204	240	158
ENSGALG00010023002	835	749	789	529
ENSGALG00010024701	223	168	228	178
ENSGALG00010022997	1733	1581	1427	1080
ENSGALG00010024825	1052	668	601	420
ENSGALG00010027608	11131	8986	11991	7553
ENSGALG00010022981	6206	4120	6759	3440
ENSGALG00010029312	417	313	260	190
ENSGALG00010022979	4	3	3	1
ENSGALG00010022978	602	256	436	168
ENSGALG00010022976	799	379	609	361
ENSGALG00010023636	6061	3924	4968	2017
ENSGALG00010022974	6703	4574	5600	3348
ENSGALG00010022972	2	16	8	3
ENSGALG00010026298	447	346	502	288
ENSGALG00010022971	2167	1357	1299	670
ENSGALG00010022969	10	2	11	1
ENSGALG00010022967	9	35	3	0
ENSGALG00010022964	1	10	3	0
ENSGALG00010022959	73	98	31	22
ENSGALG00010022957	1244	936	1257	574
ENSGALG00010022956	156	80	142	63
ENSGALG00010022948	3	0	4	5
ENSGALG00010022946	2	0	2	0
ENSGALG00010022937	419	305	441	394
ENSGALG00010022932	62	29	40	28
ENSGALG00010022931	228	166	223	167
ENSGALG00010028712	1063	581	1016	504
ENSGALG00010022928	872	603	658	402
ENSGALG00010022921	1469	955	1952	558
ENSGALG00010022919	1605	1111	1597	922
ENSGALG00010022917	32	39	38	17
ENSGALG00010022911	34	7	14	33
ENSGALG00010022886	9480	3276	4822	1874
ENSGALG00010022881	161	102	211	75
ENSGALG00010022875	1	2	2	3
ENSGALG00010022874	978	557	1008	469
ENSGALG00010022867	224	164	243	124
ENSGALG00010022866	414	244	242	190
ENSGALG00010022864	15	16	15	20
ENSGALG00010022863	85	57	70	14
ENSGALG00010022860	684	404	992	403
ENSGALG00010025145	1227	591	1190	518
ENSGALG00010022858	2533	1734	1887	762
ENSGALG00010022850	733	494	558	325
ENSGALG00010024887	1577	1262	1697	906
ENSGALG00010022845	37	43	17	5
ENSGALG00010022840	137	51	155	75
ENSGALG00010022833	39	42	50	23
ENSGALG00010022831	237	145	166	68
ENSGALG00010024153	67	2	29	6
ENSGALG00010022828	17	17	11	12
ENSGALG00010022826	17	6	3	1
ENSGALG00010022819	590	616	525	254
ENSGALG00010022813	2614	1758	1503	1174
ENSGALG00010022811	3765	3140	2995	1968
ENSGALG00010022809	1436	1086	1007	279
ENSGALG00010023265	4347	2730	4170	2248
ENSGALG00010022808	2804	2360	3335	2007
ENSGALG00010022806	607	392	585	273
ENSGALG00010022804	297	217	306	225
ENSGALG00010029279	1038	573	1135	590
ENSGALG00010022803	6	3	1	4
ENSGALG00010022801	688	400	543	271
ENSGALG00010022797	10105	4684	8305	3017
ENSGALG00010022792	576	467	729	395
ENSGALG00010022788	1278	647	1249	543
ENSGALG00010022787	12	1	18	1
ENSGALG00010022784	1	0	2	2
ENSGALG00010023953	271	102	203	65
ENSGALG00010022776	4	2	3	0
ENSGALG00010027090	48	19	45	11
ENSGALG00010028119	134	82	135	69
ENSGALG00010022770	358	246	491	209
ENSGALG00010022767	23	23	14	8
ENSGALG00010028561	5827	2761	6143	2474
ENSGALG00010022764	2	0	3	0
ENSGALG00010028435	108	112	71	44
ENSGALG00010022761	397	307	259	100
ENSGALG00010029705	7335	3480	6433	3264
ENSGALG00010022759	4	6	0	1
ENSGALG00010024188	466	280	583	291
ENSGALG00010022755	550	292	548	324
ENSGALG00010022754	225	178	257	84
ENSGALG00010027959	2325	1646	2247	874
ENSGALG00010024174	9177	7647	8145	4602
ENSGALG00010022743	1388	827	1399	663
ENSGALG00010022742	112	75	142	109
ENSGALG00010022737	1087	733	918	438
ENSGALG00010022731	2382	695	1627	443
ENSGALG00010022729	201	143	177	110
ENSGALG00010022717	4501	4125	4253	2646
ENSGALG00010022698	11	2	1	1
ENSGALG00010022689	16378	21786	12813	6906
ENSGALG00010022685	1340	854	1457	732
ENSGALG00010024290	3	2	4	0
ENSGALG00010022684	1	8	2	3
ENSGALG00010028438	278	223	261	156
ENSGALG00010025465	502	272	531	378
ENSGALG00010022681	95	64	96	74
ENSGALG00010022674	223	169	141	63
ENSGALG00010022671	1509	714	1262	542
ENSGALG00010022667	2037	1263	1902	753
ENSGALG00010022666	461	333	491	309
ENSGALG00010022664	2578	1724	2217	1270
ENSGALG00010022661	4	2	6	1
ENSGALG00010022659	158	240	87	26
ENSGALG00010022650	6524	4135	5051	3362
ENSGALG00010022644	852	554	818	409
ENSGALG00010022642	2127	1416	2349	1384
ENSGALG00010022637	1517	971	1146	509
ENSGALG00010022623	3562	2452	3529	1878
ENSGALG00010022614	29	21	23	25
ENSGALG00010022608	71	58	65	24
ENSGALG00010022599	24	5	26	11
ENSGALG00010027924	140	77	125	102
ENSGALG00010022593	256	161	264	204
ENSGALG00010022588	224	91	271	116
ENSGALG00010022585	942	632	1048	437
ENSGALG00010025220	3	2	0	0
ENSGALG00010022583	416	402	461	212
ENSGALG00010022582	143	90	142	102
ENSGALG00010022783	692	435	567	326
ENSGALG00010022579	149	54	142	75
ENSGALG00010022575	1361	549	1334	609
ENSGALG00010022572	37	58	3	0
ENSGALG00010027501	2029	1765	1886	1158
ENSGALG00010022571	5742	7613	4283	2384
ENSGALG00010022568	486	261	476	224
ENSGALG00010022567	379	278	379	230
ENSGALG00010022557	2115	2865	1789	409
ENSGALG00010022553	3464	2684	3075	1829
ENSGALG00010022551	226	118	168	59
ENSGALG00010024590	817	612	981	642
ENSGALG00010022547	2227	1602	2175	1260
ENSGALG00010022544	824	380	620	385
ENSGALG00010022542	12	5	7	7
ENSGALG00010022541	712	482	472	211
ENSGALG00010022538	3977	2395	3464	2173
ENSGALG00010022533	1011	612	972	362
ENSGALG00010022532	342	366	369	185
ENSGALG00010022528	35	34	12	0
ENSGALG00010026984	3	1	3	1
ENSGALG00010022526	3387	2701	3739	2556
ENSGALG00010022520	4	9	6	0
ENSGALG00010025924	54	63	31	6
ENSGALG00010022512	3	2	0	7
ENSGALG00010022507	33	31	39	26
ENSGALG00010022505	367	240	301	215
ENSGALG00010022504	560	364	518	292
ENSGALG00010022500	20	11	20	20
ENSGALG00010027099	3964	4198	2895	1742
ENSGALG00010026203	544	324	652	392
ENSGALG00010022498	1982	879	1985	848
ENSGALG00010027714	308	83	373	161
ENSGALG00010022494	626	286	407	257
ENSGALG00010022489	48	13	57	2
ENSGALG00010022487	4	5	2	3
ENSGALG00010022485	2649	1091	2162	831
ENSGALG00010022479	383	323	286	225
ENSGALG00010022474	15669	17702	11486	5122
ENSGALG00010022472	530	271	345	247
ENSGALG00010022468	4	12	4	0
ENSGALG00010029564	2049	854	1419	571
ENSGALG00010029363	2427	2515	2055	1066
ENSGALG00010022467	1235	925	1048	615
ENSGALG00010022466	1051	609	805	293
ENSGALG00010022462	1240	688	1274	487
ENSGALG00010022460	353	274	235	221
ENSGALG00010028326	4	3	3	3
ENSGALG00010022454	17	14	11	8
ENSGALG00010022451	1399	839	1294	628
ENSGALG00010026681	6	2	5	0
ENSGALG00010025734	744	410	848	491
ENSGALG00010022449	1483	986	1897	1111
ENSGALG00010022448	340	187	374	172
ENSGALG00010022438	5949	3639	5952	3349
ENSGALG00010022429	602	343	566	245
ENSGALG00010022427	7734	7150	7918	4358
ENSGALG00010026886	1690	1723	2518	845
ENSGALG00010022425	72	19	54	30
ENSGALG00010022422	1350	1039	1078	665
ENSGALG00010022416	1301	641	969	445
ENSGALG00010022411	31	75	36	6
ENSGALG00010022408	161	96	186	68
ENSGALG00010022406	13322	17412	10918	4339
ENSGALG00010022401	30	25	6	8
ENSGALG00010022400	470	239	313	132
ENSGALG00010023979	400	352	410	274
ENSGALG00010022397	2344	1338	1929	967
ENSGALG00010022396	80	133	82	25
ENSGALG00010022395	495	378	470	370
ENSGALG00010022388	15	3	12	4
ENSGALG00010022382	3	0	1	3
ENSGALG00010022379	13	15	19	24
ENSGALG00010022377	917	573	654	278
ENSGALG00010024562	0	2	0	2
ENSGALG00010023377	359	315	368	201
ENSGALG00010022375	10	0	9	2
ENSGALG00010022365	2040	1120	1617	666
ENSGALG00010022356	28	22	36	19
ENSGALG00010022354	254	68	244	63
ENSGALG00010022353	1545	1181	1253	669
ENSGALG00010027283	11730	8528	9312	4071
ENSGALG00010022340	1207	924	1108	616
ENSGALG00010022333	13	33	11	8
ENSGALG00010022332	397	207	299	177
ENSGALG00010024907	52	35	60	49
ENSGALG00010022325	428	246	302	112
ENSGALG00010022322	82	51	110	45
ENSGALG00010022320	45	40	50	14
ENSGALG00010022316	1839	1472	1496	817
ENSGALG00010022313	132	92	225	51
ENSGALG00010022363	35	10	30	8
ENSGALG00010022312	1160	644	896	502
ENSGALG00010022310	220	204	265	108
ENSGALG00010022309	0	3	2	1
ENSGALG00010029744	1349	803	1327	772
ENSGALG00010022303	14	6	3	1
ENSGALG00010022302	1894	980	2091	1317
ENSGALG00010025917	1	1	11	11
ENSGALG00010022297	1390	814	991	594
ENSGALG00010024258	688	632	617	597
ENSGALG00010022293	1189	489	1250	566
ENSGALG00010027787	125	87	56	60
ENSGALG00010022290	5	6	10	0
ENSGALG00010027192	1756	1207	1516	925
ENSGALG00010022280	2305	1806	1959	710
ENSGALG00010022279	2984	2466	1987	1356
ENSGALG00010022275	6533	4156	6874	2952
ENSGALG00010022271	1830	1418	1438	526
ENSGALG00010022266	527	354	521	371
ENSGALG00010027086	59	35	32	15
ENSGALG00010023694	109	75	107	59
ENSGALG00010022261	14	0	8	0
ENSGALG00010022259	1305	951	1409	725
ENSGALG00010022256	2840	2296	2976	1824
ENSGALG00010022255	435	177	479	168
ENSGALG00010027149	1100	617	1781	1079
ENSGALG00010022573	555	323	411	222
ENSGALG00010022250	1417	1008	1297	774
ENSGALG00010022249	26	5	42	20
ENSGALG00010022248	8	7	9	3
ENSGALG00010022247	8	0	4	1
ENSGALG00010022244	869	566	805	620
ENSGALG00010022242	2179	1836	1856	1261
ENSGALG00010022241	991	870	969	673
ENSGALG00010022239	372	253	311	158
ENSGALG00010027874	427	299	302	215
ENSGALG00010022235	882	774	866	544
ENSGALG00010022233	377	153	464	175
ENSGALG00010022232	8	2	27	8
ENSGALG00010022231	15	18	36	8
ENSGALG00010022230	2372	1592	2188	909
ENSGALG00010022226	1477	889	1102	751
ENSGALG00010022224	158	152	129	111
ENSGALG00010022223	55	48	33	24
ENSGALG00010022221	553	528	521	318
ENSGALG00010022236	537	333	530	255
ENSGALG00010022219	445	295	428	245
ENSGALG00010022218	568	375	934	774
ENSGALG00010022708	1594	680	1690	826
ENSGALG00010022217	44	18	39	16
ENSGALG00010022213	3958	2747	4295	3566
ENSGALG00010027233	4014	2411	4260	1986
ENSGALG00010022210	1698	1512	1543	968
ENSGALG00010022207	4585	2835	4231	1635
ENSGALG00010022205	6	5	9	2
ENSGALG00010022203	226	112	255	128
ENSGALG00010022794	2	2	1	0
ENSGALG00010022196	9085	5464	5650	5100
ENSGALG00010022193	677	439	666	397
ENSGALG00010022184	105	83	100	67
ENSGALG00010022182	15	10	45	25
ENSGALG00010022181	16	9	16	11
ENSGALG00010022174	1408	1258	1024	481
ENSGALG00010022173	9852	8639	10786	5789
ENSGALG00010022171	4018	2055	2813	1344
ENSGALG00010022170	1537	1343	1363	726
ENSGALG00010025691	7	12	14	10
ENSGALG00010022169	281	161	258	91
ENSGALG00010022165	1238	934	1276	675
ENSGALG00010022158	609	574	624	349
ENSGALG00010022157	34	25	50	12
ENSGALG00010022149	644	569	245	239
ENSGALG00010022148	5150	3345	6983	3415
ENSGALG00010023220	1433	408	1098	444
ENSGALG00010022142	544	347	466	313
ENSGALG00010023921	21	22	20	3
ENSGALG00010022137	238	90	303	138
ENSGALG00010022134	103	45	262	142
ENSGALG00010022548	845	562	786	416
ENSGALG00010022129	575	344	490	419
ENSGALG00010022125	788	645	672	276
ENSGALG00010022122	1360	1103	1690	917
ENSGALG00010025943	600	9	832	4
ENSGALG00010022116	470	561	576	287
ENSGALG00010022115	1329	1079	1212	692
ENSGALG00010022111	20	18	17	5
ENSGALG00010022108	2480	2793	1990	1157
ENSGALG00010022104	491	286	427	276
ENSGALG00010022100	5181	4375	2769	1310
ENSGALG00010022098	23	10	58	7
ENSGALG00010030105	91	53	55	7
ENSGALG00010022093	7882	6801	7305	4058
ENSGALG00010022085	4738	3308	3362	1616
ENSGALG00010022084	23	11	52	20
ENSGALG00010024731	1125	299	1140	576
ENSGALG00010022073	99	67	125	62
ENSGALG00010022067	32	15	25	11
ENSGALG00010022657	317	196	394	218
ENSGALG00010022066	1031	545	1252	616
ENSGALG00010022065	307	372	224	123
ENSGALG00010022059	4	4	3	5
ENSGALG00010022055	565	302	560	131
ENSGALG00010022054	18	13	14	13
ENSGALG00010022052	627	468	548	449
ENSGALG00010022051	944	612	1159	505
ENSGALG00010022050	727	202	608	318
ENSGALG00010022049	2512	401	1948	114
ENSGALG00010022046	1405	975	1251	830
ENSGALG00010022044	1163	755	1059	555
ENSGALG00010022042	1124	1210	1014	586
ENSGALG00010022034	4682	2612	5571	3503
ENSGALG00010029392	8	2	1	0
ENSGALG00010022033	761	408	666	317
ENSGALG00010022032	636	495	623	303
ENSGALG00010022030	232	247	221	152
ENSGALG00010022029	26	4	25	53
ENSGALG00010022027	955	661	832	488
ENSGALG00010022024	692	399	419	94
ENSGALG00010022021	1136	615	1177	752
ENSGALG00010022019	2280	403	1498	184
ENSGALG00010022005	1281	882	1722	670
ENSGALG00010022002	72	19	81	25
ENSGALG00010021999	7	0	5	2
ENSGALG00010021995	574	522	609	177
ENSGALG00010028876	1130	553	1090	759
ENSGALG00010021989	475	321	523	273
ENSGALG00010024195	2261	1589	2518	1354
ENSGALG00010021983	56	54	69	23
ENSGALG00010021980	210	69	169	50
ENSGALG00010021972	766	598	625	319
ENSGALG00010021970	799	554	860	423
ENSGALG00010025960	69	34	79	66
ENSGALG00010021965	723	433	709	464
ENSGALG00010021958	919	674	590	363
ENSGALG00010021951	825	648	665	414
ENSGALG00010021949	17	9	10	3
ENSGALG00010021947	1189	865	1277	921
ENSGALG00010024263	645	224	603	287
ENSGALG00010021945	543	547	336	126
ENSGALG00010021939	56	54	72	12
ENSGALG00010021935	16	7	22	9
ENSGALG00010024744	1293	941	967	335
ENSGALG00010021933	1827	991	1376	699
ENSGALG00010021931	3803	3308	2458	1067
ENSGALG00010028700	203	185	217	51
ENSGALG00010021924	24	6	9	10
ENSGALG00010021916	650	528	818	522
ENSGALG00010021914	13	8	20	12
ENSGALG00010021905	1158	810	976	509
ENSGALG00010021904	5	3	1	0
ENSGALG00010021902	1356	709	880	453
ENSGALG00010029758	7	23	15	5
ENSGALG00010022076	7292	3841	6931	2984
ENSGALG00010021897	525	357	548	319
ENSGALG00010021895	6	7	5	5
ENSGALG00010021877	48	28	54	14
ENSGALG00010021874	736	472	531	324
ENSGALG00010021871	7	5	2	0
ENSGALG00010025935	216	18	315	24
ENSGALG00010021869	46	28	18	12
ENSGALG00010021867	4	3	1	0
ENSGALG00010021864	302	157	266	114
ENSGALG00010021842	3	0	2	0
ENSGALG00010024494	16	3	14	3
ENSGALG00010023342	332	187	254	141
ENSGALG00010021826	18	22	10	8
ENSGALG00010021825	2	0	2	4
ENSGALG00010027554	246	144	237	120
ENSGALG00010021823	199	125	174	98
ENSGALG00010021821	46	55	26	6
ENSGALG00010021812	4	6	0	1
ENSGALG00010021810	2631	1652	2552	1407
ENSGALG00010027624	3096	2326	4003	1398
ENSGALG00010021795	1367	1088	1245	898
ENSGALG00010021792	24	18	20	9
ENSGALG00010021790	1472	866	1336	709
ENSGALG00010027128	714	550	736	455
ENSGALG00010021789	2119	1659	1531	762
ENSGALG00010021788	10255	8207	10951	5115
ENSGALG00010021786	224	168	251	191
ENSGALG00010023930	4433	3476	4337	2942
ENSGALG00010021779	22	91	14	10
ENSGALG00010021778	1484	1349	1231	613
ENSGALG00010021777	10	7	4	2
ENSGALG00010021776	375	202	345	152
ENSGALG00010021773	36	7	6	0
ENSGALG00010029360	3170	1930	2192	1536
ENSGALG00010021772	1455	1123	1533	760
ENSGALG00010021771	440	292	491	309
ENSGALG00010021770	3455	2816	2549	1802
ENSGALG00010021769	92	42	102	68
ENSGALG00010021768	1037	1220	935	326
ENSGALG00010021767	113	90	115	64
ENSGALG00010021765	785	467	852	377
ENSGALG00010021764	5	5	0	2
ENSGALG00010022493	2136	1954	1589	814
ENSGALG00010021762	965	1034	394	346
ENSGALG00010029339	3409	1904	3216	1647
ENSGALG00010021759	1171	968	1157	706
ENSGALG00010021755	256	245	244	141
ENSGALG00010021754	11	7	50	45
ENSGALG00010021752	1665	1155	1884	1205
ENSGALG00010021751	1370	928	1512	1032
ENSGALG00010021749	575	470	469	323
ENSGALG00010021748	176	40	432	51
ENSGALG00010021747	477	352	377	175
ENSGALG00010029278	1014	431	993	372
ENSGALG00010021746	1890	1256	1658	1037
ENSGALG00010024459	1645	1315	1454	783
ENSGALG00010021740	2108	3013	2313	906
ENSGALG00010021739	1415	934	1219	682
ENSGALG00010028391	676	694	606	387
ENSGALG00010021738	1586	1721	1171	582
ENSGALG00010021737	42	32	51	46
ENSGALG00010021735	246	178	269	180
ENSGALG00010021733	1	0	2	2
ENSGALG00010021730	4074	2285	3184	1307
ENSGALG00010022334	51	12	59	2
ENSGALG00010021729	29	22	17	9
ENSGALG00010021727	207	117	293	162
ENSGALG00010021725	1194	826	1448	818
ENSGALG00010021721	4	0	4	0
ENSGALG00010021718	0	2	0	4
ENSGALG00010021717	443	155	2011	1159
ENSGALG00010021716	9	6	4	3
ENSGALG00010028073	1012	644	1018	775
ENSGALG00010021715	93	77	117	54
ENSGALG00010021714	290	108	286	137
ENSGALG00010021713	2404	861	1800	625
ENSGALG00010021706	4560	4727	3750	2021
ENSGALG00010021703	4838	3291	3994	2218
ENSGALG00010021700	5934	3588	4978	2989
ENSGALG00010021699	286	180	296	162
ENSGALG00010022190	789	731	690	433
ENSGALG00010021695	5081	4558	4250	3199
ENSGALG00010027543	5348	3765	5152	2786
ENSGALG00010021694	15	1	10	2
ENSGALG00010021691	164	57	137	75
ENSGALG00010022228	3089	1949	2654	1630
ENSGALG00010024755	244	144	258	142
ENSGALG00010021688	581	276	409	193
ENSGALG00010021687	1019	879	826	498
ENSGALG00010021686	2780	1493	2400	1165
ENSGALG00010021684	1604	606	1283	1050
ENSGALG00010021683	6	0	5	1
ENSGALG00010021680	1165	823	1185	579
ENSGALG00010021677	654	296	614	292
ENSGALG00010021676	354	264	215	141
ENSGALG00010029583	1036	692	1020	351
ENSGALG00010021675	1842	1143	1700	954
ENSGALG00010021674	381	373	379	189
ENSGALG00010021672	12	4	7	2
ENSGALG00010021670	4195	2060	3973	1861
ENSGALG00010021669	1765	1298	1905	1041
ENSGALG00010021667	2	0	4	0
ENSGALG00010021666	1144	684	1302	704
ENSGALG00010021665	8221	5780	5850	4126
ENSGALG00010021664	166	89	158	125
ENSGALG00010021663	1968	1326	2057	1137
ENSGALG00010021661	49	13	94	42
ENSGALG00010024641	1870	1107	1936	816
ENSGALG00010021660	33	32	40	21
ENSGALG00010021659	201	89	214	94
ENSGALG00010021658	1090	777	1082	595
ENSGALG00010021652	430	307	564	285
ENSGALG00010021649	2687	1526	2645	1451
ENSGALG00010021648	1450	787	1498	730
ENSGALG00010021646	148	101	134	105
ENSGALG00010021645	788	553	836	467
ENSGALG00010021643	1326	1266	1244	563
ENSGALG00010021642	4835	2446	5189	2462
ENSGALG00010021641	7	2	12	6
ENSGALG00010021640	976	721	1042	587
ENSGALG00010021637	5856	4562	5475	3744
ENSGALG00010027399	543	376	496	289
ENSGALG00010021636	294	191	254	134
ENSGALG00010021635	2664	2053	2000	1139
ENSGALG00010021633	738	210	616	167
ENSGALG00010021632	2649	2389	2427	1108
ENSGALG00010021625	261	134	206	126
ENSGALG00010021624	45	61	29	21
ENSGALG00010021623	2772	1023	2004	654
ENSGALG00010021622	3	2	0	0
ENSGALG00010021619	4884	5671	4057	2301
ENSGALG00010021618	59	24	39	27
ENSGALG00010021616	11	2	9	7
ENSGALG00010021615	358	154	286	115
ENSGALG00010021614	8	8	4	3
ENSGALG00010021612	251	162	198	151
ENSGALG00010028891	416	187	476	252
ENSGALG00010021610	279	260	267	177
ENSGALG00010028858	578	496	532	230
ENSGALG00010021609	40	15	23	18
ENSGALG00010021605	1720	1328	1038	618
ENSGALG00010021604	1256	1090	1279	626
ENSGALG00010021603	3	4	0	1
ENSGALG00010021602	885	753	630	562
ENSGALG00010021601	722	429	774	271
ENSGALG00010021600	219	149	227	149
ENSGALG00010021595	1258	813	926	715
ENSGALG00010023601	995	696	736	427
ENSGALG00010021594	680	385	795	433
ENSGALG00010021593	716	320	511	301
ENSGALG00010021588	718	530	651	352
ENSGALG00010021583	6698	4977	5389	2471
ENSGALG00010021577	3144	2441	2319	1051
ENSGALG00010021575	3	2	0	0
ENSGALG00010021572	39	103	42	37
ENSGALG00010021570	284	192	256	149
ENSGALG00010021566	241	133	203	107
ENSGALG00010021565	1255	733	1233	477
ENSGALG00010021564	8	4	6	2
ENSGALG00010021561	244	146	245	140
ENSGALG00010021558	793	487	817	663
ENSGALG00010021553	1606	737	1513	725
ENSGALG00010021549	990	855	1071	669
ENSGALG00010028122	4573	3589	3214	2115
ENSGALG00010021546	75	49	141	48
ENSGALG00010021541	22	20	37	41
ENSGALG00010029282	4034	3791	3414	1769
ENSGALG00010024972	2	2	0	0
ENSGALG00010021539	8837	5348	8077	5314
ENSGALG00010021537	2	2	0	2
ENSGALG00010023578	497	371	391	312
ENSGALG00010021535	5819	5090	4056	2217
ENSGALG00010021531	56	39	68	24
ENSGALG00010021530	3930	3128	3920	2452
ENSGALG00010021528	1067	982	838	484
ENSGALG00010021526	3	1	3	1
ENSGALG00010021521	61	55	71	15
ENSGALG00010024406	957	639	1059	597
ENSGALG00010021518	451	249	306	146
ENSGALG00010027041	7332	4946	6135	3998
ENSGALG00010021516	3969	3321	3067	2255
ENSGALG00010021514	2878	2258	2407	1654
ENSGALG00010021512	118	88	59	22
ENSGALG00010021506	1503	1257	1398	805
ENSGALG00010021504	459	187	434	181
ENSGALG00010028511	9	1	3	1
ENSGALG00010021502	2013	1522	1751	968
ENSGALG00010021498	129	61	147	68
ENSGALG00010021496	1943	1281	1730	1154
ENSGALG00010023384	8	3	7	1
ENSGALG00010022234	570	444	606	343
ENSGALG00010021492	303	161	272	124
ENSGALG00010021490	30	18	16	34
ENSGALG00010024968	589	504	515	332
ENSGALG00010021488	189	87	167	133
ENSGALG00010021487	153	77	98	89
ENSGALG00010021720	319	139	276	198
ENSGALG00010021485	4	4	0	1
ENSGALG00010026259	1077	733	943	432
ENSGALG00010021484	1074	367	820	301
ENSGALG00010021481	635	490	628	377
ENSGALG00010024868	68	64	64	23
ENSGALG00010021479	235	212	267	82
ENSGALG00010021478	252	115	249	110
ENSGALG00010021476	109	51	97	55
ENSGALG00010021474	9	1	16	6
ENSGALG00010024193	569	302	457	335
ENSGALG00010021467	146	91	128	58
ENSGALG00010021466	66	104	41	8
ENSGALG00010021461	433	272	440	206
ENSGALG00010021458	341	176	328	138
ENSGALG00010021510	244	152	120	78
ENSGALG00010021454	1752	1568	1851	1476
ENSGALG00010021698	133	55	40	7
ENSGALG00010021447	896	740	474	38
ENSGALG00010021444	1792	1447	1526	954
ENSGALG00010021443	260	193	275	206
ENSGALG00010021441	421	103	444	282
ENSGALG00010021435	2912	2039	2259	1573
ENSGALG00010021432	55	33	26	9
ENSGALG00010021431	835	479	1066	453
ENSGALG00010021427	12747	9024	13669	9330
ENSGALG00010021425	1237	1070	1312	547
ENSGALG00010021421	218	104	253	189
ENSGALG00010021419	30	38	67	40
ENSGALG00010021417	326	196	321	197
ENSGALG00010021416	631	285	733	510
ENSGALG00010021414	1143	1051	1223	795
ENSGALG00010021409	9	10	5	3
ENSGALG00010021408	359	328	140	42
ENSGALG00010021407	3060	2673	2758	1645
ENSGALG00010021401	2170	1498	2136	1032
ENSGALG00010025154	1334	1471	1284	755
ENSGALG00010021400	1788	1580	1581	1005
ENSGALG00010021629	580	433	477	326
ENSGALG00010021396	704	445	727	406
ENSGALG00010021394	781	508	812	521
ENSGALG00010021393	758	723	675	379
ENSGALG00010021391	1281	1362	2052	1483
ENSGALG00010021388	172	127	166	105
ENSGALG00010021387	7806	5112	7283	2941
ENSGALG00010023580	913	517	852	464
ENSGALG00010021385	4	0	2	0
ENSGALG00010021383	403	222	451	254
ENSGALG00010021382	2623	1514	2711	1547
ENSGALG00010021381	1673	930	1964	1586
ENSGALG00010021375	1798	1354	1794	1098
ENSGALG00010025706	2	0	4	0
ENSGALG00010021373	1089	863	924	584
ENSGALG00010026434	541	570	603	284
ENSGALG00010021367	39	46	23	19
ENSGALG00010021362	9943	7757	11053	5340
ENSGALG00010021360	256	139	256	132
ENSGALG00010021353	652	447	685	482
ENSGALG00010021346	2262	1911	2496	1547
