	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_4h	chicken_d_lps_4h
ENSGALG00010003499	2	1	4	3
ENSGALG00010002730	536	328	622	293
ENSGALG00010025291	372	190	424	300
ENSGALG00010024986	143	69	149	101
ENSGALG00010013923	7	7	6	3
ENSGALG00010018057	5	5	6	2
ENSGALG00010015774	4	9	6	1
ENSGALG00010000126	248	91	228	97
ENSGALG00010009309	450	409	199	24
ENSGALG00010001558	8	2	12	3
ENSGALG00010002912	10043	7792	11309	6104
ENSGALG00010022176	30	28	36	17
ENSGALG00010001402	141	113	127	123
ENSGALG00010015016	4945	2146	4351	1977
ENSGALG00010013148	10	11	11	10
ENSGALG00010015201	666	475	618	422
ENSGALG00010000581	2527	1917	2762	1613
ENSGALG00010024922	3	4	7	3
ENSGALG00010015870	4981	3199	5674	2903
ENSGALG00010017639	29	22	31	5
ENSGALG00010000186	1388	999	1592	933
ENSGALG00010000468	2728	3412	3170	1385
ENSGALG00010005508	1637	727	1622	775
ENSGALG00010013417	6491	3761	6094	3934
ENSGALG00010005310	2455	1833	3072	2156
ENSGALG00010000146	964	498	1136	686
ENSGALG00010005445	391	180	360	158
ENSGALG00010017750	2	5	8	4
ENSGALG00010001533	71	54	68	21
ENSGALG00010003395	6757	4089	5942	2332
ENSGALG00010015191	1909	1635	2084	1695
ENSGALG00010016460	3209	1642	3110	1399
ENSGALG00010005143	700	415	937	547
ENSGALG00010003782	8	4	11	5
ENSGALG00010006229	282	168	321	185
ENSGALG00010011823	14	15	9	7
ENSGALG00010013598	374	386	317	155
ENSGALG00010000816	1071	1162	1020	562
ENSGALG00010000058	1594	1027	1596	984
ENSGALG00010001157	328	173	355	133
ENSGALG00010018255	1556	870	1269	725
ENSGALG00010004472	51	5	9	9
ENSGALG00010028007	1353	897	1339	633
ENSGALG00010012095	678	523	632	395
ENSGALG00010022820	4911	3721	4016	1458
ENSGALG00010023287	1935	1327	2217	1158
ENSGALG00010013737	1907	1457	1278	878
ENSGALG00010000796	198	82	153	83
ENSGALG00010017609	1	5	3	0
ENSGALG00010001836	580	287	459	188
ENSGALG00010004123	266	159	346	184
ENSGALG00010027766	145	129	185	106
ENSGALG00010003295	476	443	523	399
ENSGALG00010013562	4	0	4	0
ENSGALG00010020700	759	664	877	345
ENSGALG00010003121	814	303	733	361
ENSGALG00010009181	24	18	29	24
ENSGALG00010010998	10212	5420	6189	4585
ENSGALG00010024816	47	19	40	7
ENSGALG00010023216	427	296	625	241
ENSGALG00010004507	1080	553	1216	587
ENSGALG00010021650	987	894	992	614
ENSGALG00010016379	961	930	1107	765
ENSGALG00010008401	1979	1398	2311	1224
ENSGALG00010022986	379	259	374	252
ENSGALG00010027092	58	24	78	32
ENSGALG00010022590	9	12	15	10
ENSGALG00010015200	788	379	529	340
ENSGALG00010001123	95	83	63	42
ENSGALG00010016476	0	0	3	2
ENSGALG00010020758	390	322	306	190
ENSGALG00010007965	2331	836	2229	668
ENSGALG00010009741	814	768	923	594
ENSGALG00010015837	3889	3947	2842	2249
ENSGALG00010018440	1298	759	1297	654
ENSGALG00010022999	7	6	10	5
ENSGALG00010000034	63960	46446	65060	42639
ENSGALG00010015716	6057	3092	6763	3412
ENSGALG00010029226	555	564	434	346
ENSGALG00010023993	594	227	548	272
ENSGALG00010021325	2547	1959	2599	1342
ENSGALG00010000054	2414	1653	2257	1317
ENSGALG00010004158	567	96	649	178
ENSGALG00010010252	985	598	906	569
ENSGALG00010029379	588	375	684	368
ENSGALG00010022734	1112	808	1133	701
ENSGALG00010017651	653	403	766	370
ENSGALG00010025380	166	55	167	46
ENSGALG00010003249	676	591	635	320
ENSGALG00010023473	2065	1885	2126	1045
ENSGALG00010027414	157	72	141	47
ENSGALG00010009334	117	105	192	126
ENSGALG00010001386	319	137	312	135
ENSGALG00010011365	151	107	168	71
ENSGALG00010011673	149	89	198	86
ENSGALG00010003948	80	32	80	36
ENSGALG00010009335	488	259	568	343
ENSGALG00010017974	250	216	149	90
ENSGALG00010022782	443	295	481	316
ENSGALG00010003821	1375	611	1095	695
ENSGALG00010001156	485	320	436	315
ENSGALG00010023178	692	607	941	548
ENSGALG00010016404	113	38	61	47
ENSGALG00010020493	2	1	4	1
ENSGALG00010000406	511	400	644	335
ENSGALG00010001785	171	70	87	70
ENSGALG00010003202	2201	895	1962	1097
ENSGALG00010017737	3	0	3	0
ENSGALG00010027331	2	1	2	0
ENSGALG00010024918	2501	1985	1712	1283
ENSGALG00010000644	1	1	2	4
ENSGALG00010018505	812	590	1039	564
ENSGALG00010028076	282	203	198	132
ENSGALG00010012449	1647	544	1423	561
ENSGALG00010001774	41	6	25	14
ENSGALG00010002547	173	124	153	124
ENSGALG00010021534	192	224	205	115
ENSGALG00010024553	993	773	1198	650
ENSGALG00010023925	1274	642	792	503
ENSGALG00010012486	1389	690	1115	592
ENSGALG00010000078	1009	650	852	335
ENSGALG00010001388	291	149	395	145
ENSGALG00010002972	609	354	289	376
ENSGALG00010009103	2628	1196	2388	1036
ENSGALG00010011166	2	1	1	2
ENSGALG00010017918	146	125	137	75
ENSGALG00010012803	612	314	599	403
ENSGALG00010005562	3742	3064	3323	1943
ENSGALG00010021448	1786	1275	1767	1014
ENSGALG00010011681	6	5	3	1
ENSGALG00010002712	1159	585	721	165
ENSGALG00010024345	1886	1214	2056	934
ENSGALG00010004338	863	561	1686	566
ENSGALG00010020379	1164	595	764	424
ENSGALG00010016544	2939	3496	2797	1533
ENSGALG00010010645	180	120	123	67
ENSGALG00010001969	505	317	368	373
ENSGALG00010017675	24	8	27	7
ENSGALG00010007021	2	5	7	6
ENSGALG00010021840	32	10	25	39
ENSGALG00010021000	2339	1435	4640	2047
ENSGALG00010003928	282	199	310	227
ENSGALG00010008255	109	70	114	55
ENSGALG00010011747	363	246	397	242
ENSGALG00010023276	4	1	3	2
ENSGALG00010002448	1715	847	1521	723
ENSGALG00010028859	437	328	556	325
ENSGALG00010009665	175	82	129	50
ENSGALG00010011471	1	0	2	3
ENSGALG00010028502	3057	2044	2706	1448
ENSGALG00010000318	1402	1102	1310	872
ENSGALG00010017733	464	308	523	212
ENSGALG00010006301	73	63	96	29
ENSGALG00010000440	2	1	2	0
ENSGALG00010024075	1210	848	1126	683
ENSGALG00010005720	85	41	36	19
ENSGALG00010019023	14149	9550	10956	7629
ENSGALG00010001457	465	162	588	187
ENSGALG00010022578	914	435	768	312
ENSGALG00010012322	300	204	278	177
ENSGALG00010025505	6	4	4	5
ENSGALG00010019474	1	0	6	4
ENSGALG00010000791	88	18	617	362
ENSGALG00010003214	917	602	995	569
ENSGALG00010024872	8	4	13	22
ENSGALG00010000020	52095	42614	55336	33563
ENSGALG00010017618	8	5	5	4
ENSGALG00010001729	335	249	390	306
ENSGALG00010000123	148	107	154	99
ENSGALG00010002333	1916	1707	2270	1059
ENSGALG00010001406	3483	1798	4610	2608
ENSGALG00010010220	10	3	8	0
ENSGALG00010008120	3222	2416	3382	1865
ENSGALG00010001460	269	218	371	249
ENSGALG00010000215	2794	2290	3050	1865
ENSGALG00010017957	426	210	460	201
ENSGALG00010013532	293	139	246	118
ENSGALG00010024326	2531	2619	2405	1221
ENSGALG00010009469	11164	6752	11414	3958
ENSGALG00010009718	126	65	118	75
ENSGALG00010027733	6240	4969	6993	3446
ENSGALG00010022194	183	56	185	98
ENSGALG00010018668	150	213	227	87
ENSGALG00010024371	698	455	815	378
ENSGALG00010000174	1910	1288	1820	883
ENSGALG00010014793	3605	1227	2126	819
ENSGALG00010007404	58	14	19	1
ENSGALG00010000127	383	174	385	180
ENSGALG00010015024	9	4	12	2
ENSGALG00010001287	0	0	16	30
ENSGALG00010000154	1480	1181	1608	1100
ENSGALG00010010876	132	77	155	79
ENSGALG00010014963	12	2	7	20
ENSGALG00010016767	1169	934	1030	540
ENSGALG00010000238	3	0	0	3
ENSGALG00010011885	14	0	8	1
ENSGALG00010005353	1716	746	1673	660
ENSGALG00010025333	31	18	19	16
ENSGALG00010000753	1355	785	1006	627
ENSGALG00010002985	299	142	258	113
ENSGALG00010013686	1108	952	1386	900
ENSGALG00010000674	805	187	993	722
ENSGALG00010004976	41	26	65	20
ENSGALG00010003374	20	8	14	15
ENSGALG00010020963	1742	1124	1651	1086
ENSGALG00010009002	797	622	898	569
ENSGALG00010029317	320	152	407	161
ENSGALG00010000732	377	193	376	181
ENSGALG00010008019	1714	1452	1721	1156
ENSGALG00010002382	2	1	21	27
ENSGALG00010006078	519	593	429	176
ENSGALG00010029804	207	388	230	91
ENSGALG00010011536	416	344	439	284
ENSGALG00010012773	183	126	214	137
ENSGALG00010012897	37	33	40	12
ENSGALG00010006033	119	53	129	86
ENSGALG00010014839	589	638	515	357
ENSGALG00010027789	1560	1042	830	407
ENSGALG00010019948	181	128	191	116
ENSGALG00010001527	32	10	5	5
ENSGALG00010003777	4287	1493	4688	2261
ENSGALG00010000576	14	3	6	3
ENSGALG00010022929	15	34	8	3
ENSGALG00010000458	1238	753	1311	594
ENSGALG00010008285	3609	1653	3876	2217
ENSGALG00010000011	25538	18869	27108	15830
ENSGALG00010001126	16	24	21	3
ENSGALG00010024305	5	2	0	1
ENSGALG00010000189	96	65	80	52
ENSGALG00010001657	963	515	994	497
ENSGALG00010016882	2207	1228	2388	1215
ENSGALG00010009740	4	5	4	1
ENSGALG00010005506	38	18	51	2
ENSGALG00010000585	20	9	34	16
ENSGALG00010029297	858	474	650	386
ENSGALG00010025613	539	546	612	152
ENSGALG00010004890	2003	1296	1916	1119
ENSGALG00010016948	24	6	35	5
ENSGALG00010012875	468	302	444	293
ENSGALG00010018533	1377	709	1330	698
ENSGALG00010003180	2639	2614	2508	1522
ENSGALG00010001928	288	117	497	263
ENSGALG00010002384	33	8	19	33
ENSGALG00010001878	9	1	18	33
ENSGALG00010015043	916	784	865	399
ENSGALG00010002054	1676	1650	1836	989
ENSGALG00010027085	1608	1600	1950	828
ENSGALG00010002629	38	81	51	18
ENSGALG00010015698	31	2	10	6
ENSGALG00010029652	702	340	857	384
ENSGALG00010016366	734	406	582	397
ENSGALG00010000730	1326	967	1434	885
ENSGALG00010009666	9	3	19	7
ENSGALG00010022478	12240	6511	12045	8663
ENSGALG00010008203	0	0	51	51
ENSGALG00010023057	2430	1646	2460	1426
ENSGALG00010003988	894	711	971	520
ENSGALG00010001300	894	489	1131	473
ENSGALG00010027973	3091	1909	2754	1549
ENSGALG00010007877	1808	641	2422	572
ENSGALG00010001547	758	383	676	311
ENSGALG00010002604	97	77	87	33
ENSGALG00010001972	446	318	488	306
ENSGALG00010013373	10	17	7	11
ENSGALG00010007852	665	328	526	306
ENSGALG00010022550	145	75	117	91
ENSGALG00010013753	285	67	510	492
ENSGALG00010000088	48	24	51	29
ENSGALG00010012156	5	0	2	6
ENSGALG00010007996	601	240	542	346
ENSGALG00010014884	3	4	12	5
ENSGALG00010005329	643	546	757	466
ENSGALG00010003819	1837	1517	1369	881
ENSGALG00010001773	2	0	0	2
ENSGALG00010009683	41	22	13	8
ENSGALG00010015054	82	50	77	53
ENSGALG00010014019	1666	1959	1785	847
ENSGALG00010000133	1228	931	1362	646
ENSGALG00010006568	583	363	544	370
ENSGALG00010001333	0	2	2	3
ENSGALG00010003260	26148	12237	26860	12526
ENSGALG00010002994	56	19	57	28
ENSGALG00010005295	885	166	2812	2209
ENSGALG00010014153	566	418	570	364
ENSGALG00010001861	2317	1122	2014	881
ENSGALG00010014220	231	77	209	98
ENSGALG00010009118	4	3	2	0
ENSGALG00010000050	2929	2245	2610	1687
ENSGALG00010004381	15	10	23	7
ENSGALG00010014125	577	207	627	264
ENSGALG00010001837	1029	653	997	521
ENSGALG00010002404	2438	1059	1587	785
ENSGALG00010000044	96	58	113	19
ENSGALG00010010254	404	159	390	145
ENSGALG00010008341	976	558	1221	649
ENSGALG00010021378	116	46	59	17
ENSGALG00010012406	6	15	18	10
ENSGALG00010029756	705	553	868	554
ENSGALG00010006767	21	19	18	14
ENSGALG00010006207	148	82	230	249
ENSGALG00010001535	2828	2119	2170	1132
ENSGALG00010023147	142	77	158	76
ENSGALG00010003824	718	380	648	340
ENSGALG00010000768	31	19	24	12
ENSGALG00010004430	697	406	685	371
ENSGALG00010004389	215	132	283	115
ENSGALG00010002922	2039	923	1636	788
ENSGALG00010000092	1627	1050	1338	774
ENSGALG00010024460	747	480	795	477
ENSGALG00010001995	252	294	277	125
ENSGALG00010014805	12	10	6	4
ENSGALG00010029747	21	10	11	3
ENSGALG00010024191	156	38	116	74
ENSGALG00010017860	214	54	263	53
ENSGALG00010005656	558	255	349	197
ENSGALG00010002923	45	7	25	2
ENSGALG00010001548	1104	837	1107	710
ENSGALG00010010381	182	122	209	134
ENSGALG00010019966	58	22	26	15
ENSGALG00010009106	80	33	69	19
ENSGALG00010004334	11	18	17	11
ENSGALG00010005758	2512	2212	3154	1309
ENSGALG00010001334	5	10	2	0
ENSGALG00010001147	381	235	321	188
ENSGALG00010011751	4153	2633	3864	1742
ENSGALG00010013282	1297	835	1379	731
ENSGALG00010008668	26	13	41	10
ENSGALG00010023356	371	327	278	145
ENSGALG00010000436	1620	1121	1550	564
ENSGALG00010000047	9619	7608	7951	5284
ENSGALG00010018064	37	13	34	12
ENSGALG00010023431	256	149	207	80
ENSGALG00010003756	151	101	161	0
ENSGALG00010001469	416	301	449	184
ENSGALG00010018247	4	0	4	0
ENSGALG00010014049	6	1	2	0
ENSGALG00010025436	39	15	66	41
ENSGALG00010000561	1186	779	1423	947
ENSGALG00010013921	158	85	146	60
ENSGALG00010014592	824	618	982	522
ENSGALG00010029757	871	501	524	423
ENSGALG00010020596	316	240	418	232
ENSGALG00010015320	5	5	6	2
ENSGALG00010005752	844	647	976	565
ENSGALG00010020414	10	3	2	1
ENSGALG00010004384	7	4	3	0
ENSGALG00010005035	18	4	11	7
ENSGALG00010000242	698	528	508	291
ENSGALG00010024437	14342	17721	10196	6820
ENSGALG00010009470	97	43	47	20
ENSGALG00010018492	7	2	2	1
ENSGALG00010002868	803	374	539	317
ENSGALG00010016691	76	43	78	38
ENSGALG00010024169	1526	966	1215	790
ENSGALG00010003308	2448	1683	2138	1270
ENSGALG00010003063	3834	1400	3083	1546
ENSGALG00010000052	207	141	216	115
ENSGALG00010002653	2794	1148	2504	1323
ENSGALG00010003248	4493	3195	4750	2280
ENSGALG00010014976	7594	4579	4946	2118
ENSGALG00010016984	1179	1076	1594	710
ENSGALG00010004707	1254	1009	1331	1266
ENSGALG00010018756	992	648	1620	1451
ENSGALG00010000085	548	314	587	274
ENSGALG00010028598	11	31	19	24
ENSGALG00010005249	2	1	2	0
ENSGALG00010007092	1739	893	1417	655
ENSGALG00010009079	8	1	0	2
ENSGALG00010010850	1506	809	1332	744
ENSGALG00010023664	479	353	591	270
ENSGALG00010027367	352	189	310	189
ENSGALG00010006355	2094	1213	1530	678
ENSGALG00010027607	500	322	494	244
ENSGALG00010001915	180	99	179	120
ENSGALG00010006740	84	26	86	30
ENSGALG00010016836	1646	1100	1727	1372
ENSGALG00010000024	81910	61147	83865	52714
ENSGALG00010000053	316	162	291	163
ENSGALG00010029455	129	158	146	54
ENSGALG00010006113	868	587	1021	546
ENSGALG00010005154	503	314	612	318
ENSGALG00010001465	89	106	74	46
ENSGALG00010006061	7133	5507	8302	3876
ENSGALG00010000348	4	0	2	0
ENSGALG00010029552	382	239	1036	988
ENSGALG00010000303	1496	979	1691	918
ENSGALG00010000140	1718	970	1426	850
ENSGALG00010013005	5835	3876	2332	2599
ENSGALG00010007640	22484	10038	33437	20061
ENSGALG00010014274	326	416	443	317
ENSGALG00010019592	134	109	162	82
ENSGALG00010001463	21	9	13	0
ENSGALG00010000341	2861	2080	3096	1688
ENSGALG00010016047	816	561	973	487
ENSGALG00010003834	15	0	14	6
ENSGALG00010000173	318	178	226	137
ENSGALG00010022800	58	53	70	27
ENSGALG00010006877	3226	4082	3312	1569
ENSGALG00010017803	1706	1077	1536	874
ENSGALG00010003401	364	540	384	170
ENSGALG00010000061	21	10	24	11
ENSGALG00010023738	48	11	80	37
ENSGALG00010004385	48	26	38	13
ENSGALG00010001681	957	317	801	414
ENSGALG00010001756	460	199	483	172
ENSGALG00010003348	2450	1866	2631	1312
ENSGALG00010002916	21803	16898	22123	12747
ENSGALG00010001231	65	29	17	9
ENSGALG00010014626	930	548	947	533
ENSGALG00010029695	3026	2174	2372	1446
ENSGALG00010001427	3	7	4	4
ENSGALG00010019398	874	363	716	350
ENSGALG00010009330	2966	2483	3480	1653
ENSGALG00010028786	344	170	290	196
ENSGALG00010000687	1496	635	2091	1550
ENSGALG00010012314	488	207	411	217
ENSGALG00010009137	969	378	893	744
ENSGALG00010024842	582	297	494	328
ENSGALG00010016988	904	663	988	603
ENSGALG00010024149	11477	8616	11985	6803
ENSGALG00010002134	1548	1108	1811	1118
ENSGALG00010018799	71	52	75	17
ENSGALG00010021728	4622	1590	4065	1870
ENSGALG00010001606	242	135	261	96
ENSGALG00010029666	3065	3048	3688	1745
ENSGALG00010000048	1170	679	1225	724
ENSGALG00010003775	1130	884	1146	737
ENSGALG00010000150	367	172	378	148
ENSGALG00010021013	9685	3204	6624	3735
ENSGALG00010005467	2006	1074	1675	880
ENSGALG00010025899	61	43	50	46
ENSGALG00010009658	981	377	915	490
ENSGALG00010004970	215	149	219	138
ENSGALG00010000124	279	170	268	192
ENSGALG00010006242	308	143	236	44
ENSGALG00010002693	5	3	7	3
ENSGALG00010000137	17	8	17	6
ENSGALG00010013760	607	299	622	310
ENSGALG00010009663	353	172	238	128
ENSGALG00010025962	13	6	3	1
ENSGALG00010025161	846	645	896	586
ENSGALG00010000138	180	114	182	90
ENSGALG00010003583	4373	3418	5661	1089
ENSGALG00010025506	1224	994	1231	638
ENSGALG00010000432	2311	1797	2686	1534
ENSGALG00010013440	2782	2464	2612	1284
ENSGALG00010021841	242	166	383	223
ENSGALG00010008063	4	7	0	0
ENSGALG00010003183	963	549	1032	433
ENSGALG00010017463	9	2	6	7
ENSGALG00010027724	105	53	87	66
ENSGALG00010001411	3	0	0	4
ENSGALG00010000578	41	25	65	20
ENSGALG00010002884	127	117	111	101
ENSGALG00010025590	2212	2589	3971	2091
ENSGALG00010001133	746	464	799	427
ENSGALG00010002467	38	65	33	18
ENSGALG00010017552	502	349	515	331
ENSGALG00010021125	10206	5641	8500	4449
ENSGALG00010000810	1131	602	1380	687
ENSGALG00010005851	32	32	98	72
ENSGALG00010000188	98	19	67	18
ENSGALG00010005215	4627	4280	4387	2614
ENSGALG00010006627	555	455	763	414
ENSGALG00010001245	1897	785	918	86
ENSGALG00010005180	2340	1359	2350	1135
ENSGALG00010014317	2088	752	1826	729
ENSGALG00010000223	148	97	139	71
ENSGALG00010005265	140	66	102	75
ENSGALG00010003960	1520	1065	1548	519
ENSGALG00010012034	161	76	151	91
ENSGALG00010023834	3	3	4	1
ENSGALG00010003239	264	137	264	110
ENSGALG00010000149	962	586	933	571
ENSGALG00010005473	80	55	110	11
ENSGALG00010021817	1134	553	923	458
ENSGALG00010006478	812	530	778	429
ENSGALG00010009616	93	36	82	45
ENSGALG00010006131	663	366	641	315
ENSGALG00010017034	875	604	920	455
ENSGALG00010006111	1395	836	1313	667
ENSGALG00010009202	23	23	26	21
ENSGALG00010021519	851	579	929	537
ENSGALG00010012669	233	107	208	101
ENSGALG00010000071	11	5	7	0
ENSGALG00010000441	263	336	272	115
ENSGALG00010002908	1056	658	1035	578
ENSGALG00010022222	340	175	345	139
ENSGALG00010016006	2750	1917	2909	2145
ENSGALG00010000229	7	4	9	24
ENSGALG00010024881	242	218	456	171
ENSGALG00010003364	111	95	148	59
ENSGALG00010029649	87	52	87	43
ENSGALG00010006821	113	53	79	49
ENSGALG00010004095	39	27	18	12
ENSGALG00010024651	3853	2648	5654	3689
ENSGALG00010005799	434	231	444	305
ENSGALG00010001285	293	285	334	194
ENSGALG00010017596	133	92	169	113
ENSGALG00010000033	58837	36705	57846	32926
ENSGALG00010012024	5180	3763	4412	2179
ENSGALG00010009141	1423	1045	1974	970
ENSGALG00010008443	23681	12301	21617	14887
ENSGALG00010017628	524	358	620	313
ENSGALG00010003254	201	170	120	57
ENSGALG00010004985	15	23	4	6
ENSGALG00010000391	303	86	439	5
ENSGALG00010002577	553	395	607	365
ENSGALG00010013165	5317	3916	5480	2760
ENSGALG00010001692	1546	1002	1462	821
ENSGALG00010004237	1383	978	1349	959
ENSGALG00010021067	9	4	6	4
ENSGALG00010006188	6537	4627	6377	4241
ENSGALG00010020193	28	24	6	0
ENSGALG00010002919	9545	8414	10502	6233
ENSGALG00010013290	62	23	13	0
ENSGALG00010021214	838	562	838	449
ENSGALG00010008983	31	9	28	11
ENSGALG00010000254	14	4	17	9
ENSGALG00010002206	415	250	378	183
ENSGALG00010021065	1543	1221	1568	892
ENSGALG00010015876	4286	3095	4253	1885
ENSGALG00010000233	21	19	30	5
ENSGALG00010009326	1386	974	1359	781
ENSGALG00010023059	2006	942	1752	878
ENSGALG00010009115	673	371	623	351
ENSGALG00010001935	790	394	748	390
ENSGALG00010005915	1195	845	991	538
ENSGALG00010013431	671	304	686	344
ENSGALG00010017774	997	763	1017	655
ENSGALG00010000665	1	2	4	0
ENSGALG00010015443	786	431	436	178
ENSGALG00010008402	15	6	14	9
ENSGALG00010021010	731	475	730	466
ENSGALG00010001506	14	9	16	5
ENSGALG00010003717	584	370	607	293
ENSGALG00010012930	1824	1345	1527	768
ENSGALG00010028800	5	2	4	6
ENSGALG00010027527	16	1	15	6
ENSGALG00010011907	325	431	541	152
ENSGALG00010009498	390	283	401	214
ENSGALG00010003356	31424	12405	21652	9296
ENSGALG00010001856	139	46	147	55
ENSGALG00010029263	3436	2147	3200	1459
ENSGALG00010028692	440	236	403	217
ENSGALG00010000457	930	494	791	398
ENSGALG00010011129	311	189	322	221
ENSGALG00010019697	1887	1405	2274	1440
ENSGALG00010020701	870	511	765	463
ENSGALG00010000360	4	0	0	2
ENSGALG00010002196	1407	848	1485	944
ENSGALG00010027471	1390	1067	1612	992
ENSGALG00010011937	0	3	2	1
ENSGALG00010013409	2490	1234	2220	955
ENSGALG00010021807	11067	6217	12347	6472
ENSGALG00010008444	40	14	227	113
ENSGALG00010029199	1065	580	923	577
ENSGALG00010015076	259	177	203	96
ENSGALG00010017047	5	6	3	0
ENSGALG00010018397	205	100	205	124
ENSGALG00010005575	117	19	116	4
ENSGALG00010000712	48	30	44	15
ENSGALG00010009467	440	153	372	33
ENSGALG00010000466	613	693	606	363
ENSGALG00010004746	7273	3914	12187	9624
ENSGALG00010006657	1147	603	1103	577
ENSGALG00010018342	3342	1437	3317	1584
ENSGALG00010029621	1218	781	1226	685
ENSGALG00010025554	125	68	135	71
ENSGALG00010007339	4048	3636	3990	2097
ENSGALG00010022251	62	35	59	175
ENSGALG00010005296	3116	1614	2688	1279
ENSGALG00010005891	523	257	427	272
ENSGALG00010010867	3859	1620	4462	2440
ENSGALG00010020328	140	57	66	10
ENSGALG00010008339	459	214	340	178
ENSGALG00010015618	12114	8411	16631	8539
ENSGALG00010017576	59	29	36	15
ENSGALG00010001130	5	1	2	0
ENSGALG00010024545	359	290	258	212
ENSGALG00010017598	1300	1276	1410	931
ENSGALG00010029306	119	101	144	65
ENSGALG00010000471	579	273	589	307
ENSGALG00010005425	3	0	3	0
ENSGALG00010006341	2	0	33	12
ENSGALG00010001193	129	71	140	63
ENSGALG00010008893	136	111	98	27
ENSGALG00010009157	503	289	487	237
ENSGALG00010000176	140	23	131	15
ENSGALG00010022069	988	707	1287	853
ENSGALG00010003520	1	2	4	1
ENSGALG00010012094	0	2	2	0
ENSGALG00010006227	894	546	1022	653
ENSGALG00010011480	589	321	394	330
ENSGALG00010017603	327	126	472	52
ENSGALG00010009208	574	329	526	275
ENSGALG00010028501	1447	1112	1481	915
ENSGALG00010006854	13	3	8	0
ENSGALG00010008183	238	84	293	139
ENSGALG00010003022	29317	19773	34581	28317
ENSGALG00010001531	49	20	27	167
ENSGALG00010003324	6512	2682	5790	4107
ENSGALG00010000820	193	51	269	97
ENSGALG00010002466	164	291	143	132
ENSGALG00010004076	1163	976	1486	837
ENSGALG00010006602	5	4	3	1
ENSGALG00010013994	17	10	9	3
ENSGALG00010000495	43	40	35	12
ENSGALG00010004307	29279	18944	27570	17072
ENSGALG00010002441	2502	1968	2662	1381
ENSGALG00010002281	2615	2121	2680	1192
ENSGALG00010017367	76	35	62	33
ENSGALG00010001510	1329	537	1360	699
ENSGALG00010007028	149	131	138	97
ENSGALG00010014162	40	23	54	14
ENSGALG00010006682	553	352	526	285
ENSGALG00010001458	108	57	95	37
ENSGALG00010016812	324	279	221	138
ENSGALG00010014762	4204	3995	4539	2658
ENSGALG00010001115	10029	5508	10273	4123
ENSGALG00010011879	6	4	2	4
ENSGALG00010001957	946	581	1258	758
ENSGALG00010017201	1377	973	1611	862
ENSGALG00010017352	2297	1919	2420	1362
ENSGALG00010002431	218	113	128	134
ENSGALG00010003803	559	194	462	244
ENSGALG00010002838	28	1	29	9
ENSGALG00010008169	11	17	25	4
ENSGALG00010006039	1971	1110	1853	959
ENSGALG00010021043	12	2	6	1
ENSGALG00010012329	228	69	238	136
ENSGALG00010016947	15607	7713	12824	6403
ENSGALG00010002913	54	28	34	21
ENSGALG00010014515	1217	317	806	553
ENSGALG00010000326	723	686	863	484
ENSGALG00010001208	6	6	2	0
ENSGALG00010011311	2842	1421	2543	1541
ENSGALG00010002361	1890	1292	1958	1002
ENSGALG00010003170	1692	1172	1822	985
ENSGALG00010020730	1432	908	1705	997
ENSGALG00010005645	1936	846	1595	798
ENSGALG00010010713	1659	1107	2114	843
ENSGALG00010003804	6044	4046	7587	3212
ENSGALG00010009472	603	310	568	295
ENSGALG00010009477	357	134	415	217
ENSGALG00010012229	21	17	26	16
ENSGALG00010024080	1162	712	1067	613
ENSGALG00010012464	91	64	63	44
ENSGALG00010005314	1458	942	1803	631
ENSGALG00010004641	851	491	926	643
ENSGALG00010015158	751	528	747	421
ENSGALG00010018434	127	100	112	75
ENSGALG00010004855	1465	693	1444	554
ENSGALG00010000555	1762	1122	2053	1081
ENSGALG00010010496	409	244	430	297
ENSGALG00010015764	581	463	579	370
ENSGALG00010006528	303	192	407	270
ENSGALG00010004340	155	115	107	69
ENSGALG00010020657	1092	767	1561	880
ENSGALG00010007880	134	76	151	62
ENSGALG00010009078	17	4	14	7
ENSGALG00010016529	947	419	816	403
ENSGALG00010001456	154	118	201	107
ENSGALG00010000805	177	101	223	119
ENSGALG00010025737	241	128	210	102
ENSGALG00010001499	1156	925	1391	512
ENSGALG00010002707	5	0	8	10
ENSGALG00010009643	2160	1540	2560	1477
ENSGALG00010010288	958	546	1174	675
ENSGALG00010014965	1194	486	1144	522
ENSGALG00010029619	211	100	220	102
ENSGALG00010012550	308	246	361	212
ENSGALG00010025983	707	395	766	440
ENSGALG00010002274	55	39	63	0
ENSGALG00010001914	33	15	21	9
ENSGALG00010001842	6	5	12	8
ENSGALG00010002628	3666	2490	3984	2205
ENSGALG00010029545	1143	801	1366	479
ENSGALG00010006506	621	283	397	370
ENSGALG00010008699	468	247	503	282
ENSGALG00010000574	3085	1962	3364	1595
ENSGALG00010002368	1118	774	1026	605
ENSGALG00010000295	2	5	7	3
ENSGALG00010008051	677	539	763	349
ENSGALG00010017735	20	3	24	17
ENSGALG00010009256	1623	1451	1257	793
ENSGALG00010003790	443	205	394	154
ENSGALG00010017143	164	74	115	63
ENSGALG00010027178	2240	1437	2249	1241
ENSGALG00010006200	87	44	109	59
ENSGALG00010003272	1171	805	1167	836
ENSGALG00010001185	1863	1012	2464	1397
ENSGALG00010006486	558	244	515	245
ENSGALG00010002848	335	160	240	83
ENSGALG00010027386	17213	10177	17177	8730
