	chicken_a_control_1	chicken_a_control_2	chicken_a_pic_4h	chicken_d_pic_4h
ENSGALG00010004568	3723	2564	2377	1406
ENSGALG00010015477	152	99	194	106
ENSGALG00010011116	1515	919	1427	1431
ENSGALG00010015481	996	570	627	447
ENSGALG00010011458	390	354	105	68
ENSGALG00010004042	89	46	37	57
ENSGALG00010015483	14	19	6	16
ENSGALG00010002419	1609	1748	709	915
ENSGALG00010023359	16	1	16	3
ENSGALG00010008830	462	297	570	505
ENSGALG00010015486	672	531	459	339
ENSGALG00010015487	311	153	336	464
ENSGALG00010015811	781	600	549	426
ENSGALG00010015498	1979	2756	884	961
ENSGALG00010015505	2968	3875	1259	156
ENSGALG00010015508	428	264	276	129
ENSGALG00010015516	895	501	306	271
ENSGALG00010025971	1192	874	9991	8148
ENSGALG00010017741	1488	906	803	693
ENSGALG00010023285	9048	5614	2165	1713
ENSGALG00010015532	753	348	456	495
ENSGALG00010015533	97	73	108	85
ENSGALG00010015541	17	3	393	592
ENSGALG00010021452	517	393	219	167
ENSGALG00010019139	149	66	83	45
ENSGALG00010005259	16	9	64	38
ENSGALG00010015544	1762	1082	725	588
ENSGALG00010016865	32	28	30	22
ENSGALG00010029258	9	3	9	3
ENSGALG00010015551	0	0	6	3
ENSGALG00010024242	3567	3307	1971	2208
ENSGALG00010017526	3995	2479	886	456
ENSGALG00010015555	4441	1615	1921	2389
ENSGALG00010015562	443	355	9271	7619
ENSGALG00010014165	2630	2379	1133	1009
ENSGALG00010024759	4	3	1	2
ENSGALG00010015570	4	13	8	25
ENSGALG00010015571	30	13	89	45
ENSGALG00010015573	1532	1347	552	579
ENSGALG00010015580	845	633	341	314
ENSGALG00010026325	456	255	343	243
ENSGALG00010004177	571	482	675	527
ENSGALG00010015583	299	205	221	198
ENSGALG00010015605	2931	3153	1066	1294
ENSGALG00010012887	7	2	62	46
ENSGALG00010014900	525	270	390	248
ENSGALG00010015613	637	360	260	175
ENSGALG00010017406	209	59	159	64
ENSGALG00010018525	3	4	6	5
ENSGALG00010015616	465	189	447	557
ENSGALG00010015621	4	2	10	4
ENSGALG00010025822	452	233	164	96
ENSGALG00010015624	404	184	399	457
ENSGALG00010025397	1	0	4	2
ENSGALG00010015633	0	0	240	140
ENSGALG00010015653	9	6	59	24
ENSGALG00010002591	329	152	26	19
ENSGALG00010015650	4	1	3	6
ENSGALG00010022991	11877	13603	6126	6967
ENSGALG00010009502	808	386	2067	1161
ENSGALG00010002253	5089	3909	3155	2851
ENSGALG00010015660	153	114	539	645
ENSGALG00010006352	414	241	260	204
ENSGALG00010015663	3	1	1	7
ENSGALG00010008377	4060	2917	2595	2109
ENSGALG00010016994	3170	2809	3209	3378
ENSGALG00010025656	0	0	3	11
ENSGALG00010017615	560	321	287	225
ENSGALG00010017606	78	51	46	30
ENSGALG00010008270	150	62	89	89
ENSGALG00010015670	10196	5441	24300	20715
ENSGALG00010026659	42	11	33	29
ENSGALG00010016410	755	357	953	489
ENSGALG00010015674	1893	634	1345	1100
ENSGALG00010015676	312	530	8641	6064
ENSGALG00010015677	12	10	27	11
ENSGALG00010015680	695	386	458	346
ENSGALG00010029620	6	4	2	6
ENSGALG00010024095	1940	1229	987	1083
ENSGALG00010015684	448	223	142	115
ENSGALG00010024264	195	98	173	135
ENSGALG00010009007	547	257	487	390
ENSGALG00010015695	21412	13294	7289	4910
ENSGALG00010023383	11	3	6	1
ENSGALG00010016369	2	0	2	1
ENSGALG00010019660	1	1	21	7
ENSGALG00010019028	571	218	490	195
ENSGALG00010015701	481	236	303	247
ENSGALG00010015703	383	126	309	86
ENSGALG00010024132	248	159	123	122
ENSGALG00010002039	75	55	66	87
ENSGALG00010015954	45364	30091	16035	8993
ENSGALG00010020684	143	91	110	70
ENSGALG00010015719	692	473	1321	1019
ENSGALG00010028740	2969	2106	4852	3171
ENSGALG00010007884	43	26	5	1
ENSGALG00010007982	204	60	144	120
ENSGALG00010016920	16010	6842	13287	7425
ENSGALG00010025315	150	216	138	148
ENSGALG00010015738	28	42	16	9
ENSGALG00010008083	26	2	233	75
ENSGALG00010015746	5885	3344	3867	3689
ENSGALG00010018552	539	423	420	361
ENSGALG00010021843	1167	759	72	40
ENSGALG00010015751	1	0	5	2
ENSGALG00010029330	226	147	174	144
ENSGALG00010015753	1607	912	1124	1100
ENSGALG00010015756	913	559	674	642
ENSGALG00010010853	414	282	299	184
ENSGALG00010003266	2	2	4	3
ENSGALG00010015759	10998	8826	11479	9754
ENSGALG00010005251	264	214	220	212
ENSGALG00010018493	16	4	6	2
ENSGALG00010009280	1481	1174	825	781
ENSGALG00010015772	4	5	39	15
ENSGALG00010015788	683	349	253	314
ENSGALG00010010949	18	9	9	3
ENSGALG00010015795	346	223	174	100
ENSGALG00010015796	4597	2779	2886	2003
ENSGALG00010015800	13	14	3	6
ENSGALG00010015801	218	217	124	141
ENSGALG00010016425	8	5	11	40
ENSGALG00010015803	1191	974	982	616
ENSGALG00010015814	2	2	0	0
ENSGALG00010027314	34	16	487	306
ENSGALG00010015816	268	136	4105	3437
ENSGALG00010002860	1018	563	1320	1226
ENSGALG00010015820	22	0	19895	9025
ENSGALG00010027210	775	436	797	838
ENSGALG00010018627	3235	3537	2106	3208
ENSGALG00010015825	764	772	2116	1344
ENSGALG00010025929	1241	863	990	751
ENSGALG00010021662	686	334	513	464
ENSGALG00010016752	226	109	12	4
ENSGALG00010015831	255	1	509	5
ENSGALG00010024571	326	175	2812	1724
ENSGALG00010015840	240	89	116	76
ENSGALG00010029438	604	273	196	257
ENSGALG00010015852	1280	569	2638	1809
ENSGALG00010015855	1309	712	876	855
ENSGALG00010015858	669	219	430	215
ENSGALG00010028861	3438	1834	1529	941
ENSGALG00010017080	282	175	155	119
ENSGALG00010022540	1269	592	753	571
ENSGALG00010020171	785	373	345	439
ENSGALG00010003820	8	5	6	5
ENSGALG00010029204	2010	1493	1507	1251
ENSGALG00010016245	313	235	185	113
ENSGALG00010018008	2578	2067	1679	1354
ENSGALG00010015865	448	238	320	315
ENSGALG00010003300	1091	619	749	780
ENSGALG00010015866	5302	3664	3294	1924
ENSGALG00010014690	19483	16052	7906	4786
ENSGALG00010002930	58	67	17	2
ENSGALG00010012606	2531	2060	1629	933
ENSGALG00010015874	2229	2037	1860	1445
ENSGALG00010018987	144	107	110	70
ENSGALG00010015879	334	226	170	109
ENSGALG00010015892	39	11	57	14
ENSGALG00010015893	5172	3033	5402	4789
ENSGALG00010010885	966	700	540	297
ENSGALG00010014371	210	135	121	156
ENSGALG00010015867	13080	8644	6800	5418
ENSGALG00010030004	2294	1755	1046	936
ENSGALG00010015905	5492	3981	1993	312
ENSGALG00010024421	143	106	267	257
ENSGALG00010017898	16	6	18	70
ENSGALG00010015906	1150	755	1555	1471
ENSGALG00010019322	780	417	1772	1386
ENSGALG00010013168	1093	700	642	432
ENSGALG00010015318	23	12	16	4
ENSGALG00010015908	38	25	60	62
ENSGALG00010021234	0	3	84	67
ENSGALG00010006953	2492	2221	2316	2177
ENSGALG00010015910	2015	1022	1103	1000
ENSGALG00010003468	1917	1903	1875	1194
ENSGALG00010017880	3190	2269	2309	2156
ENSGALG00010015911	1184	661	764	760
ENSGALG00010023126	3	1	6	7
ENSGALG00010015912	20	12	26	17
ENSGALG00010028577	3092	2650	3060	2193
ENSGALG00010001693	4	7	4	9
ENSGALG00010015913	1306	935	829	662
ENSGALG00010015918	29	11	24	29
ENSGALG00010012604	300	102	142	208
ENSGALG00010027251	285	179	205	179
ENSGALG00010009284	2	0	4	1
ENSGALG00010015927	4087	3094	1992	1504
ENSGALG00010018336	346	189	201	142
ENSGALG00010015931	2878	1637	1184	434
ENSGALG00010015932	792	560	409	341
ENSGALG00010015935	105	61	63	88
ENSGALG00010015936	5013	4464	5540	3213
ENSGALG00010015942	879	420	497	371
ENSGALG00010015956	1	3	8	4
ENSGALG00010015959	158	101	125	110
ENSGALG00010020399	5232	3069	6678	3828
ENSGALG00010015960	0	0	6	3
ENSGALG00010016643	1472	982	1420	1278
ENSGALG00010002269	31	6	17	23
ENSGALG00010015964	2037	1701	2810	2634
ENSGALG00010027083	932	335	1502	1551
ENSGALG00010011146	1066	647	574	581
ENSGALG00010013071	5	9	4	5
ENSGALG00010016308	9344	6932	8874	5326
ENSGALG00010004837	154	154	134	107
ENSGALG00010015971	873	533	143	85
ENSGALG00010015974	517	387	706	641
ENSGALG00010015983	2189	1022	1846	1778
ENSGALG00010011028	1374	1087	542	429
ENSGALG00010015987	396	262	257	178
ENSGALG00010018977	71	32	19	23
ENSGALG00010015992	320	142	4518	3641
ENSGALG00010025755	131	59	107	57
ENSGALG00010016008	623	499	262	212
ENSGALG00010016011	3236	1959	1699	1763
ENSGALG00010016016	37	31	78	67
ENSGALG00010019630	161	157	50	74
ENSGALG00010017645	122	63	123	60
ENSGALG00010016022	119	147	151	107
ENSGALG00010013533	504	267	159	139
ENSGALG00010016025	3423	3409	2194	2127
ENSGALG00010016030	86	13	281	91
ENSGALG00010007041	428	239	180	148
ENSGALG00010011086	1143	376	328	279
ENSGALG00010016039	8	10	9	1
ENSGALG00010016137	1339	772	3172	2756
ENSGALG00010016043	2	0	2	1
ENSGALG00010016053	7	8	5	7
ENSGALG00010027274	3595	2518	1803	1437
ENSGALG00010018412	1	1	2	2
ENSGALG00010016060	23	6	2	2
ENSGALG00010017395	189	100	126	94
ENSGALG00010016066	480	265	361	205
ENSGALG00010021726	481	285	327	300
ENSGALG00010021782	41	18	42	17
ENSGALG00010001517	11	14	5	10
ENSGALG00010015110	205	82	161	89
ENSGALG00010016073	1	9	38	45
ENSGALG00010016076	1239	680	687	642
ENSGALG00010013093	333	205	289	226
ENSGALG00010016087	1131	742	607	454
ENSGALG00010014263	489	296	397	418
ENSGALG00010016103	110	71	132	124
ENSGALG00010016107	258	287	447	435
ENSGALG00010005716	1592	1358	1168	1298
ENSGALG00010016109	418	246	800	477
ENSGALG00010024068	536	215	350	335
ENSGALG00010016127	31	32	56	38
ENSGALG00010026630	5	2	3	0
ENSGALG00010001958	539	263	216	151
ENSGALG00010016141	342	218	211	152
ENSGALG00010020284	25	14	15	3
ENSGALG00010006939	1123	1010	487	621
ENSGALG00010013401	2	0	95	108
ENSGALG00010016190	74	45	37	45
ENSGALG00010016193	201	95	136	137
ENSGALG00010016387	36	7	34	43
ENSGALG00010016200	139	54	42	43
ENSGALG00010020096	221	120	120	127
ENSGALG00010016211	1989	1881	6125	3017
ENSGALG00010016215	2	0	2	1
ENSGALG00010017218	1	4	21	10
ENSGALG00010017710	1183	1022	1791	1288
ENSGALG00010016218	850	605	560	544
ENSGALG00010029386	379	221	259	321
ENSGALG00010016224	434	254	399	263
ENSGALG00010016229	44	25	61	36
ENSGALG00010022816	83	35	20	16
ENSGALG00010016235	1469	975	4707	3284
ENSGALG00010000442	1118	1100	853	623
ENSGALG00010016236	393	167	229	207
ENSGALG00010017811	1765	911	961	784
ENSGALG00010016242	1923	1372	1407	1712
ENSGALG00010027739	2923	2152	2752	2684
ENSGALG00010016258	8044	5266	4018	2413
ENSGALG00010022565	1278	1284	1429	798
ENSGALG00010016263	3	0	4	5
ENSGALG00010016270	384	205	334	271
ENSGALG00010003453	4	0	183	443
ENSGALG00010017544	2929	1961	1879	1704
ENSGALG00010016274	546	374	1342	1436
ENSGALG00010016276	12070	6061	10079	6565
ENSGALG00010007283	8	5	25	15
ENSGALG00010016286	42	21	15	7
ENSGALG00010016289	4790	6071	46482	36220
ENSGALG00010016307	544	374	827	578
ENSGALG00010016310	709	577	409	398
ENSGALG00010016312	3694	1995	2901	1528
ENSGALG00010016314	242	96	118	169
ENSGALG00010007883	417	266	185	130
ENSGALG00010018140	730	391	167	78
ENSGALG00010016315	13639	10594	13081	8165
ENSGALG00010016317	556	216	333	331
ENSGALG00010028459	17039	17753	48122	32041
ENSGALG00010016122	241	161	494	399
ENSGALG00010016338	147	85	220	131
ENSGALG00010016344	3355	1434	1123	991
ENSGALG00010016355	1601	877	229	30
ENSGALG00010022407	1601	1319	1417	1418
ENSGALG00010016368	1270	882	1016	809
ENSGALG00010016370	302	139	360	297
ENSGALG00010010890	528	392	391	218
ENSGALG00010016372	19	3	11	5
ENSGALG00010006157	2517	1457	950	704
ENSGALG00010016378	236	127	104	128
ENSGALG00010016382	735	372	292	257
ENSGALG00010022656	39	10	35	12
ENSGALG00010016390	408	317	374	498
ENSGALG00010016402	2368	1363	1853	1045
ENSGALG00010014045	536	194	261	179
ENSGALG00010016543	6	14	3	0
ENSGALG00010020578	1264	698	661	638
ENSGALG00010009439	392	222	136	115
ENSGALG00010016411	13860	9946	8449	4602
ENSGALG00010003403	784	608	527	583
ENSGALG00010016414	3	0	7	3
ENSGALG00010016415	826	919	82	27
ENSGALG00010016416	345	202	158	79
ENSGALG00010018274	839	393	595	799
ENSGALG00010002661	91	141	280	123
ENSGALG00010005237	949	387	510	296
ENSGALG00010016422	4	0	2	1
ENSGALG00010023081	5	2	4	2
ENSGALG00010016426	1893	1760	82309	80208
ENSGALG00010014399	1810	515	143	132
ENSGALG00010016429	3	0	2	0
ENSGALG00010016437	0	2	3	1
ENSGALG00010010971	428	112	216	230
ENSGALG00010006521	522	402	599	432
ENSGALG00010016445	63	38	27	19
ENSGALG00010004781	1054	694	1000	423
ENSGALG00010024157	5	5	30	15
ENSGALG00010016447	452	241	320	337
ENSGALG00010016453	15	9	54	31
ENSGALG00010014321	1	1	37	7
ENSGALG00010016454	658	530	516	469
ENSGALG00010025190	469	409	228	162
ENSGALG00010023204	3460	2346	3601	2022
ENSGALG00010014077	447	506	1000	835
ENSGALG00010029412	266	157	100	59
ENSGALG00010016463	10	5	17	4
ENSGALG00010006404	247	169	256	219
ENSGALG00010016464	530	422	750	650
ENSGALG00010016466	288	127	107	74
ENSGALG00010012380	2	2	2	5
ENSGALG00010017755	280	142	340	244
ENSGALG00010016468	487	152	305	257
ENSGALG00010016470	13489	10303	10786	4288
ENSGALG00010016474	1523	1312	1251	1546
ENSGALG00010001617	2942	2150	1623	1838
ENSGALG00010016475	590	402	290	291
ENSGALG00010028606	1377	1170	1113	796
ENSGALG00010026097	11476	6306	8714	6512
ENSGALG00010025344	2	0	2	1
ENSGALG00010016480	5416	4424	2452	907
ENSGALG00010009253	1080	686	318	303
ENSGALG00010016483	1921	1595	1087	1223
ENSGALG00010017449	363	171	428	331
ENSGALG00010016491	2247	1528	1867	1281
ENSGALG00010001717	41	14	22	34
ENSGALG00010016496	0	2	4	1
ENSGALG00010016504	1112	1020	826	1036
ENSGALG00010004225	116	55	40	22
ENSGALG00010010399	0	1	15	8
ENSGALG00010016507	24	14	8	7
ENSGALG00010016510	151	65	90	99
ENSGALG00010012769	215	98	138	130
ENSGALG00010003543	7	2	5	6
ENSGALG00010016518	373	216	204	166
ENSGALG00010017779	327	210	261	192
ENSGALG00010016519	425	467	95	137
ENSGALG00010017246	3666	2162	6288	3890
ENSGALG00010016520	3099	1819	1821	1111
ENSGALG00010016533	238	137	160	121
ENSGALG00010002293	13	1	10	5
ENSGALG00010016534	420	320	203	153
ENSGALG00010020952	2694	1765	1358	1123
ENSGALG00010013172	618	376	2764	2752
ENSGALG00010016546	23	26	67	41
ENSGALG00010016549	10365	7822	3122	1871
ENSGALG00010007275	330	264	218	135
ENSGALG00010016552	18	5	22	18
ENSGALG00010016469	1157	843	1203	1093
ENSGALG00010016553	937	951	483	392
ENSGALG00010016559	189	186	82	105
ENSGALG00010015731	534	219	308	325
ENSGALG00010016561	200	59	20	6
ENSGALG00010024599	39	40	20	20
ENSGALG00010016562	269	162	234	201
ENSGALG00010020123	27	13	14	4
ENSGALG00010016572	1356	1054	822	596
ENSGALG00010022243	3	0	2	3
ENSGALG00010016575	3	4	5	4
ENSGALG00010012200	2	2	17	15
ENSGALG00010016577	1294	1137	934	812
ENSGALG00010024370	1727	1063	1719	1288
ENSGALG00010017369	0	0	34	23
ENSGALG00010016580	306	229	191	135
ENSGALG00010010266	26	13	10	4
ENSGALG00010016583	1248	774	605	397
ENSGALG00010016584	312	250	212	240
ENSGALG00010018608	3305	2417	2368	1987
ENSGALG00010019312	689	477	1212	1162
ENSGALG00010016588	1831	864	926	933
ENSGALG00010005212	748	537	437	300
ENSGALG00010016591	78	29	70	77
ENSGALG00010016595	7	5	4	8
ENSGALG00010016603	685	460	958	1099
ENSGALG00010008242	2	3	2	4
ENSGALG00010016976	10	0	18	4
ENSGALG00010016611	17	14	17	15
ENSGALG00010016613	898	703	749	596
ENSGALG00010027928	318	235	178	157
ENSGALG00010016614	411	278	320	245
ENSGALG00010005548	1420	912	657	305
ENSGALG00010000470	404	269	538	378
ENSGALG00010016619	19	7	31	13
ENSGALG00010016620	293	172	261	254
ENSGALG00010029260	546	520	304	316
ENSGALG00010010547	418	104	223	119
ENSGALG00010016626	831	500	316	177
ENSGALG00010016627	84	35	23	0
ENSGALG00010010874	1029	575	15787	11776
ENSGALG00010016757	4	10	4	4
ENSGALG00010016630	4	4	11	3
ENSGALG00010028087	1720	1116	1032	1099
ENSGALG00010016775	2	2	0	0
ENSGALG00010016647	1249	643	1205	1341
ENSGALG00010005696	132	68	78	45
ENSGALG00010016651	813	835	146	204
ENSGALG00010011633	440	286	244	246
ENSGALG00010016652	2179	1506	1786	2242
ENSGALG00010008026	1158	671	431	329
ENSGALG00010016653	91	57	134	100
ENSGALG00010002352	2664	932	1681	1458
ENSGALG00010016655	1458	614	52937	45099
ENSGALG00010016657	327	227	330	193
ENSGALG00010027937	525	362	275	247
ENSGALG00010016658	95	95	9	15
ENSGALG00010020614	232	148	208	188
ENSGALG00010016661	1065	611	497	553
ENSGALG00010024606	6	2	0	0
ENSGALG00010016664	229	136	157	92
ENSGALG00010012148	152	95	488	329
ENSGALG00010016673	1258	753	546	408
ENSGALG00010025736	43	37	265	60
ENSGALG00010016674	37	248	5	1
ENSGALG00010010923	24910	4993	6052	1684
ENSGALG00010016675	426	241	669	724
ENSGALG00010005007	6	4	0	0
ENSGALG00010008449	441	375	265	197
ENSGALG00010016680	1	1	4	3
ENSGALG00010024053	97	47	3380	4218
ENSGALG00010005391	191	110	250	177
ENSGALG00010016682	48	16	28	9
ENSGALG00010016683	2128	1671	1608	1175
ENSGALG00010018033	547	426	349	320
ENSGALG00010016688	6	11	13	16
ENSGALG00010016706	9611	5089	3028	2121
ENSGALG00010021184	108	69	76	18
ENSGALG00010016892	353	286	94	99
ENSGALG00010016862	652	471	915	1167
ENSGALG00010021919	60	25	19	18
ENSGALG00010016707	1588	1081	934	941
ENSGALG00010027393	1834	1396	1122	909
ENSGALG00010016718	5	5	0	1
ENSGALG00010017765	3	6	13	5
ENSGALG00010016720	456	319	339	215
ENSGALG00010017589	192	122	123	85
ENSGALG00010016724	8087	5340	2947	1688
ENSGALG00010016729	2453	1274	1255	829
ENSGALG00010024428	656	414	498	523
ENSGALG00010010255	60	39	97	95
ENSGALG00010016731	3	3	0	0
ENSGALG00010012154	294	180	160	104
ENSGALG00010018969	460	259	257	228
ENSGALG00010016741	1216	889	867	977
ENSGALG00010023469	1384	869	977	631
ENSGALG00010003473	617	340	516	319
ENSGALG00010016751	546	316	165	216
ENSGALG00010002373	9	2	15	2
ENSGALG00010016756	2824	1751	1128	763
ENSGALG00010018004	11	6	6	10
ENSGALG00010006421	7832	3843	3490	1798
ENSGALG00010016761	32	13	17	14
ENSGALG00010024646	230	121	294	273
ENSGALG00010023835	83	43	14	29
ENSGALG00010016766	794	427	858	549
ENSGALG00010005462	433	220	392	312
ENSGALG00010016768	149	94	61	86
ENSGALG00010016773	7667	5493	6411	4088
ENSGALG00010016778	559	404	394	291
ENSGALG00010011967	1319	750	732	658
ENSGALG00010016788	70	20	47	18
ENSGALG00010016905	13125	6153	10693	5477
ENSGALG00010016791	5	2	0	2
ENSGALG00010016792	526	335	119	78
ENSGALG00010016793	2387	1736	1059	874
ENSGALG00010029716	1139	854	916	791
ENSGALG00010028026	107	73	137	82
ENSGALG00010011638	910	550	606	333
ENSGALG00010016805	22	6	0	2
ENSGALG00010016807	8592	4318	2659	952
ENSGALG00010016810	94	47	41	42
ENSGALG00010016814	753	517	507	393
ENSGALG00010008418	499	328	219	169
ENSGALG00010016817	383	233	238	201
ENSGALG00010016820	777	538	439	406
ENSGALG00010026109	9	7	43	46
ENSGALG00010016825	70	6	37	19
ENSGALG00010005238	140	108	18	5
ENSGALG00010011957	81	97	47	57
ENSGALG00010016831	649	460	385	322
ENSGALG00010010770	0	2	8	12
ENSGALG00010016840	537	390	332	350
ENSGALG00010009731	1772	894	18180	15494
ENSGALG00010015140	849	483	456	334
ENSGALG00010016842	2	2	0	2
ENSGALG00010020514	184	61	31	43
ENSGALG00010016845	2794	1946	1526	1106
ENSGALG00010016848	427	264	96	61
ENSGALG00010016849	9426	7727	5213	4185
ENSGALG00010016850	7	0	3	3
ENSGALG00010021617	3239	1794	2621	1734
ENSGALG00010017895	313	229	511	343
ENSGALG00010016856	2976	1893	1876	1383
ENSGALG00010012140	16	11	16	7
ENSGALG00010016858	8	4	4	7
ENSGALG00010016863	484	308	222	274
ENSGALG00010012834	0	0	2	2
ENSGALG00010016867	171	255	50	87
ENSGALG00010016869	25260	16607	30369	26247
ENSGALG00010010308	16	1	8	0
ENSGALG00010016870	74	40	26	11
ENSGALG00010016872	42	42	45	28
ENSGALG00010016874	19	6	10	7
ENSGALG00010006072	1131	524	293	252
ENSGALG00010002423	32	18	29	0
ENSGALG00010016876	52	28	31	26
ENSGALG00010028146	65	40	75	83
ENSGALG00010016881	9432	4780	7450	4359
ENSGALG00010024642	11	2	3	9
ENSGALG00010018027	8	2	8	6
ENSGALG00010016883	2427	925	687	590
ENSGALG00010016889	3302	2452	3262	2505
ENSGALG00010016890	4100	2603	1818	1529
ENSGALG00010024222	136	67	153	182
ENSGALG00010020767	49	32	41	28
ENSGALG00010016891	166	107	121	89
ENSGALG00010016894	410	218	245	271
ENSGALG00010007413	426	257	210	188
ENSGALG00010018577	428	318	300	257
ENSGALG00010018894	16	10	37	12
ENSGALG00010016895	232	242	176	159
ENSGALG00010016896	4227	2624	2004	1811
ENSGALG00010016897	5	0	3	1
ENSGALG00010028077	12	7	20	9
ENSGALG00010016900	576	397	1135	640
ENSGALG00010008821	385	406	425	503
ENSGALG00010016909	961	643	454	302
ENSGALG00010009993	5	4	0	8
ENSGALG00010016912	4871	3073	5539	3248
ENSGALG00010025270	233	184	167	168
ENSGALG00010016913	478	373	402	301
ENSGALG00010027329	9	6	8	7
ENSGALG00010016915	63	299	491	485
ENSGALG00010016917	939	455	757	567
ENSGALG00010018460	136	115	5994	1947
ENSGALG00010006323	169	110	168	110
ENSGALG00010017085	1473	1235	1380	1222
ENSGALG00010016919	95	45	19	11
ENSGALG00010016921	1215	720	713	460
ENSGALG00010015782	682	473	594	479
ENSGALG00010016922	804	682	419	380
ENSGALG00010005334	315	208	355	373
ENSGALG00010016923	35	49	53	71
ENSGALG00010016924	1465	843	848	719
ENSGALG00010021032	894	543	278	305
ENSGALG00010016926	143	22	144	54
ENSGALG00010016934	325	169	203	232
ENSGALG00010029201	551	434	288	251
ENSGALG00010016935	462	359	71	1
ENSGALG00010016240	25842	15053	17767	14366
ENSGALG00010016936	269	165	239	232
ENSGALG00010016938	1339	1315	5757	4832
ENSGALG00010021689	1595	1147	1054	1056
ENSGALG00010014840	927	313	1959	2107
ENSGALG00010016940	12	2	14	5
ENSGALG00010016943	106	37	99	74
ENSGALG00010016946	3795	3070	2273	1972
ENSGALG00010007294	1474	934	1085	877
ENSGALG00010018506	927	349	527	390
ENSGALG00010021827	1285	668	781	583
ENSGALG00010008752	100	64	44	51
ENSGALG00010024107	7026	4541	5303	4973
ENSGALG00010016956	31	0	55	12
ENSGALG00010016957	1	1	13	9
ENSGALG00010004309	462	285	188	130
ENSGALG00010017678	1261	947	1132	809
ENSGALG00010024809	3418	3184	2630	2521
ENSGALG00010016958	1899	772	10813	5752
ENSGALG00010022996	0	1	3	7
ENSGALG00010016961	2844	2197	1951	1406
ENSGALG00010011597	3386	1952	1332	1336
ENSGALG00010016963	644	305	557	166
ENSGALG00010027971	9	5	9	10
ENSGALG00010021607	1516	1214	1783	1109
ENSGALG00010009323	62	22	26	21
ENSGALG00010018142	3459	1957	907	700
ENSGALG00010016968	208	128	71	67
ENSGALG00010028114	2851	1447	1321	1047
ENSGALG00010005500	309	194	135	133
ENSGALG00010016972	100	71	71	54
ENSGALG00010023408	318	263	234	260
ENSGALG00010008202	84	47	11	0
ENSGALG00010016973	1719	647	11266	6499
ENSGALG00010028877	7	4	33	17
ENSGALG00010016500	2501	1673	971	687
ENSGALG00010016977	3325	2462	3185	1700
ENSGALG00010016982	859	369	660	647
ENSGALG00010016985	3	5	2	4
ENSGALG00010020460	838	740	601	635
ENSGALG00010016986	530	312	648	497
ENSGALG00010016993	1259	956	1736	1403
ENSGALG00010026184	622	416	322	310
ENSGALG00010003006	7	4	28	9
ENSGALG00010017001	352	219	49	32
ENSGALG00010011262	35	23	34	49
ENSGALG00010018025	233	159	210	153
ENSGALG00010006009	0	0	3	6
ENSGALG00010015493	5493	2909	2568	1901
ENSGALG00010017010	3942	2653	1757	1374
ENSGALG00010014877	1570	902	1156	1440
ENSGALG00010018378	5	1	29	23
ENSGALG00010002528	1749	1244	1102	1179
ENSGALG00010016873	224	112	82	66
ENSGALG00010017016	7	4	2	0
ENSGALG00010021282	1	0	10	11
ENSGALG00010021131	2291	1638	1587	1400
ENSGALG00010017017	34	31	21	45
ENSGALG00010000423	630	678	892	739
ENSGALG00010017022	91	28	46	22
ENSGALG00010017024	39	15	23	14
ENSGALG00010017035	4120	3533	4479	3854
ENSGALG00010017038	2185	1749	1238	1380
ENSGALG00010017041	303	173	238	198
ENSGALG00010017042	1139	698	466	380
ENSGALG00010017045	1502	716	478	388
ENSGALG00010018758	474	109	515	414
ENSGALG00010017049	197	103	529	407
ENSGALG00010020126	6124	1673	7270	5083
ENSGALG00010017056	2	4	8	1
ENSGALG00010017060	811	362	1088	1025
ENSGALG00010017985	5034	2632	2881	2467
ENSGALG00010021584	38	13	61	39
ENSGALG00010007944	163	116	127	76
ENSGALG00010005531	4326	3690	2880	2758
ENSGALG00010017065	544	375	669	420
ENSGALG00010014681	5	2	0	1
ENSGALG00010017068	0	0	9	7
ENSGALG00010012948	4748	2419	2085	1292
ENSGALG00010027419	9512	7552	5664	5725
ENSGALG00010017096	692	558	520	323
ENSGALG00010017098	485	286	316	135
ENSGALG00010027384	33	13	59	25
ENSGALG00010014407	782	456	533	467
ENSGALG00010017105	40	12	33	5
ENSGALG00010028523	726	533	573	543
ENSGALG00010025263	93	86	101	90
ENSGALG00010017109	12764	8897	8541	6783
ENSGALG00010021656	1974	1250	936	518
ENSGALG00010006847	1814	943	911	1035
ENSGALG00010017119	556	489	663	596
ENSGALG00010003884	150	47	124	83
ENSGALG00010017122	998	568	438	329
ENSGALG00010018095	619	512	345	349
ENSGALG00010017127	3	4	12	24
ENSGALG00010005308	39	35	29	63
ENSGALG00010001201	2828	1461	1600	682
ENSGALG00010017661	176	102	185	153
ENSGALG00010006049	627	412	405	232
ENSGALG00010017139	18	14	26	24
ENSGALG00010018536	129	31	83	62
ENSGALG00010007419	69	59	47	48
ENSGALG00010017147	2693	1756	2006	1581
ENSGALG00010006816	139	57	57	81
ENSGALG00010009254	99	54	36	28
ENSGALG00010017149	0	0	2	2
ENSGALG00010018189	390	322	254	284
ENSGALG00010014974	190	98	205	196
ENSGALG00010017160	3	4	0	1
ENSGALG00010014393	482	157	1191	1771
ENSGALG00010017162	516	206	358	311
ENSGALG00010017163	4344	2185	1653	1188
ENSGALG00010026942	18	7	22	29
ENSGALG00010024255	2	1	15	4
ENSGALG00010017169	11	17	18	9
